Key,French
display_event.building_without_inspector,Ce bâtiment doit être géré par un noble.
display_event.order_complete,Commande de {value} {resource} terminée !
display_event.building_without_instruction,La main-d'œuvre n'a pas reçu d'instruction aujourd'hui.
display_event.resources_stolen,Des ressources ont été dérobées ! {value} {resource}
display_event.thugs_appear,Des coupe-jarrets rôdent dans la cité.
display_event.wolf_attack,Attaque de loups !
display_event.no_meds,Il n'y a plus d'onguents !
display_event.quest_result,Résultat : {quest_name}
display_event.battle_result,Résultat de la bataille
display_event.battle_start,Nouvelle bataille !
display_event.new_quest,{name}
display_event.new_book,Une nouvelle copie du livre « {knowledge} » a été créée.
display_event.new_knowledge,Savoir acquis : {knowledge}
display_event.slave_escape,Un esclave tente de s'échapper.
display_event.unhappy_lord,Votre seigneur ou dame est maussade.
display_event.actor_dont_work,"De mauvaise humeur, {name} refuse de s'acquitter de ses tâches."
display_event.reg_riot_soon,Les fanatiques veulent voir du sang couler ! La cible est {target_name} !
display_event.reg_riot_cancel,"Les fanatiques sont satisfaits de l'exécution. {target_name} a perdu la tête, il n'y aura pas de révolte."
display_event.holy_family_become_enemy,Votre cité est tombée en disgrâce aux yeux de la Matriarche !
display_event.reg_riot_against_king,Les fanatiques voudraient voir {target_name} mourir.
display_event.reg_riot_in_hour,La révolte éclatera dans quelques heures !
display_event.low_loyaled,Le seigneur ou la dame quitte la province.
display_event.bulglary_storage,Des parias ont dévalisé le dépôt de la grand-salle !
display_event.hall_robbed,Des parias se sont infiltrés dans la grand-salle et ont dérobé de l'or !
display_event.library_robbed,Des parias se sont infiltrés dans la bibliothèque et ont dérobé des livres !
display_event.lord_kidnapped,Des parias ont enlevé un noble !
display_event.lord_killed,Des coupe-jarrets ont été soudoyés et ont tué un noble !
display_event.army_returned_from_global_map,L'escouade est de retour.
display_event.hirde_bandits_returned_from_global_map,Les coupe-jarrets que vous avez engagés sont rentrés avec le butin.
display_event.kid_now_can_read,{name} a bien grandi et a atteint l'adolescence.
display_event.bishop_arrived,L'évêque est arrivé dans votre cité.
display_event.bishop_leave_province,L'évêque quitte votre cité.
display_event.faction_become_enemy,La faction {faction_name} est maintenant votre ennemie.
display_event.faction_soon_become_enemy,La faction {faction_name} est en passe de devenir votre ennemie.
display_event.economy_statistics,Rapport économique
display_event.dayly_statistic,Statistiques journalières
display_event.daily_stat_main_pronlems,Impressions négatives fréquentes
display_event.daily_stat_no_problems,Aucun problème
display_event.world_summary,Statistiques mondiales
display_event.world_summary_trade,Négociation
display_event.world_summary_marriage,Mariage
display_event.world_summary_other,Autres
display_event.world_summary_politic,Politique
display_event.religious_rebellion_start,Une révolte religieuse est en cours !
display_event.slaves_rebellion,Une révolte des esclaves est en cours !
display_event.soldier_rebellion,La population guerrière a lancé une révolte !
display_event.loyalist_rage,Les loyalistes font un massacre !
display_event.loyalist_rage_over,Le massacre loyaliste est terminé.
display_event.soldier_rebellion_finished,La révolte de la population guerrière est terminée.
display_event.soldier_rebellion_crushed,La révolte de la population guerrière a été matée !
display_event.religion_rebellion_crushed,La révolte religieuse a été matée !
display_event.religion_rebellion_finished,La révolte religieuse est terminée.
display_event.slaves_rebellion_finished,La révolte des esclaves est terminée.
display_event.slaves_rebellion_crushed,La révolte des esclaves a été matée !
display_event.culture_rage_today,{name} va certainement déclencher une révolte contre {name_2}.
display_event.culture_rage,Les {name}s ont déclenché une émeute !
display_event.culture_rage_over,L'émeute est terminée.
display_event.no_new_events,Aucun événement.
display_event.player_became_vassal,Votre cité est devenue vassale de la faction {sir_faction}.
display_event.player_stopped_being_vassal,Votre cité n'est plus vassale de la faction {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,{faction} semble être sur le point d'attaquer votre cité !
display_event.enemy_go_to_attack_village,{faction} a envoyé une armée pour piller votre village !
display_event.enemy_go_to_attack_town,{faction} a envoyé une armée pour mettre votre cité à sac !
display_event.bandits_go_to_attack_village,Les bandits de la forêt ont dévasté votre village !
display_event.bandits_go_to_attack_town,Les bandits de la forêt s'apprêtent à attaquer votre cité !
display_event.bandits_looted_village,Les bandits de la forêt ont pillé votre village !
display_event.enemy_looted_village,{faction} a pillé votre village !
display_event.heir_rebellion,L'héritier·ère a déclenché une révolte !
display_event.new_heir,{name} héritera de la couronne.
display_event.free_lord_was_hired,Le noble libre {name} servira votre cité pendant {duration} jours.
display_event.lord_captured,{faction_name_2} a capturé {name} de la cité de {faction_name}.
display_event.captive_terror,"{king_name} a appris votre rapport avec {captive_name}, ce qui a empiré votre relation."
display_event.looted_books,Livres volés :
display_event.character_part_of_nature_add,{name} a obtenu le trait de personnalité {trait_name}.
display_event.character_part_of_nature_delete,{name} a perdu le trait de personnalité {trait_name}.
display_event.character_revail_skill_trait,{name} a parfaitement maîtrisé la compétence {skill_name} et a obtenu le trait développé {trait_name}.
display_event.dark_order,Quelqu'un a soudoyé vos coupe-jarrets.
display_event.student_as_teacher,{student} et {teacher} ont désormais le même niveau pour la compétence {skill}.
display_event.student_as_teacher_general,{student} et {teacher} ont désormais le même niveau dans toutes les compétences.
display_event.murder_intention_add,{name} prévoit de commettre un meurtre.
display_event.bishop_is_king_enemy,Le monarque et l'évêque sont devenus ennemis.
display_event.kid_need_lesson,{name} n'étudie pas.
display_event.lord_dead_in_travell,{name} a perdu la vie pendant le trajet.
display_event.other_faction_king_dead,Le monarque de {faction} a perdu la vie.
display_event.soldier_for_rises,Des soldats attendent une promotion.
display_event.persons_forest_bandits,Des bandits de la forêt rôdent sur vos terres.
display_event.religious_punishment_soon,L'Inquisition arrivera bientôt dans votre cité.
display_event.ceremony_start,La cérémonie pour {name} commence.
display_event.ceremony_today,La cérémonie pour {name} aura lieu aujourd'hui.
display_event.guest_duel,{name} a défié {lord} en duel.
display_event.lord_seduced,Quelqu'un a séduit {name}. Sa loyauté est menacée.
display_event.lord_bribed,Quelqu'un a soudoyé {name}. Sa loyauté est menacée.
display_event.adopted_child_lord,{mother} est morte en couche. {king} a décidé d'adopter l'enfant.
display_event.drunk_fight_start,{name} a démarré une bagarre entre ivrognes.
display_event.nectar_rage_begin,{name} entre dans une rage du nectar !
display_event.new_matriarch,Nouvelle matriarche
display_event.synod_relations_begin,Début de votre relation avec la Famille de l'étreinte divine.
display_event.discovered_talent,{name} a découvert un nouveau talent pendant son entraînement !
display_event.inspired_today,{names} a trouvé l'inspiration !
display_event.terror_culture,{name} impose une terreur culturelle sur son peuple.
display_event.culture_migration_increase,{name} subit les conséquences de la guerre
display_event.character_assimilated,{name} a changé de culture à cause d'influences extérieures.
display_event.death_is_near,{name} est aux portes de la mort
display_event.death_is_near_king,{name} : le monarque est aux portes de la mort.
display_event.death_is_near_king_heirs_power_struggle,{name} : le monarque est aux portes de la mort. Qui succèdera au trône ? La guerre est lancée !
family.brother_sister_f,Sœur
family.brother_sister_m,Frère
family.child_f,Fille
family.child_m,Fils
family.ex_paramour_f,Ancienne compagne
family.ex_paramour_m,Ancienne compagne
family.ex_spouce_f,Ex-femme
family.ex_spouce_m,Ex-femme
family.nephew_niece_f,Nièce
family.nephew_niece_m,Neveu
family.paramour_f,Compagne
family.paramour_m,Compagne
family.parent_f,Mère
family.parent_m,Père
family.spouce_f,Époux·se
family.spouce_m,Époux·se
family.uncle_aunt_f,Tante
family.uncle_aunt_m,Oncle
menu.appoint.inspection,Inspection
menu.appoint.preaching,Sermon
menu.appoint.soldiers_training,Entraînement militaire
menu.appoint.training,Entraînement
appoint.clerk_additional,Depuis la chancellerie
menu.army,Armée
menu.army.commander,COMMANDANT
menu.army.create_army,Créer
menu.army.group.exp_mercenaries,MERCENAIRES EXPÉRIMENTÉS
menu.army.group.mercenaries,PALADINS ({count})
menu.army.group.militia,PAYSANNAT ({count})
menu.army.group.slave,ESCLAVES LIBRES ({count})
menu.army.group.rise,PROMOUVOIR
menu.army.hire,Engager
menu.army.hire_soldier.caption,Engager des troupes
menu.army.lords,COMMANDEMENT
menu.army.new_army_button,Armée
menu.army.new_army.caption,Nouvelle armée
menu.army.new_army.create,Créer
menu.army.new_army.auto,Auto
menu.army.new_army.warriors,GUERRIERS ({count})
menu.army.new_army.warehouse,EN RÉSERVE
menu.army.new_army.squad_equip,DANS L'ESCOUADE
menu.army.new_army.weapon,Armes
menu.army.new_army.armor,Armure
menu.army.new_army.shield,Boucliers
menu.army.patrol,Patrouilles
menu.army.soldiers,GUERRIERS ET GUERRIÈRES
menu.army.without_equip,Sans équipement
menu.construction.category.army,Armée
menu.construction.category.housing,Habitations
menu.construction.category.production,Production
menu.construction.category.resources,Ressources
menu.construction.category.service,Services
menu.construction.category.decor,Décoration
menu.construction.hint.produce,Produit :
menu.economy,Économie
menu.economy.do_up_to,Maintenir stock
menu.economy.do_up_to_x,Maintenir à X
menu.economy.in_construction,En construction
menu.economy.make,Produire
menu.economy.make_x,Produire X
menu.economy.order_complete,Objectif atteint
menu.economy.required,Nécessaire
menu.economy.resources,Ressources
menu.economy.sell,Quantité
menu.economy.sold,Vendu(s)
menu.economy.used,Consommation
menu.economy.workshops,Ateliers
menu.finance.by_price,Prix unitaire
menu.finance.caption,Économie
menu.finance.daily,Dépenses quotidiennes
menu.finance.daily_jobless,Sans emploi
menu.finance.daily_services,Service
menu.finance.daily_soldiers,Population guerrière
menu.finance.daily_workers,Population paysanne
menu.finance.dayly_sales,Ventes journalières
menu.finance.food,Nourriture
menu.finance.food_for_slaves,Esclaves
menu.finance.market,Marché local
menu.finance.money,Or
menu.finance.salary,Salaires
menu.finance.sell,Quantité
menu.finance.slaves,Esclaves
menu.finance.taverns,Tavernes
menu.finance.total,Total
menu.finance.goods_availability.title,Richesse des habitants et des habitantes
menu.finance.goods_availability.population,Population :
menu.finance.goods_availability.slaves,Esclaves :
menu.finance.goods_availability.peasants,Résidents·es
menu.finance.goods_availability.soldiers,Guerriers et guerrières
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Nourriture</hint> en vente :
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alcool</hint> en vente :
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Nourriture</hint> distribuée :
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alcool</hint> distribué :
menu.finance.goods_availability.savings,<hint=hint_wealth>Fortune</hint> moyenne :
menu.finance.goods_availability.sale_yesterday,<b>Total des ventes d'hier</b> :
menu.appoint.victory_chance,Chances de victoire :
menu.production,Production
menu.tools.hint.army,Armée
menu.tools.hint.clan,Dynastie
menu.tools.hint.construction,Construction
menu.tools.hint.finance,Économie
menu.tools.hint.statistics,Statistiques
menu.tools.hint.knowledge,Savoir
menu.tools.hint.production,Production
menu.tools.hint.world,Monde
menu.trade,Négociation
menu.trade.deal,Négociation
menu.trade.price_change_reason,{bonus_penalty_side} à cause de l'écart de niveau en {skill_name}.
menu.trade.price_change_global_map,Le prix de certains biens a augmenté à cause de divers événements dans le monde.
menu.trade.price_change_reason.bonus,en votre faveur
menu.trade.price_change_reason.penalty,en votre défaveur
menu.family.restrictions,Restrictions
menu.family.tree,Arbre généalogique
menu.family.сhronicles,Chroniques
menu.family.dogmas,Dogmes
menu.battle_squad.is_allow_shoot,Autoriser à tirer
menu.battle_squad.stats.on_legs,Aptes au combat :
menu.battle_squad.stats.moral,Moral :
menu.battle_squad.stats.equipment,Équipement :
menu.battle_squad.stats.skill,Combativité :
menu.battle_squad.hostage,Capturer des otages
menu.battle_squad.surrender,Se rendre
menu.battle_squad.disband,Dissoudre
menu.battle_squad.header,ESCOUADE DE COMBAT
menu.battle_squad.loot,PILLER
menu.battle_squad.order,ORDRE
menu.battle_squad.is_protect_archers,Protéger les archers
menu.battle_squad.is_commander_stay_in_back,Rester à distance
