Key,Italiana
display_event.battle_start,Nuova battaglia!
display_event.new_quest,{name}
display_event.new_book,Nuova copia di un libro creata: {knowledge}
display_event.new_knowledge,Conoscenza acquisita: {knowledge}
display_event.slave_escape,Un prigioniero sta tentando la fuga.
display_event.unhappy_lord,Il tuo nobile è infelice.
display_event.actor_dont_work,"A causa del morale basso, {name} si rifiuta di completare i compiti assegnati."
display_event.reg_riot_soon,I fanatici sono assetati di sangue: {target_name}!
display_event.reg_riot_cancel,I fanatici sono soddisfatti dell'esecuzione di {target_name}. Non scoppierà alcuna rivolta.
display_event.holy_family_become_enemy,Hai perso il favore della Matriarca!
display_event.reg_riot_against_king,I fanatici sostengono che {target_name} debba morire.
display_event.reg_riot_in_hour,La rivolta avrà inizio tra poche ore!
display_event.low_loyaled,Il nobile sta lasciando la provincia.
display_event.bulglary_storage,Alcuni vagabondi hanno saccheggiato il magazzino del salone.
display_event.hall_robbed,Alcuni vagabondi hanno fatto irruzione nel salone e rubato dell'oro.
display_event.library_robbed,Alcuni vagabondi hanno fatto irruzione nella biblioteca e rubato dei libri.
display_event.lord_kidnapped,Alcuni vagabondi hanno rapito il tuo nobile!
display_event.lord_killed,Alcuni malviventi corrotti hanno ucciso il tuo nobile!
display_event.army_returned_from_global_map,La squadra è tornata.
display_event.hirde_bandits_returned_from_global_map,I malviventi assoldati sono tornati con il bottino.
display_event.kid_now_can_read,{name} ha raggiunto l'età adolescenziale.
display_event.bishop_arrived,Il vescovo è arrivato nel tuo insediamento.
display_event.bishop_leave_province,Il vescovo sta lasciando il tuo insediamento.
display_event.faction_become_enemy,La fazione {faction_name} è diventata tua nemica.
display_event.faction_soon_become_enemy,La fazione {faction_name} diventerà presto tua nemica.
display_event.economy_statistics,Relazione economica
display_event.dayly_statistic,Stat. giornaliere
display_event.daily_stat_main_pronlems,Pensieri negativi frequenti
display_event.daily_stat_no_problems,Nessun problema
display_event.world_summary,Riepilogo globale
display_event.world_summary_trade,Commercio
display_event.world_summary_marriage,Matrimonio
display_event.world_summary_other,Altro
display_event.world_summary_politic,Politica
display_event.religious_rebellion_start,È scoppiata una rivolta religiosa!
display_event.slaves_rebellion,È scoppiata una rivolta dei prigionieri!
display_event.soldier_rebellion,È scoppiata una rivolta dei guerrieri!
display_event.loyalist_rage,I lealisti stanno dando inizio a un massacro!
display_event.loyalist_rage_over,I lealisti hanno concluso il massacro.
display_event.soldier_rebellion_finished,La rivolta dei guerrieri si è conclusa.
display_event.soldier_rebellion_crushed,La rivolta dei guerrieri è stata repressa!
display_event.religion_rebellion_crushed,La rivolta religiosa è stata repressa!
display_event.religion_rebellion_finished,La rivolta religiosa si è conclusa.
display_event.slaves_rebellion_finished,La rivolta dei prigionieri si è conclusa.
display_event.slaves_rebellion_crushed,La rivolta dei prigionieri è stata repressa!
display_event.culture_rage_today,I {name} probabilmente si rivolteranno contro i {name_2}
display_event.culture_rage,{name} solleva una rivolta.
display_event.culture_rage_over,Rivolta conclusa.
display_event.no_new_events,Nessun evento.
display_event.player_became_vassal,La tua provincia è ora vassalla di {sir_faction}.
display_event.player_stopped_being_vassal,La tua provincia non è più vassalla di {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,Sembra che {faction} si prepari ad attaccare la tua città!
display_event.enemy_go_to_attack_village,{faction} ha inviato un esercito a razziare il tuo villaggio!
display_event.enemy_go_to_attack_town,{faction} ha inviato un esercito a saccheggiare la tua città!
display_event.bandits_go_to_attack_village,I fuorilegge delle foreste hanno marciato sul tuo villaggio!
display_event.bandits_go_to_attack_town,I fuorilegge delle foreste si dirigono ad attaccare la tua città!
display_event.bandits_looted_village,I fuorilegge delle foreste hanno razziato il tuo villaggio!
display_event.enemy_looted_village,{faction} ha razziato il tuo villaggio!
display_event.heir_rebellion,L'erede sta fomentando una rivolta!
display_event.new_heir,"D'ora in avanti, {name} sarà erede al trono"
display_event.free_lord_was_hired,Hai assunto il nobile libero {name} per {duration} giorni
display_event.lord_captured,{faction_name_2} ha catturato {name} di {faction_name}
display_event.captive_terror,{king_name} ha scoperto del tuo rapporto con {captive_name}. Il suo atteggiamento nei tuoi confronti si è inasprito.
display_event.looted_books,Libri rubati:
display_event.character_part_of_nature_add,{name} ha ottenuto il tratto caratteriale {trait_name}
display_event.character_part_of_nature_delete,{name} ha perso il tratto caratteriale {trait_name}
display_event.character_revail_skill_trait,{name} ha affinato alla perfezione l'abilità {skill_name} e sbloccato il tratto {trait_name}
display_event.dark_order,I tuoi malviventi sono stati corrotti
display_event.student_as_teacher,{student} ha raggiunto il livello di {teacher} nell'abilità {skill}
display_event.student_as_teacher_general,{student} ha raggiunto il livello di {teacher} in tutte le abilità
display_event.murder_intention_add,{name} trama un omicidio
display_event.bishop_is_king_enemy,Il monarca è diventato nemico del vescovo
display_event.kid_need_lesson,{name} non studia
display_event.lord_dead_in_travell,{name} ha perso la vita in viaggio
display_event.other_faction_king_dead,Il sovrano di {faction} è morto
display_event.soldier_for_rises,Alcuni soldati attendono una promozione
display_event.persons_forest_bandits,Fuorilegge delle foreste nelle tue terre
display_event.religious_punishment_soon,L'Inquisizione arriverà presto
display_event.ceremony_start,La cerimonia ha inizio: {name}
display_event.ceremony_today,Oggi avverrà la cerimonia di {name}.
display_event.guest_duel,{name} ha sfidato {lord} a duello
display_event.lord_seduced,{name} ha ceduto alla seduzione; la sua lealtà è minacciata.
display_event.lord_bribed,{name} ha ceduto alla corruzione; la sua lealtà è minacciata.
display_event.adopted_child_lord,{mother} è morta durante il parto e {king} ha deciso di adottare il minore
display_event.drunk_fight_start,{name} ha scatenato una rissa tra ubriachi
display_event.nectar_rage_begin,{name} è in astinenza da nettare!
display_event.new_matriarch,Nuova Matriarca
display_event.synod_relations_begin,Inizio del rapporto con la Famiglia benevola
display_event.discovered_talent,{name} ha scoperto un nuovo talento durante l'addestramento!
display_event.inspired_today,{names}: ispirazione!
display_event.terror_culture,La gente di {name} è vittima di terrore culturale.
display_event.culture_migration_increase,{name}: conseguenze della guerra
display_event.character_assimilated,{name} ha cambiato cultura a seguito dell'influenza
display_event.death_is_near,{name} sta morendo
display_event.death_is_near_king,{name}: il monarca sta morendo
display_event.death_is_near_king_heirs_power_struggle,{name}: il monarca sta morendo. La lotta per il trono tra gli eredi ha inizio!
family.brother_sister_f,Sorella
family.brother_sister_m,Fratello
family.child_f,Figlia
family.child_m,Figlio
family.ex_paramour_f,Ex amante
family.ex_paramour_m,Ex amante
family.ex_spouce_f,Ex coniuge di
family.ex_spouce_m,Ex coniuge di
family.nephew_niece_f,Nipote
family.nephew_niece_m,Nipote
family.paramour_f,Amante
family.paramour_m,Amante
family.parent_f,Madre
family.parent_m,Padre
family.spouce_f,Coniuge di
family.spouce_m,Coniuge di
family.uncle_aunt_f,Zia
family.uncle_aunt_m,Zio
menu.appoint.inspection,Ispezione
menu.appoint.preaching,Sermone
menu.appoint.soldiers_training,Addestramento dei guerrieri
menu.appoint.training,Addestramento
appoint.clerk_additional,Dalla cancelleria
menu.army,Esercito
menu.army.commander,COMANDANTE
menu.army.create_army,Crea
menu.army.group.exp_mercenaries,MERCENARI VETERANI
menu.army.group.mercenaries,CAVALIERI ({count})
menu.army.group.militia,DAI POPOLANI ({count})
menu.army.group.slave,PRIGIONIERI LIBERATI ({count})
menu.army.group.rise,PROMUOVI
menu.army.hire,Assolda
menu.army.hire_soldier.caption,Assolda truppe
menu.army.lords,COMANDANTI
menu.army.new_army_button,Esercito
menu.army.new_army.caption,Nuovo esercito
menu.army.new_army.create,Crea
menu.army.new_army.auto,Automatico
menu.army.new_army.warriors,GUERRIERI ({count})
menu.army.new_army.warehouse,SCORTE
menu.army.new_army.squad_equip,ALLA SQUADRA
menu.army.new_army.weapon,Armi
menu.army.new_army.armor,Armature
menu.army.new_army.shield,Scudi
menu.army.patrol,Pattuglia cittadina
menu.army.soldiers,GUERRIERI
menu.army.without_equip,Senza equipaggiamento
menu.construction.category.army,Esercito
menu.construction.category.housing,Abitazioni
menu.construction.category.production,Produzione
menu.construction.category.resources,Risorse
menu.construction.category.service,Servizi
menu.construction.category.decor,Decorazioni
menu.construction.hint.produce,Produce:
menu.economy,Economia
menu.economy.do_up_to,Produci fino a
menu.economy.do_up_to_x,Produci fino a X
menu.economy.in_construction,In costruzione
menu.economy.make,Produci
menu.economy.make_x,Produci X
menu.economy.order_complete,Obiettivo raggiunto
menu.economy.required,Richiede
menu.economy.resources,Risorse
menu.economy.sell,Quantità
menu.economy.sold,Vendite
menu.economy.used,Utilizzate
menu.economy.workshops,Botteghe
menu.finance.by_price,Prezzo unitario
menu.finance.caption,Finanze
menu.finance.daily,Spese giornaliere
menu.finance.daily_jobless,Disoccupati
menu.finance.daily_services,Servizi
menu.finance.daily_soldiers,Guerrieri
menu.finance.daily_workers,Popolani
menu.finance.dayly_sales,Vendite giornaliere
menu.finance.food,Cibo
menu.finance.food_for_slaves,Prigionieri
menu.finance.market,Mercato locale
menu.finance.money,Denaro
menu.finance.salary,Compensi
menu.finance.sell,Quantità
menu.finance.slaves,Prigionieri
menu.finance.taverns,Locande
menu.finance.total,Totale
menu.finance.goods_availability.title,Ricchezza degli abitanti
menu.finance.goods_availability.population,Abitanti:
menu.finance.goods_availability.slaves,Prigionieri:
menu.finance.goods_availability.peasants,Abitanti
menu.finance.goods_availability.soldiers,Guerrieri
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Cibo</hint> in vendita:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alcolici</hint> in vendita:
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Cibo</hint> distribuito:
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alcolici</hint> distribuiti:
menu.finance.goods_availability.savings,<hint=hint_wealth>Ricchezza</hint> media:
menu.finance.goods_availability.sale_yesterday,<b>Totale venduto ieri:</b>
menu.appoint.victory_chance,Probabilità di vittoria:
menu.production,Produzione
menu.tools.hint.army,Esercito
menu.tools.hint.clan,Dinastia
menu.tools.hint.construction,Costruzione
menu.tools.hint.finance,Finanze
menu.tools.hint.statistics,Statistiche
menu.tools.hint.knowledge,Conoscenza
menu.tools.hint.production,Produzione
menu.tools.hint.world,Mondo
menu.trade,Commercio
menu.trade.deal,Commercio
menu.trade.price_change_reason,{bonus_penalty_side} a causa delle differenze nell'abilità {skill_name}
menu.trade.price_change_global_map,Il prezzo di alcune merci è aumentato a causa degli eventi nella mappa globale
menu.trade.price_change_reason.bonus,a tuo favore
menu.trade.price_change_reason.penalty,a favore del commerciante
menu.family.restrictions,Restrizioni
menu.family.tree,Albero genealogico
menu.family.сhronicles,Cronache
menu.family.dogmas,Dogmi
menu.battle_squad.is_allow_shoot,Autorizza uso archi
menu.battle_squad.stats.on_legs,In salute:
menu.battle_squad.stats.moral,Morale:
menu.battle_squad.stats.equipment,Equipagg.:
menu.battle_squad.stats.skill,Abilità Combatt.:
menu.battle_squad.hostage,Cattura di ostaggi
menu.battle_squad.surrender,Resa
menu.battle_squad.disband,Congeda
menu.battle_squad.header,SQUADRA DA BATTAGLIA
menu.battle_squad.loot,BOTTINO
menu.battle_squad.order,ORDINE
menu.battle_squad.is_protect_archers,Proteggi arcieri
menu.battle_squad.is_commander_stay_in_back,Resta in retroguardia
name.trader,Commerciante
notification.miscarriage,{name} ha avuto un aborto spontaneo
notification.actor_use_medicine,{name} ha utilizzato un unguento curativo
notification.character_get_robbed,{name} ha subito un'aggressione da parte di rapinatori
notification_character.immobilized,{name} non può muoversi
notification.character_close_dead,{name_initiator} piange la perdita di {name_target} in modo inconsolabile
notification.character_crime,{name} ha ricevuto l'accusa di un crimine!
notification.character_date,Oggi {name_initiator} e {name_target} andranno a un incontro romantico
notification.character_dead,{name} ha esalato l'ultimo respiro
notification.character_disease_hard,La malattia di {name} è grave
notification.character_gift,{name_initiator} ha fatto un dono a {name_target}
notification.character_intrigue_full,{name_initiator} ha deteriorato il suo rapporto con {name_third_person} in seguito a una cospirazione contro {name_target}
notification.character_intrigue,Il rapporto tra {name_target} e {name_third_person} è peggiorato a causa di una cospirazione
notification.character_join_to_player,{name} si unisce alla tua famiglia nobiliare
notification.character_love,{name_initiator} prova qualcosa per {name_target}
notification.character_low_loyalty,{name}: bassa lealtà
notification.character_praise,Il rapporto tra {name_target} e {name_third_person} è migliorato grazie a un elogio
notification.character_skill_new_level,{name} ha ottenuto un nuovo livello! {skill}: {level}
notification.character_slander,Il rapporto tra {name_target} e {name_third_person} è peggiorato a causa di una maldicenza
notification.character_unconscious,{name} ha perso i sensi
