Key,Ukrainian
display_event.actor_dont_work,{name} відмовляється виконувати завдання через поганий настрій.
display_event.reg_riot_soon,Фанатики вимагають крові: {target_name}!
display_event.reg_riot_cancel,Фанатики задоволені стратою: {target_name}. Заколоту не буде.
display_event.holy_family_become_enemy,Ви втратили прихильність Матріарха!
display_event.reg_riot_against_king,"Фанатики вважають, що {target_name} має померти."
display_event.reg_riot_in_hour,Заколот почнеться за кілька годин!
display_event.low_loyaled,Вельможа відбуває з провінції.
display_event.bulglary_storage,Волоцюги пограбували склад замку.
display_event.hall_robbed,Волоцюги проникли до замку й вкрали золото.
display_event.library_robbed,Волоцюги проникли до бібліотеки й вкрали книги.
display_event.lord_kidnapped,Волоцюги викрали вельможу вашої сім'ї!
display_event.lord_killed,Підкуплені головорізи вбили вельможу вашої сім'ї!
display_event.army_returned_from_global_map,Загін повернувся.
display_event.hirde_bandits_returned_from_global_map,Найняті головорізи повернулися зі здобиччю.
display_event.kid_now_can_read,{name} виростає і стає підлітком.
display_event.bishop_arrived,До вашого поселення прибув єпископ.
display_event.bishop_leave_province,Єпископ відбуває з вашого поселення.
display_event.faction_become_enemy,Угруповання {faction_name} стало вашим ворогом.
display_event.faction_soon_become_enemy,Угруповання {faction_name} скоро стане вашим ворогом.
display_event.economy_statistics,Економічний звіт
display_event.dayly_statistic,Статистика за день
display_event.daily_stat_main_pronlems,Часті негативні думки
display_event.daily_stat_no_problems,Без проблем
display_event.world_summary,Події у світі
display_event.world_summary_trade,Торгівля
display_event.world_summary_marriage,Шлюб
display_event.world_summary_other,Інше
display_event.world_summary_politic,Політика
display_event.religious_rebellion_start,Почався релігійний бунт!
display_event.slaves_rebellion,В'язні здійняли бунт!
display_event.soldier_rebellion,Почався заколот воїнів!
display_event.loyalist_rage,Прибічники почали різанину!
display_event.loyalist_rage_over,Прибічники скінчили різанину.
display_event.soldier_rebellion_finished,Заколот воїнів скінчився.
display_event.soldier_rebellion_crushed,Заколот воїнів успішно придушено!
display_event.religion_rebellion_crushed,Релігійний бунт успішно придушено!
display_event.religion_rebellion_finished,Релігійний бунт скінчився.
display_event.slaves_rebellion_finished,Заколот в'язнів скінчився.
display_event.slaves_rebellion_crushed,Заколот в'язнів успішно придушено!
display_event.culture_rage_today,"{name}: ймовірно, почне бунт проти: {name_2}."
display_event.culture_rage,{name}: починає бунт.
display_event.culture_rage_over,Бунт скінчився.
display_event.no_new_events,Без подій.
display_event.player_became_vassal,Ви стали васалом: {sir_faction}.
display_event.player_stopped_being_vassal,Ви більше не васал: {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,Угруповання {faction} збирається напасти на ваше поселення!
display_event.enemy_go_to_attack_village,"Угруповання {faction} приводить військо, щоб розорити ваше село!"
display_event.enemy_go_to_attack_town,"Угруповання {faction} приводить військо, щоб розорити ваше місто!"
display_event.bandits_go_to_attack_village,Лісові розбійники здійснюють наліт на ваше село!
display_event.bandits_go_to_attack_town,Лісові розбійники вирушають в наліт на ваше поселення!
display_event.bandits_looted_village,Лісові розбійники розграбували ваше село!
display_event.enemy_looted_village,Угруповання {faction} розграбувало ваше село!
display_event.heir_rebellion,Спадкоємець починає заколот!
display_event.new_heir,Новий спадкоємець корони: {name}
display_event.free_lord_was_hired,Вільного вельможу {name} найнято на {duration} дн.
display_event.lord_captured,{name} з угруповання {faction_name} потрапив у полон до угруповання {faction_name_2}
display_event.captive_terror,{king_name} дізнався про вашу взаємодію з бранцем {captive_name}. Його ставлення до вас погіршилося.
display_event.looted_books,Вкрадені книги:
display_event.character_part_of_nature_add,{name} здобуває рису характеру «{trait_name}»
display_event.character_part_of_nature_delete,{name} втрачає рису характеру «{trait_name}»
display_event.character_revail_skill_trait,{name} досконало опановує навичку «{skill_name}» і набуває рису «{trait_name}»
display_event.dark_order,Ваших головорізів було підкуплено
display_event.student_as_teacher,Учень {student} досягає рівня вчителя {teacher} у навичці «{skill}»
