Key,SimplifiedChinese
hint_inspection,"指令
在诺兰德，工人无法得知你的计划，所以需要你的领主向其下达指令。

<img=hint_inspection></img>

将一名领主管理人指派到大厅，他会在每天早上向仆人下达指令，仆人随后会分派到生产型建筑中。

$建筑的生产力取决于所指派领主的<hint=hint_skill_management>管理</hint>技能。
$指令一般可持续 <b>3 天</b>，之后工人将会开始懈怠，导致生产力显著降低。
$在某个时间节点，领主们也会不再跟进，这时需要建设<hint=hint_bld_chancellery>官邸</hint>。"
hint_inspection_order,"指令
所选角色会在工作日对建筑的工人下达指令，工人接到指令后便会开始工作。每次下达指令可维持三天，之后工人将会开始懈怠，导致生产力显著降低。

负责建筑的领主的<hint=hint_skill_management>管理</hint>技能可以为建筑带来生产加成。此加成会根据建筑的等级和工人数量增加。

此行动将于每日工作期间（上午 9 点至下午 6 点）执行，直到无法执行或被取消为止。"
hint_inspection_context,"指令
指令
每天你都需要对大厅中的仆人下达指令，仆人随后会再将指令传达给工人。

{skill_name}等级：{skill_level}。

生产加成：<green>{production_bonus}%</green>"
hint_inspection_chancery_context,"文员指令
在<hint=hint_bld_chancellery>官邸</hint>可以对文员发布指令，让文员前往各自负责的建筑，将指令转达给工人。

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$将获得 <green>{production_bonus}%</green> 生产加成（{skill_name}等级：{skill_level}）。
$每发布一道指令消耗<hint=hint_resource_paper>1</hint>。"
hint_inspection_chancery_context_has_trait,"~
$此领主具备<hint=hint_trait_precise_language>语言精练</hint>特质，带来 <green>{production_bonus}%</green> 生产加成（{skill_name}等级：{skill_level}）。"
hint_control,"直接控制

直接管理建筑的运作。

<b>负面影响</b>：
<hint=hint_need_fun>休息</hint>需求。

此行动需花费一整个工作日。"
hint_control_context,"直接控制

建筑只有依靠该角色当面管理才能运作。

此行动将于每日工作期间（上午 9 点至下午 6 点）执行，直到无法执行或被取消为止。

此行动会产生<hint=hint_need_fun>休息</hint>需求。"
hint_train_combat,"战士训练
所选角色会在工作日训练战士，提升战士的<hint=hint_skill_combat>战斗</hint>技能。

训练效果取决于领主的<hint=hint_skill_teaching>教导</hint>技能。

此行动将于每日工作期间（上午 9 点至下午 6 点）执行，直到无法执行或被取消为止。

此行动会产生<hint=hint_need_fun>休息</hint>需求。"
hint_learning,"教导
一名领主将针对所选<hint=hint_skills>技能</hint>对另一名领主展开训练。

$在技能训练期间，学生将获得经验值，经验值累积到一定阈值后，该技能便会升级。每升一级，下次升级所需的经验值会增加。
$学生能获得多少经验值，取决于导师的<hint=hint_skill_teaching>教导</hint>技能。未满 21 岁的年轻人可以获得较多经验值。
$受训技能的等级上限取决于该导师在该项技能上的等级水平。
$此行动将每天执行，直到无法执行或被取消为止。
$此行动会产生<hint=hint_need_fun>休息</hint>需求。"
hint_learning_context,"自主学习
该角色将获得 <green>{exp}</green> 经验值（若具有天赋则为 <green>{exp_talent}</green>）。

下次升级尚须经验值：<b>{exp_now} / {exp_lvl_up}</b>。

<b>负面影响</b>：
<hint=hint_need_fun>休息</hint>需求。"
hint_gallows_inspection_context,"行刑台管理
若要使用行刑台，受指派的领主会在每天晚上向处刑者下达指令。"
hint_sermon,"布道
领主可以在<hint=hint_bld_temple>圣堂</hint>中主持布道。此举可以提升居民的整体<hint=hint_mood>心情</hint>，影响教徒中<hint=hint_persons_fanatic>狂热信徒</hint>和<hint=hint_persons_agnostic>不可知论者</hint>的数量。

$在<hint=hint_bld_temple>圣堂</hint>菜单中指派领主，即可举行布道。
$布道需要花费一些<hint=hint_resource_rune>圣戒</hint>，这种费用一般会进主教的口袋。
$布道的效果取决于领主的<hint=hint_skill_speech>游说</hint>技能。"
hint_sermon_agnostic,"疑窦之道
$晚上 8 点时由被指派的领主在<hint=hint_bld_temple>圣堂</hint>进行。
$将提升<hint=hint_persons_agnostic>不可知论者</hint>的出现几率，减少<hint=hint_persons_fanatic>狂热信徒</hint>的数量。
$布道效果取决于<hint=hint_skill_speech>游说</hint>技能等级。
$主教会对被指派领主的不虔诚感到不满，与该领主的关系将会恶化<red>{rel_im}</red>。
{optional_preach_cost}"
hint_sermon_agnostic_context,"疑窦之道
{skill_name}等级：{skill_level}

<hint=hint_persons_fanatic>狂热信徒</hint>变为普通信徒的几率和信徒变为<hint=hint_persons_agnostic>不可知论者</hint>的几率：<green>{chance_teach}%</green>。"
hint_sermon_faith,"信仰之道
$晚上 8 点时由被指派的领主在<hint=hint_bld_temple>圣堂</hint>进行。
$将提升<hint=hint_persons_fanatic>狂热信徒</hint>的出现几率，减少<hint=hint_persons_agnostic>不可知论者</hint>的数量。
$布道效果取决于<hint=hint_skill_speech>游说</hint>技能等级。
$主教对被指派的领主的虔诚感到满意，因此与该领主的关系将会改善<green>{rel_im}</green>。
{optional_preach_cost}"
hint_sermon_faith_context,"信仰之道
{skill_name}：{skill_level}

普通信徒变为<hint=hint_persons_fanatic>狂热信徒</hint>的几率和<hint=hint_persons_agnostic>不可知论者</hint>变为普通信徒的几率：<green>{chance_teach}%</green>。"
hint_sermon_dogma,"教条之道
传播新的<hint=hint_dogma>教义</hint>。

听众接受新教义的几率取决于<hint=hint_skill_speech>游说</hint>技能。

此行动将于每日<hint=hint_morning_pray>晨祷</hint>期间执行，直到无法执行或被取消为止。

此行动会产生<hint=hint_need_fun>休息</hint>需求。"
hint_book_learn,"学习书籍
研读一本书以获取其中记载的<hint=hint_idea>知识</hint>。

领主的<hint=hint_skill_knowledge>智力</hint>等级越高，就能越快获取知识。

学习完成后，该角色可以用<hint=hint_resource_paper>纸张</hint>来誊抄该本书籍。

此行动将每天执行，直到无法执行或被取消为止。"
hint_book_rewrite,"誊抄书籍
领主在誊抄书籍的过程中可获取<hint=hint_idea>知识</hint>。

领主的<hint=hint_skill_knowledge>智力</hint>等级越高，书籍誊抄得越快。

需要 <hint=hint_resource_paper>{paper_number_min}</hint> 至 <hint=hint_resource_paper>{paper_number_max}</hint> 不等，取决于知识等级。

此行动将每天执行，直到无法执行或被取消为止。
{optional_learn_time}"
hint_book_write,"撰写书籍
领主能够根据自己的<hint=hint_idea>知识</hint>撰写一本<hint=hint_book>书籍</hint>。

$领主的<hint=hint_skill_knowledge>智力</hint>等级越高，撰写书籍的速度越快。
$由于该角色已经相当熟悉这种知识，撰写这本书的速度会显著加快。

需要 <hint=hint_resource_paper>{paper_number_min}</hint> 至 <hint=hint_resource_paper>{paper_number_max}</hint> 不等，取决于知识等级。

此行动将于每日工作期间（上午 9 点至下午 6 点）执行，直到无法执行或被取消为止。

此行动会产生<hint=hint_need_fun>休息</hint>需求。
{optional_learn_time}"
hint_bld_castle,"大厅
大厅是城市核心建筑，<hint=hint_persons_lords>领主</hint>会在这里消磨时间。

大厅也是储存<hint=hint_resource_gold>金币</hint>的地方。

提供<hint=hint_persons_builder>建筑工人</hint>和<hint=hint_persons_servant>仆人</hint>的雇佣名额。"
hint_bld_slaves_barrack,"监狱牢房
<hint=hint_persons_slave>囚犯</hint>居住的场所。可容纳 {number_of_residents} 人。

需要<b>扣押囚犯</b>知识才能建造。

需要一名工人担任卫兵。"
hint_bld_house,"平民住宅
供 2 名<hint=hint_persons_peasant>平民</hint>居住的场所。

提供个人住房，让平民产生强烈的积极想法、大幅提高他们成为<hint=hint_loyalist>忠诚派</hint>的几率。

住房不足时，无家可归的平民只能风餐露宿或者睡在<hint=hint_bld_temple>圣堂</hint>的地上，导致<hint=hint_mood>心情</hint>急剧变坏。"
hint_bld_hostel,"宿舍
供 10 名<hint=hint_persons_peasant>平民</hint>居住的场所。

住房不足时，无家可归的平民只能风餐露宿或者睡在<hint=hint_bld_temple>圣堂</hint>的地上，导致<hint=hint_mood>心情</hint>急剧变坏。"
hint_bld_noble_house,"领主住宅
供 1 名<hint=hint_persons_lords>领主</hint>居住的场所。

无家可归的领主只能睡在<hint=hint_bld_castle>大厅</hint>，导致<hint=hint_mood>心情</hint>急剧变坏。

来访的<hint=hint_persons_guest>宾客</hint>也会在领主住宅中过夜或长住。"
hint_bld_tower,"瞭望塔
防御工事，用于观察与防御。

由<hint=hint_persons_guard>弓箭手卫兵</hint>把守。"
hint_bld_barracks,"兵营
供<hint=hint_persons_warriors>战士</hint>居住的地方。最多可以容纳 10 人。

如果没有足够的居住空间，无家可归的战士会睡在<hint=hint_bld_temple>圣堂</hint>的地上，导致<hint=hint_mood>心情</hint>急剧变坏。"
hint_bld_training_ground,"训练场
你可以在这里训练<hint=hint_persons_warriors>战士</hint>，提高他们的<hint=hint_skill_combat>战斗</hint>技能。

战士们受训后技能会不断提升，但<hint=hint_tutorial_church_tax>教会的战士税</hint>不会增长，因为那是根据他们受雇时的技能等级来计算的。

$建筑每日都需要收到<hint=hint_inspection>指令</hint>才能运作！
$可容纳 10 名战士。"
hint_bld_tavern,"酒馆
平民下班后休闲的地方。

这里出售<hint=hint_alcohol>酒</hint>。

售卖参数可在<hint=hint_finance_menu>经济学菜单</hint>中调整。"
hint_bld_drug_deg,"蜜酿窝点
这里出售<hint=hint_resource_nectar>蜜酿</hint>。

售卖参数可在<hint=hint_finance_menu>经济学菜单</hint>中调整。"
hint_bld_market,"市场
平民和战士晚上可以来这里买东西，比如食物。

售卖参数可在<hint=hint_finance_menu>经济学菜单</hint>中调整。"
hint_bld_store,"普通仓库
用于<hint=hint_storage_keep>资源存储</hint>的普通建筑。

<b>容量：</b>
{list_of_categories}"
hint_bld_temple,"圣母索菲亚圣堂
<hint=hint_sofia_cult>圣母索菲亚教会</hint>的圣堂。

$圣堂中的祈祷让该角色的心中充满了喜悦，心情提升。
$此外，牧师还会在这里举行<hint=hint_wedding>婚礼</hint>、<hint=hint_funeral>葬礼</hint>，还会看望病人。
$领主可在这里<hint=hint_sermon>布道</hint>。
$根据传统，无家可归的人可以到圣堂过夜。"
hint_bld_altar,"祭坛
宗教物品。

$街道祭坛旁的祷告让角色们的内心充满了喜悦。"
hint_bld_scafod,"行刑台
既是实施<hint=hint_punish>惩罚</hint>的场所，也能娱乐居民，提升他们的心情。

$处刑者每晚会惩罚一名被俘获的<hint=hint_crimer>罪犯</hint>。
$如果时间充裕，或城市中没有嫌犯，则处刑者会恐吓流民，要求他们不要在隔天犯罪。
$你还可以针对不同的人群，组织<hint=hint_terror>恐慌活动</hint>。
$行刑台一定范围内的空闲角色会成为行刑的旁观者，并会产生<green>积极想法</green>，想法的积极程度取决于行刑的类型。"
hint_bld_chancellery,"官邸
文员可以在这里办公，除了被指派到领主处，还可以被指派去<hint=hint_inspection>管理</hint>建筑。

<img=hint_bld_chancellery></img>

$该建筑需要领主视察。
${number_of_clerks} 名文员最多可服务 {connected_number} 所生产型建筑，包括官邸。
$指令可带来的生产加成取决于视察官邸的领主的管理技能。
$官邸运作每天需要消耗 <hint=hint_resource_paper>{paper_cost}</hint>。"
hint_bld_alchemistry,"炼金实验室
这里生产以下物品：
$<hint=hint_resource_nectar>蜜酿</hint>
$<hint=hint_resource_med>医用药膏</hint>"
hint_bld_workshop,"工坊
这里生产以下物品：
$<hint=hint_resource_instruments>工具</hint>
$<hint=hint_resource_knife>匕首</hint>
$<hint=hint_resource_bow>弓</hint>
$<hint=hint_resource_crossbow>弩</hint>"
hint_bld_woodcutter,"伐木场
使用该建筑，可从附近的森林采伐<hint=hint_resource_wood>木材</hint>。

最好靠近树林并分散建造。"
hint_bld_armorsmith,"防具锻造厂
这里生产以下物品：
$<hint=hint_resource_shield>护盾</hint>
$<hint=hint_resource_light_armor>轻型盔甲</hint>
$<hint=hint_resource_heavy_armor>重型盔甲</hint>"
hint_bld_brewery,"酿酒厂
酿造<hint=hint_alcohol>酒</hint>的地方。"
hint_bld_paper_factory,"造纸坊
压制<hint=hint_resource_paper>纸张</hint>的地方。"
hint_bld_forge,"链锤武器锻造厂
这里生产以下物品：
$<hint=hint_resource_wooden_hammer>链锤</hint>
$<hint=hint_resource_wooden_spear>矛</hint>
$<hint=hint_resource_battle_axe>斧头</hint>
$<hint=hint_resource_sword>剑</hint>"
hint_bld_coal_furnace,"煤炉
这里生产<hint=hint_resource_coal>煤</hint>。"
hint_bld_mine,"矿井
提取<hint=hint_resource_iron>铁</hint>的地方。
仅可放置于铁矿床上。"
hint_bld_coal_mine,"煤炉
这里生产<hint=hint_resource_coal>煤</hint>。"
hint_bld_steel_furnace,"冶炼炉
冶炼<hint=hint_resource_steel>钢</hint>的地方。"
hint_field_fert,"~
每 3 天收获一次作物，如果长时间不下雨，作物有可能会枯死。

，需要每 {fert_days} 天烧 <hint=hint_resource_wood>{fert_number}</hint> 来施肥。"
hint_bld_farm,"麦田
这里种植<hint=hint_resource_rye>麦子</hint>。

[hint_field_fert]"
hint_bld_hop,"啤酒花田
这里种植<hint=hint_resource_hop>啤酒花</hint>。

[hint_field_fert]"
hint_bld_rutabaga,"芜菁田
这里种植<hint=hint_resource_rutabaga>芜菁</hint>。

每日收获。

田地需要每 {fert_days} 天烧 <hint=hint_resource_wood>{fert_number}</hint> 来施肥。"
