Key,English
hint_inspection,"Instructions
In Norland, workers are not familiar with your plans and need instructions from your lords. 

<img=hint_inspection></img>

After constructing the building, appoint a lord-manager to it; they will give daily instructions to the workers.

$ The building's performance depends on the <hint=hint_skill_management>Management</hint> skill of the assigned lord.
$ The instructions will be enough for <b>three days</b>, after which the workers will start getting lazy and significantly less productive.
$ At some point, the lords will stop keeping up, and then you’ll need to build a <hint=hint_bld_chancellery>Chancellery</hint>."
hint_inspection_order,"Instructions
During the workday, the selected character will give instructions to the workers of this building, and they will start working. The instructions will last for 3 days, after which the workers will begin to slack off and become significantly less productive.

The additional amount of product produced depends on the <hint=hint_skill_management>Management</hint> skill. Also, the higher the level of the building, and the more workers there are, the stronger the effect.

The action will be performed daily during working hours from 9 am to 6 pm, for as long as it is possible or until you cancel it."
hint_inspection_context,"Instructions
Daily distribution of instructions to the servants of the Hall, so they can pass them on to all the workers.

{skill_name} {skill_level} lvl.

Production bonus: <green>{production_bonus}%</green>"
hint_inspection_chancery_context,"Instructions to clerks
Distribution of instructions to clerks at the <hint=hint_bld_chancellery>Chancellery</hint>. Clerks will go to the buildings where they are assigned and convey the instructions to the workers.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ Production bonus will be <green>{production_bonus}%</green> ({skill_name} level {skill_level}).
$ Each distribution of instructions will cost <hint=hint_resource_paper>{paper_cost}</hint>."
hint_inspection_chancery_context_has_trait,"~
$ This lord possesses the trait <hint=hint_trait_precise_language>Precise Language</hint>, so the production bonus will be <green>{production_bonus}%</green> ({skill_name} lvl. {skill_level})."
hint_control,"Direct Control

Directly managing the building to make it operational.

<b>Side Effect</b>:
Need for <hint=hint_need_fun>rest</hint>.

The action will take the entire workday."
hint_control_context,"Direct Control

The character will directly manage the building, and it will only function in their presence.

The action will be performed daily during working hours from 9 am to 6 pm, as long as it is possible or until you cancel it.

This action generates a need for <hint=hint_need_fun>rest</hint>."
hint_train_combat,"Warrior Training
During the workday, the selected character will conduct training for the warriors, improving their <hint=hint_skill_combat>Combat</hint> skill.

The effectiveness of the training depends on the lord's <hint=hint_skill_teaching>Teaching</hint> skill.

The action will be performed daily during working hours from 9 am to 6 pm, as long as it is possible or until you cancel it.

This action generates a need for <hint=hint_need_fun>rest</hint>."
hint_learning,"Teaching
One lord trains another lord in a selected <hint=hint_skills>skill</hint>.

$ During skill training, the student will earn experience points, and upon reaching a threshold, they will gain a new level in that skill. Each new level requires more experience points.
$ The amount of experience gained depends on the <hint=hint_skill_teaching>Teaching</hint> skill of the instructor and will be higher for children and young individuals up to 21 years old.
$ The maximum level achievable in the trained skill is set by the instructor's level in that skill.
$ The action will be performed daily as long as it is possible or until you cancel it.
$ This action generates a need for <hint=hint_need_fun>rest</hint>."
hint_learning_context,"Self-Study
The character will gain <green>{exp}</green> experience points (<green>{exp_talent}</green> if there is a talent).

Experience points until the next level: <b>{exp_now} / {exp_lvl_up}</b>.

<b>Side Effect</b>:
Need for <hint=hint_need_fun>rest</hint>."
hint_gallows_inspection_context,"Scaffold Management
For the Scaffold to function, the assigned lord will give instructions to the executioner every evening."
hint_sermon,"Sermon
Lords can give sermons in <hint=hint_bld_temple>Temples</hint>. They can be used to improve the overall <hint=hint_mood>mood</hint>, influence the number of <hint=hint_persons_fanatic>fanatics</hint>, and <hint=hint_persons_agnostic>agnostics</hint> among the parishioners.

$ To conduct a sermon, assign a lord in the <hint=hint_bld_temple>Temple</hint> menu.
$ It will cost a few <hint=hint_resource_rune>Holy Rings</hint>, which will go into the Bishop's pocket.
$ The effectiveness of sermons depends on the <hint=hint_skill_speech>Persuasion</hint> skill.
$ Sermon takes place in the morning."
hint_sermon_agnostic,"Sermon of Doubt
$ Conducted by the assigned lord in the <hint=hint_bld_temple>Temple</hint> in the morning.
$ Increases the likelihood of the appearance of <hint=hint_persons_agnostic>agnostics</hint> and reduces the number of religious <hint=hint_persons_fanatic>fanatics</hint>.
$ The effectiveness depends on the <hint=hint_skill_speech>Persuasion</hint> skill level.
$ The Bishop will be displeased with the piety of the appointed lord and will worsen relations with him by <red>{rel_im}</red>.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Sermon of Doubt
{skill_name}: {skill_level}

Chance of a <hint=hint_persons_fanatic>fanatic</hint> becoming a regular believer and a believer becoming an <hint=hint_persons_agnostic>agnostic</hint>: <green>{chance_teach}%</green>"
hint_sermon_faith,"Sermon of Faith
$ Conducted by the assigned lord in the <hint=hint_bld_temple>Temple</hint> in the morning.
$ Increases the likelihood of the appearance of religious <hint=hint_persons_fanatic>fanatics</hint> and reduces the number of <hint=hint_persons_agnostic>agnostics</hint>.
$ The effectiveness depends on the <hint=hint_skill_speech>Persuasion</hint> skill level.
$ The bishop will be pleased with the appointed lord’s piety and will improve their opinion of him by <green>{rel_im}</green>.
{optional_preach_cost}"
hint_sermon_faith_context,"Sermon of Faith
{skill_name}: {skill_level}

Chance of a regular believer becoming a <hint=hint_persons_fanatic>fanatic</hint> and an <hint=hint_persons_agnostic>agnostic</hint> becoming a regular believer: <green>{chance_teach}%</green>."
hint_sermon_dogma,"Sermon of Dogma
Preaching a new <hint=hint_dogma>doctrine</hint>.

The likelihood of residents accepting it depends on the <hint=hint_skill_speech>Persuasion</hint> skill.

The action will be performed daily during the <hint=hint_morning_pray>morning prayer</hint>, for as long as it is possible or until you cancel it.

This action generates a need for <hint=hint_need_fun>rest</hint>."
hint_book_learn,"Study a Book
Studying a book with the aim of acquiring <hint=hint_idea>knowledge</hint>.

The higher the lord's <hint=hint_skill_knowledge>Intelligence</hint> level, the faster the knowledge is acquired.

After studying the book, the character will be able to create a copy of it using <hint=hint_resource_paper>Paper</hint>.

The action will be performed daily, as long as it is possible or until you cancel it."
hint_book_rewrite,"Rewrite Book
A lord transcribes a book in order to create a new copy. In the process, the lord acquires <hint=hint_idea>knowledge</hint>.

The higher the lord's <hint=hint_skill_knowledge>Intelligence</hint> level, the faster the book is transcribed.

Requires from <hint=hint_resource_paper>{paper_number_min}</hint> to <hint=hint_resource_paper>{paper_number_max}</hint> depending on knowledge level.

The action will be performed daily, as long as it is possible or until you cancel it.
{optional_learn_time}"
hint_book_write,"Write a Book
A lord creates a <hint=hint_book>book</hint> based on <hint=hint_idea>knowledge</hint>.

$ The higher the lord's <hint=hint_skill_knowledge>Intelligence</hint> level, the faster the book is written.
$ Since the character is already familiar with this knowledge, the book is written noticeably faster.

Requires from <hint=hint_resource_paper>{paper_number_min}</hint> to <hint=hint_resource_paper>{paper_number_max}</hint> depending on knowledge level.

The action will be performed daily during working hours from 9:00 in the morning to 6:00 in the evening, as long as it is possible or until you cancel it.

This action triggers the need for <hint=hint_need_fun>rest</hint>.
{optional_learn_time}"
hint_bld_castle,"Hall
The main building of the city where <hint=hint_persons_lords>lords</hint> spend their time.

It also serves as a storage for <hint=hint_resource_gold>Gold</hint>.

Allows you to hire <hint=hint_persons_builder>builders</hint> and <hint=hint_persons_servant>servants</hint>."
hint_bld_slaves_barrack,"Prison Ward
A living space for <hint=hint_persons_slave>prisoners</hint>. It can accommodate {number_of_residents} people.

Requires knowledge of <b>keeping prisoners</b> for construction.

Requires a warden worker."
hint_bld_house,"Peasant's House
A living space for two <hint=hint_persons_peasant>peasants</hint>.

Having personal housing provides them with a very strong positive thought, significantly increasing their chances of becoming <hint=hint_loyalist>loyalists</hint>.

If there is a shortage of housing, homeless peasants will have to sleep on the ground or on the floor in a <hint=hint_bld_temple>Temple</hint>, which greatly worsens their <hint=hint_mood>mood</hint>."
hint_bld_hostel,"Dormitory
A living space for ten <hint=hint_persons_peasant>peasants</hint>.

If there is a shortage of housing, homeless peasants will have to sleep on the ground or on the floor in the <hint=hint_bld_temple>Temple</hint>, which greatly worsens their <hint=hint_mood>mood</hint>."
hint_bld_noble_house,"Lord's house
A living space for one <hint=hint_persons_lords>lord</hint>.

A homeless lord will have to sleep in the <hint=hint_bld_castle>Hall</hint>, which greatly worsens their <hint=hint_mood>mood</hint>.

It is also used by <hint=hint_persons_guest>guests</hint> for overnight stays and extended stays."
