Key,Czech
hint_forced_sex_captive_context,"Vynucený sex
$ {soul_uuid_1} uspokojí {number} % svých <hint=hint_need_sex>sexuálních potřeb</hint>.
$ {soul_uuid_1} bude mít negativní myšlenku „Stud za hříchy“ <red>{number1}</red>.
$ {soul_uuid_2} bude mít negativní myšlenku „Zneužití“ <red>{number2}</red>.
$ {soul_uuid_3} si zhorší vztah s tvým králem o <red>{number3}</red>."
hint_buy_sex,"Podplatit kvůli sexu
$ Lord dá rolníkovi <hint=hint_resource_rune>1</hint> a rolník s radostí splní jeho osobní žádost.
$ Rolník může porodit dítě, které bude <hint=hint_persons_bastard>nemanželské</hint>.
$ Tato akce se považuje za <hint=hint_sin>hřích</hint>."
hint_buy_sex_context,"Podplatit kvůli sexu
$ {soul_uuid_1} uspokojí své sexuální potřeby. 
$ {soul_uuid_1} se dopustí <hint=hint_sin>hříchu</hint> o síle <red>{number2}</red>. 
$ {soul_uuid_2} obdrží negativní myšlenku <red>{number3}</red>."
hint_not_enought_rings,"Nedostatek prstenů
Tato akce vyžaduje <hint=hint_resource_rune>{count}</hint>."
hint_not_enought_gold,"Nedostatek zlata
Tato akce vyžaduje <hint=hint_resource_gold>{count}</hint>."
hint_set_free_captive,"Propustit rukojmí
Král ve své milosti udělí rukojmí svobodu.

<b>Následky:</b>
$ Rukojmí se vrátí domů a jeho král {soul_uuid_king} ti bude za tu laskavost vděčný."
hint_set_join_captive,"Propustit a přijmout do rodiny
Rukojmí bude propuštěno a přidá se k tvé rodině lordů Jeho počáteční věrnost se nastaví na {loyalty}.

Král {soul_uuid_king} bude důrazně nesouhlasit s tím, že mu přetahuješ lordy."
hint_set_join_captive_unavailable_by_title,"Nelze provést
Tvoje rodina už nemá žádné dostupné tituly."
hint_set_free,"Propustit vězně
Postavě bude udělena svoboda a stane z ní <hint=hint_persons_peasant>rolník</hint> nebo válečník. Postava se může rozhodnout, že z tvé provincie odejde.

Po propuštění postava obdrží pozitivní myšlenku v přímé úměře ke své touze po svobodě.

<b>Tip:</b> Vězně můžeš propustit rychleji, když klikneš na malé červené tlačítko na jejich portrétu v nabídce věznice."
hint_punish,"Trest
$ Běžné <hint=hint_crimer>zločince</hint> trestají <hint=hint_persons_executer>popravčí</hint>, zatímco lordi se trestají ručně tak, že zadáš úkol <hint=hint_persons_king>králi</hint>.
$ Potrestání nevinných budou ostatní postavy vnímat jako <hint=hint_terror>teror</hint>.

Tresty vyžadují <hint=hint_bld_scafod>popraviště</hint>."
hint_punish_unavailable_no_gallows,"Postav popraviště
Pokud chceš vykonávat tresty, musíš postavit <hint=hint_bld_scafod>popraviště</hint>."
hint_punish_unavailable_no_king,"Žádný král
Pokud chceš vykonávat tresty, potřebuješ krále, ale žádný není dostupný."
hint_punishment_mask_of_shame,"Maska hanby
$ Tato postava nosí masku hanby po celý den a jiná postava, která má špatnou náladu, ji může bez následků zbít.
$ Pokud je potrestán zločinec, stane se po skončení trestu opět běžným rolníkem.

Tento <hint=hint_punish>trest</hint> vyvolá <b>malou</b> <green>pozitivní myšlenku</green> v divácích v dosahu vlivu <hint=hint_bld_scafod>popraviště</hint>."
hint_punishment_exile,"Vyhnanství
Tato postava je vyhnána z města. Nikdo neví, jestli se vrátí, přidá se k jinému urozenému rodu, anebo navždy zmizí.

Pokud je obětí trestu obyčejný <hint=hint_persons_criminal>pobuda</hint>, přidá se po vyhnání k <hint=hint_persons_forest_bandits>lesním zbojníkům</hint>.

[hint_punish]"
hint_punishment_execution,"Poprava
$ Postavě se usekne hlava. Obvykle se na to umírá.
$ Pár přihlížejících <hint=hint_persons_criminal>pobudů</hint> se může rozhodnout, že se z nich stanou <hint=hint_persons_cuthroat>hrdlořezové</hint>.

Tento <hint=hint_punish>trest</hint> vyvolá <b>největší</b> <green>pozitivní myšlenku</green> v divácích v dosahu vlivu <hint=hint_bld_scafod>popraviště</hint>."
hint_punishment_blindness,"Oslepení
$ Tato postava bude <hint=hint_blindness>slepá</hint>.

Tento <hint=hint_punish>trest</hint> vyvolá <b>středně silnou</b> <green>pozitivní myšlenku</green> v divácích v dosahu vlivu <hint=hint_bld_scafod>popraviště</hint>."
hint_punishment_enslave,"Uvěznění
Z postavy se stane <hint=hint_persons_slave>vězeň</hint>.

Pár přihlížejících <hint=hint_persons_criminal>pobudů</hint> se může rozhodnout, že se z nich stanou <hint=hint_persons_cuthroat>hrdlořezové</hint>.

[hint_punish]"
hint_inspection,"Pokyny
V Norlandu dělníci neznají tvoje plány a vyžadují pokyny od tvých lordů. 

<img=hint_inspection></img>

Přiřaď lorda-správce k síni, aby mohl každé ráno udílet pokyny služebníkům, kteří je pak vyřídí výrobním budovám.

$ Výkonnost budovy se odvíjí od schopnosti <hint=hint_skill_management>Správa</hint> přiřazeného lorda.
$ Pokyny vydrží <b>tři dny</b>, načež dělníci začnou být líní a mnohem méně produktivní.
$ Možná lordové někdy přestanou stíhat a pak budeš muset postavit <hint=hint_bld_chancellery>kancléřství</hint>."
hint_inspection_order,"Pokyny
Během pracovního dne zadá vybraná postava pokyny dělníkům v této budově, kteří pak začnou pracovat. Pokyny vydrží 3 dny, načež dělníci začnou zahálet a výrazně se jim sníží produktivita.

Dodatečné množství vyrobených produktů závisí na schopnosti <hint=hint_skill_management>Správa</hint>. Také platí, že čím vyšší úroveň budovy a čím více dělníků, tím bude účinek silnější.

Tato akce se bude vykonávat každý den od 9 hodin ráno do 6 hodin večer, dokud to bude možné nebo dokud ji nezrušíš."
hint_inspection_context,"Pokyny
Pokyny
Denní udílení pokynů služebníkům síně, aby je mohli vyřizovat všem dělníkům.

{skill_name} na {skill_level} úr.

Bonus k výrobě: <green>{production_bonus} %</green>"
hint_inspection_chancery_context,"Pokyny úředníkům
Rozdání pokynů úředníkům v <hint=hint_bld_chancellery>kancléřství</hint>. Úředníci budou chodit do přiřazených budov a předají pokyny dělníků.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ Bonus k výrobě bude <green>{production_bonus} %</green> ({skill_name} na {skill_level}. úrovni).
$ Každé rozdání pokynů bude stát <hint=hint_resource_paper>{paper_cost}</hint>."
hint_inspection_chancery_context_has_trait,"~
$ Tento lord oplývá vlastností <hint=hint_trait_precise_language>Přesný jazyk</hint>, takže bonus k výrobě bude <green>{production_bonus} %</green> ({skill_name} na {skill_level}. úrovni)."
hint_control,"Přímá správa

Přímá správa budovy, aby byla funkční.

<b>Vedlejší účinek</b>:
Potřeba <hint=hint_need_fun>odpočinku</hint>.

Tato akce zabere celý pracovní den."
hint_control_context,"Přímá správa

Postava bude budovu spravovat napřímo a ta bude fungovat jen v její přítomnosti.

Tato akce se bude vykonávat každý den od 9 hodin ráno do 6 hodin večer, dokud to bude možné nebo dokud ji nezrušíš.

Tato akce zvyšuje potřebu <hint=hint_need_fun>odpočinku</hint>."
hint_train_combat,"Válečný výcvik
Během pracovního dne bude vybraná postava provádět výcvik válečníků, což jim zvýší schopnost <hint=hint_skill_combat>Boj<hint=hint_skill_teaching>.

Efektivita výcviku závisí na lordově schopnosti </hint>Učení</hint>.

Tato akce se bude vykonávat každý den od 9 hodin ráno do 6 hodin večer, dokud to bude možné nebo dokud ji nezrušíš.

Tato akce zvyšuje potřebu <hint=hint_need_fun>odpočinku</hint>."
hint_learning,"Učení
Jeden lord cvičí jiného lorda ve vybrané <hint=hint_skills>schopnosti</hint>.

$ Během výcviku schopnosti žák získá zkušenostní body, a když dosáhne určitého prahu, získá v rámci dané schopnosti novou úroveň. Každá nová úroveň vyžaduje víc zkušenostních bodů.
$ Množství získané zkušenosti závisí na učitelově schopnosti <hint=hint_skill_teaching>Učení</hint> a u dětí a mladých jedinců do 21 let bude vyšší.
$ Maximální dosažitelnou úroveň školené schopnosti udává učitelova úroveň dané schopnosti.
$ Tato akce se bude vykonávat každý den, dokud to bude možné nebo dokud ji nezrušíš.
$ Tato akce generuje potřebu <hint=hint_need_fun>odpočinku</hint>."
hint_learning_context,"Samostudium
Postava získá <green>{exp}</green> zkušenostních bodů (<green>{exp_talent}</green>, pokud má talent).

Zkušenostní body do další úrovně: <b>{exp_now} / {exp_lvl_up}</b>.

<b>Vedlejší účinek</b>:
Potřeba <hint=hint_need_fun>odpočinku</hint>."
hint_gallows_inspection_context,"Správa popraviště
Aby mohl popraviště fungovat, přiřazený lord bude každý večer udílet pokyny popravčímu."
hint_sermon,"Kázání
Lordi mohou kázat v <hint=hint_bld_temple>chrámech</hint>. Kázání může vylepšit celkovou <hint=hint_mood>náladu</hint>, ovlivnit počet <hint=hint_persons_fanatic>fanatiků</hint> a <hint=hint_persons_agnostic>agnostiků</hint> mezi farníky.

$ Kázání provedeš tak, že přiřadíš lorda v nabídce <hint=hint_bld_temple>chrámu</hint>.
$ Bude to stát pár <hint=hint_resource_rune>svatých prstenů</hint>, které půjdou do biskupovy kapsy.
$ Efektivita kázání se odvíjí od schopnosti <hint=hint_skill_speech>Přesvědčování</hint>.
$ Kázání se koná ráno."
hint_sermon_agnostic,"Kázání o pochybách
$ Provádí přiřazený lord ráno v <hint=hint_bld_temple>chrámu</hint>.
$ Zvyšuje pravděpodobnost výskytu <hint=hint_persons_agnostic>agnostiků</hint> a snižuje počet náboženských <hint=hint_persons_fanatic>fanatiků</hint>.
$ Efektivita závisí na úrovni schopnosti <hint=hint_skill_speech>Přesvědčování</hint>.
$ Biskup nebude mít radost kvůli zbožnosti přiřazeného lorda a zhorší svoje vztahy vůči němu o <red>{rel_im}</red>.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Kázání o pochybách
{skill_name} na {skill_level}. úrovni

Pravděpodobnost, že se <hint=hint_persons_fanatic>fanatik</hint> stane běžným věřícím a věřící <hint=hint_persons_agnostic>agnostikem</hint>: <green>{chance_teach} %</green>."
hint_sermon_faith,"Kázání o víře
$ Provádí přiřazený lord ráno v <hint=hint_bld_temple>chrámu</hint>.
$ Zvyšuje pravděpodobnost výskytu náboženských <hint=hint_persons_fanatic>fanatiků</hint> a snižuje počet <hint=hint_persons_agnostic>agnostiků</hint>.
$ Efektivita závisí na úrovni schopnosti <hint=hint_skill_speech>Přesvědčování</hint>.
$ Biskup bude mít radost ze zbožnosti přiřazeného lorda a zlepší svoje vztahy vůči němu o <green>{rel_im}</green>.
{optional_preach_cost}"
hint_sermon_faith_context,"Kázání o víře
{skill_name}: {skill_level}

Pravděpodobnost, že se běžný věřící stane <hint=hint_persons_fanatic>fanatikem</hint> a <hint=hint_persons_agnostic>agnostik</hint> běžným věřícím: <green>{chance_teach} %</green>."
hint_sermon_dogma,"Kázání o dogmatu
Kázání nové <hint=hint_dogma>doktríny</hint>.

Pravděpodobnost, že ji obyvatelé přijmou, závisí na schopnosti <hint=hint_skill_speech>Přesvědčování</hint>.

Tato akce se bude vykonávat každý den během <hint=hint_morning_pray>ranní modlitby</hint>, dokud to bude možné nebo dokud ji nezrušíš.

Tato akce generuje potřebu <hint=hint_need_fun>odpočinku</hint>."
hint_book_learn,"Studium knihy
Studování knihy za účelem získání <hint=hint_idea>znalostí</hint>.

Čím vyšší úroveň <hint=hint_skill_knowledge>inteligence</hint> bude lord mít, tím rychleji znalosti získá.

Když si postava knihu přečte, bude moct vytvořit její opis pomocí <hint=hint_resource_paper>papíru</hint>.

Tato akce se bude vykonávat každý den, dokud to bude možné nebo dokud ji nezrušíš."
hint_book_rewrite,"Přepsání knihy
Lord přepisuje knihu, aby vytvořil novou kopii. Během toho lord získává <hint=hint_idea>znalosti</hint>.

Čím vyšší úroveň <hint=hint_skill_knowledge>inteligence</hint> bude lord mít, tím rychleji knihu přepíše.

Vyžaduje <hint=hint_resource_paper>{paper_number_min}</hint> až <hint=hint_resource_paper>{paper_number_max}</hint> podle úrovně znalostí.

Tato akce se bude vykonávat každý den, dokud to bude možné nebo dokud ji nezrušíš.
{optional_learn_time}"
hint_book_write,"Napsat knihu
Lord napíše <hint=hint_book>knihu</hint> podle svých <hint=hint_idea>znalostí</hint>.

$ Čím vyšší úroveň <hint=hint_skill_knowledge>inteligence</hint> bude lord mít, tím rychleji knihu napíše.
$ Jelikož už postava tyto znalosti má, napíše knihu znatelně rychleji.

Vyžaduje <hint=hint_resource_paper>{paper_number_min}</hint> až <hint=hint_resource_paper>{paper_number_max}</hint> podle úrovně znalostí.

Tato akce se bude vykonávat každý den během pracovní doby od 9:00 ráno do 6:00 večer, dokud to bude možné nebo dokud ji nezrušíš.

Tato akce zvyšuje potřebu <hint=hint_need_fun>odpočinku</hint>.
{optional_learn_time}"
hint_bld_castle,"Síň
Hlavní budova města, kde tráví čas <hint=hint_persons_lords>lordové</hint>.

Rovněž slouží coby skladiště <hint=hint_resource_gold>zlata</hint>.

Umožňuje najímat <hint=hint_persons_builder>stavitele</hint> a <hint=hint_persons_servant>služebníky</hint>."
hint_bld_slaves_barrack,"Věznice
Zde jsou umístění <hint=hint_persons_slave>vězni</hint>. Dokáže pojmout {number_of_residents} lidí.

Stavba vyžaduje znalosti <b>věznice</b>.

Vyžaduje dělníka jako dozorce."
hint_bld_house,"Rolnický dům
Ubytování pro dva <hint=hint_persons_peasant>rolníky</hint>.

Vlastní ubytování jim poskytuje velmi silnou pozitivní myšlenku a výrazně zvyšuje šanci na to, že se z nich stanou <hint=hint_loyalist>loajalisté</hint>.

Pokud bude bydlení nedostatek, rolníci bez domova budou muset spát na zemi nebo na podlaze v <hint=hint_bld_temple>chrámu</hint>, což jim výrazně zhorší <hint=hint_mood>náladu</hint>."
hint_bld_hostel,"Ubytování
Ubytování pro deset <hint=hint_persons_peasant>rolníků</hint>.

Pokud bude bydlení nedostatek, rolníci bez domova budou muset spát na zemi nebo na podlaze v <hint=hint_bld_temple>chrámu</hint>, což jim výrazně zhorší <hint=hint_mood>náladu</hint>."
hint_bld_noble_house,"Lordův dům
Obydlí pro jednoho <hint=hint_persons_lords>lorda</hint>.

Lord bez domova bude muset spát v <hint=hint_bld_castle>síni</hint>, což mu výrazně zhorší <hint=hint_mood>náladu</hint>.

Síň rovněž používají <hint=hint_persons_guest>hosté</hint>, když ve městě zůstávají přes noc nebo delší dobu."
hint_bld_tower,"Věž
Obranná stavba sloužící k pozorování a obraně.

Chrání ji <hint=hint_persons_guard>střelecké stráže</hint>."
hint_bld_barracks,"Kasárna
Místo, kde přebývají <hint=hint_persons_warriors>válečníci</hint>. Dokáže pojmout až 10 lidí.

Pokud není dost obytných prostor, válečníci bez domova budou spát na podlaze v <hint=hint_bld_temple>chrámu</hint>, což jim výrazně zhorší <hint=hint_mood>náladu</hint>."
hint_bld_training_ground,"Cvičiště
Umožňuje cvičit <hint=hint_persons_warriors>válečníky</hint>, čímž se jim zlepší schopnost <hint=hint_skill_combat>Boj</hint>.

$ Budova vyžaduje každodenní <hint=hint_inspection>pokyny</hint>, aby mohla fungovat.
$ Výše získaných zkušeností závisí na schopnosti <hint=hint_skill_command>Velení</hint> lorda, který rozdává pokyny, přičemž maximální úroveň výcviku omezuje jeho schopnost Boj.
$ I když se jim díky výcviku zvýší schopnosti, <hint=hint_tutorial_church_tax>církevní daň z válečníků</hint> se zvyšovat nebude, protože ta se počítá podle úrovně schopnosti v okamžiku náboru.
$ Ubytuje 10 válečníků."
hint_bld_tavern,"Krčma
Místo, kde mohou rolníci odpočívat po práci.

Zde se prodává <hint=hint_alcohol>alkohol</hint>.

Parametry prodeje lze upravit v <hint=hint_finance_menu>nabídce Hospodářství</hint>."
