Key,TraditionalChinese
hint_punishment_blindness,"盲刑
$ 該人物會<hint=hint_blindness>失明</hint>。

此<hint=hint_punish>責罰</hint>對處於<hint=hint_bld_scafod>行刑台</hint>影響範圍內的觀看者會產生<b>中度</b>的<green>正面想法</green>。"
hint_punishment_enslave,"監禁
該人物將成為<hint=hint_persons_slave>囚犯</hint>。

部分觀刑的<hint=hint_persons_criminal>流民</hint>可能會考慮成為<hint=hint_persons_cuthroat>刺客</hint>。

[hint_punish]"
hint_inspection,"指令
在諾蘭德，工人需要接獲貴族的指令，才能得知你的計劃。

<img=hint_inspection></img>

指派貴族管理者至莊園大廳，每天早上他將向僕人下達指令，接著僕人會將其分派至各生產建築。

$ 建築的產量取決於執掌貴族的<hint=hint_skill_management>管理</hint>能力。
$ 指令會持續<b>三天</b>，之後工人就會開始鬆懈，生產力將大幅下降。
$ 某些時候貴族可能會不再跟進，屆時你就需要建造<hint=hint_bld_chancellery>官邸</hint>。"
hint_inspection_order,"工作指令
該人物會在工作日對建築的工人下達指令；工人接獲指令後便會開始工作。每次下達指令可維持三天，之後工人將開始鬆懈，且生產力會大幅下滑。

執掌貴族的<hint=hint_skill_management>管理</hint>能力能替建築帶來產能加成。此加成會根據建築物的等級和工人數而放大。

此行動將於每日工作期間（上午 9 點至下午 6 點）執行，直到無法執行或被取消為止。"
hint_inspection_context,"指令
指令
每日向莊園大廳的僕人分派指令，使其可以傳達給所有工人。

{skill_name}等級 {skill_level}。

產能加成：<green>{production_bonus}%</green>"
hint_inspection_chancery_context,"職員指令
在<hint=hint_bld_chancellery>官邸</hint>可以對職員分派指令，讓職員前往各自負責的建築，將指令轉達給工人。

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ 將獲得 <green>{production_bonus}%</green> 產能加成（{skill_name}等級：{skill_level}）。
$ 分派每道指令須消耗 <hint=hint_resource_paper>1</hint>。"
hint_inspection_chancery_context_has_trait,"~
$ 此貴族具備<hint=hint_trait_precise_language>言語精煉</hint>特質，將帶來 <green>{production_bonus}%</green> 產能加成（{skill_name}等級：{skill_level}）。"
hint_control,"直接管理

直接管理建築物的運作。

<b>副作用</b>：
<hint=hint_need_fun>休憩</hint>需求。

此舉需花費一整個工作日。"
hint_control_context,"直接管理

讓建築物直接在人物的當面管理下運作，否則運作將停止。

此行動將於每日工作期間（上午 9 點至下午 6 點）執行，直到無法執行或被取消為止。

此行動會產生<hint=hint_need_fun>休憩</hint>需求。"
hint_train_combat,"戰士訓練
所選人物會在工作日培訓戰士，提升戰士的<hint=hint_skill_combat>戰鬥</hint>能力。

訓練成效取決於貴族的<hint=hint_skill_teaching>教育</hint>能力。

此行動將於每日工作期間（上午 9 點至下午 6 點）執行，直到無法執行或被取消為止。

此行動會產生<hint=hint_need_fun>休憩</hint>需求。"
hint_learning,"教育
讓一名貴族培訓另一名貴族的<hint=hint_skills>能力</hint>。

$ 學生將透過能力培訓習得經驗值；累積經驗值達到門檻後，該能力便會升級。每升一級，下次升級所需的經驗值更多。
$ 學生獲得的經驗值多寡，取決於導師的<hint=hint_skill_teaching>教育</hint>能力。未滿 21 歲的年輕人能夠習得較多經驗值。
$ 能力透過培訓可達到的等級上限，取決於導師本身的該能力等級。
$ 此行動將每日執行，直到無法執行或被取消為止。
$ 此行動會產生<hint=hint_need_fun>休憩</hint>需求。"
hint_learning_context,"自主學習
該人物將獲得 <green>{exp}</green> 經驗值（若具有天賦則為 <green>{exp_talent}</green>）。

下次升級尚須經驗值：<b>{exp_now} / {exp_lvl_up}</b>。

<b>副作用</b>：
<hint=hint_need_fun>休憩</hint>需求。"
hint_gallows_inspection_context,"行刑台管理
為使行刑台正常運作，執掌貴族會在每天晚上向劊子手下達指令。"
hint_sermon,"佈道
貴族可於<hint=hint_bld_temple>教堂</hint>中進行佈道。佈道可用於提升整體<hint=hint_mood>心情</hint>，並影響教徒中<hint=hint_persons_fanatic>狂熱信徒</hint>與<hint=hint_persons_agnostic>懷疑論者</hint>的數量。

$ 想進行佈道，需要在<hint=hint_bld_temple>教堂</hint>選單中指派一名貴族。
$ 這麼做需要花費數枚<hint=hint_resource_rune>聖戒</hint>，這些戒指將進入主教的口袋。
$ 佈道成效取決於<hint=hint_skill_speech>遊說</hint>能力。"
hint_sermon_agnostic,"疑竇之道
$ 在晚上八點由指定貴族於<hint=hint_bld_temple>教堂</hint>進行。
$ 將提升<hint=hint_persons_agnostic>懷疑論者</hint>的出現機率，減少<hint=hint_persons_fanatic>狂熱信徒</hint>的人數。
$ 佈道成效取決於<hint=hint_skill_speech>遊說</hint>的能力等級。
$ 主教將會對被指派的貴族的信仰有所不滿，與該貴族的關係將會惡化<red>{rel_im}</red>。
{optional_preach_cost}"
hint_sermon_agnostic_context,"疑竇之道
{skill_name}等級：{skill_level}

讓<hint=hint_persons_fanatic>狂熱信徒</hint>變為一般信徒，或讓一般信徒變為<hint=hint_persons_agnostic>懷疑論者</hint>的機率：<green>{chance_teach}%</green>。"
hint_sermon_faith,"信仰之道
$ 在晚上八點由指定貴族於<hint=hint_bld_temple>教堂</hint>進行。
$ 將提升<hint=hint_persons_fanatic>狂熱信徒</hint>的出現機率，減少<hint=hint_persons_agnostic>懷疑論者</hint>的人數。
$ 佈道成效取決於<hint=hint_skill_speech>遊說</hint>的能力等級。
$主教將會對被指派的貴族的信仰感到滿意，與該貴族的關係將會改善<green>{rel_im}</green>。
{optional_preach_cost}"
hint_sermon_faith_context,"信仰之道
{skill_name}：{skill_level}

讓一般信徒變為<hint=hint_persons_fanatic>狂熱信徒</hint>，或讓<hint=hint_persons_agnostic>懷疑論者</hint>變為一般信徒的機率：<green>{chance_teach}%</green>。"
hint_sermon_dogma,"教義之道
傳播新的<hint=hint_dogma>教義</hint>。

聽眾接受新教義的機率取決於<hint=hint_skill_speech>遊說</hint>能力。

 此行動將於每日<hint=hint_morning_pray>晨禱</hint>期間執行，直到無法執行或被取消為止。

此行動會產生<hint=hint_need_fun>休憩</hint>需求。"
hint_book_learn,"研讀書籍
研讀一本書以習得其中記載的<hint=hint_idea>知識</hint>。

貴族的<hint=hint_skill_knowledge>智力</hint>程度越高，就能越快習得知識。

研讀完成後，該貴族可以用<hint=hint_resource_paper>紙</hint>來謄錄該書的抄本。

此行動將每日執行，直到無法執行或被取消為止。"
hint_book_rewrite,"抄錄書籍
讓貴族製作一本書的手抄謄本。此行動會讓貴族獲得<hint=hint_idea>知識</hint>。

貴族的<hint=hint_skill_knowledge>智力</hint>程度越高，就能越快抄錄完成。

依據知識程度不同，需要 <hint=hint_resource_paper>{paper_number_min}</hint> 至 <hint=hint_resource_paper>{paper_number_max}</hint>。

此行動將每日執行，直到無法執行或被取消為止。
{optional_learn_time}"
hint_book_write,"撰寫書籍
讓貴族將其所知的<hint=hint_idea>知識</hint>撰寫成<hint=hint_book>書籍</hint>。

$ 貴族的<hint=hint_skill_knowledge>智力</hint>程度越高，就能越快撰寫完成。
$ 由於貴族已深諳該學問，他撰書的速度會大幅加快。

依據知識程度不同，需要 <hint=hint_resource_paper>{paper_number_min}</hint> 至 <hint=hint_resource_paper>{paper_number_max}</hint>。

此行動將於每日工作期間（上午 9 點至下午 6 點）執行，直到無法執行或被取消為止。

此行動會產生<hint=hint_need_fun>休憩</hint>需求。
{optional_learn_time}"
hint_bld_castle,"莊園大廳
城鎮裡的核心建築，<hint=hint_persons_lords>貴族</hint>們會在這裡消磨時間。

<hint=hint_resource_gold>金幣</hint>也存放在這裡。

提供<hint=hint_persons_builder>建築工人</hint>和<hint=hint_persons_servant>僕人</hint>的僱用名額。"
hint_bld_slaves_barrack,"牢房
可供 {number_of_residents} 位<hint=hint_persons_slave>囚犯</hint>居住的場所。

需要<b>森嚴牢獄</b>知識才能營建。

需要一名工人擔任獄卒。"
hint_bld_house,"庶民住宅
可供兩位<hint=hint_persons_peasant>庶民</hint>居住的場所。

庶民若具備專屬住宅，就會產生非常正面的想法，大幅促進他們成為<hint=hint_loyalist>忠誠派</hint>的機率。

住所不足時，無家可歸的庶民只能露天而眠，或是睡在<hint=hint_bld_temple>教堂</hint>地上，導致<hint=hint_mood>心情</hint>急遽惡化。"
hint_bld_hostel,"寢舍
可供 10 位<hint=hint_persons_peasant>庶民</hint>居住的場所。

住所不足時，無家可歸的庶民只能露天而眠，或是睡在<hint=hint_bld_temple>教堂</hint>地上，導致<hint=hint_mood>心情</hint>急遽惡化。"
hint_bld_noble_house,"貴族住宅
可供 1 位<hint=hint_persons_lords>貴族</hint>居住的場所。

無家可歸的貴族只能睡在<hint=hint_bld_castle>莊園大廳</hint>，導致<hint=hint_mood>心情</hint>急遽惡化。

來訪的<hint=hint_persons_guest>外賓</hint>也會在此過夜。"
hint_bld_tower,"瞭望塔
一種防禦結構，用以瞭望遠方。

由持弓衛兵</hint><hint=hint_persons_guard>駐守。"
hint_bld_barracks,"營房
可供 10 位<hint=hint_persons_warriors>戰士</hint>居住的場所。

住所不足時，無家可歸的戰士只能睡在<hint=hint_bld_temple>教堂</hint>地上，導致<hint=hint_mood>心情</hint>急遽惡化。"
hint_bld_training_ground,"訓練場
用以讓<hint=hint_persons_warriors>戰士</hint>受訓，提升<hint=hint_skill_combat>戰鬥</hint>能力的場所。

隨者受訓能力增長，<hint=hint_tutorial_church_tax>教會課徵的戰士稅</hint>不會增加，因為稅額是根據僱用當下戰士的能力等級計算的。

$ 此建築需要每天接受<hint=hint_inspection>指令</hint>才能運作！
$ 可容納 10 位戰士。"
hint_bld_tavern,"酒館
讓庶民收工後放鬆的場所。

<hint=hint_alcohol>酒類</hint>在此處販售。

銷售的相關參數可在<hint=hint_finance_menu>「經濟」選單</hint>中調整。"
hint_bld_drug_deg,"賊窩
販售<hint=hint_resource_nectar>蜜露</hint>的場所。

銷售的相關參數可在<hint=hint_finance_menu>「經濟」選單</hint>中調整。"
hint_bld_market,"市集
入夜後，庶民和戰士會在此處購買商品，例如食物。

銷售的相關參數可在<hint=hint_finance_menu>「經濟」選單</hint>中調整。"
hint_bld_store,"普通倉庫
普通建築，用於<hint=hint_storage_keep>存放資源</hint>。

<b>容量：</b>
{list_of_categories}"
hint_bld_temple,"聖母索菲亞教堂
隸屬於<hint=hint_sofia_cult>聖母索菲亞教會</hint>的教堂。

$ 在教堂禱告可以使人物內心充滿喜悅，並提升心情。
$ 此外，神父還會主持<hint=hint_wedding>婚禮</hint>和<hint=hint_funeral>喪禮</hint>，並會探望病患。
$ 貴族可以在此處<hint=hint_sermon>佈道</hint>。
$ 根據傳統，無家可歸的人歷來都會在教堂過夜。"
hint_bld_altar,"祭壇
宗教場地。

$ 在街頭祭壇禱告會使人物內心充滿喜悅。"
hint_bld_scafod,"行刑台
用於執行<hint=hint_punish>責罰</hint>的場所，同時也會娛樂居民，提升他們的心情。

$ 每晚，劊子手會從囚犯中挑選一名被捕<hint=hint_crimer>罪犯</hint>。
$ 如果仍有時間，或城鎮裡沒有嫌疑犯，劊子手便會去恐嚇流民，讓他們隔天不敢犯罪。
$ 你還可以對不同的人民群體實施<hint=hint_terror>恐怖</hint>手段。
$ 位於行刑台範圍內的空閒人民會觀刑，並獲得<green>正面想法</green>，想法強度取決於責罰的類型。"
hint_bld_chancellery,"官邸
職員的工作場所。職員可以代替貴族<hint=hint_inspection>管理</hint>建築。

<img=hint_bld_chancellery></img>

$ 此建築需經貴族視察。
$ {number_of_clerks} 名職員最多可管理 {connected_number} 座生產建築，包含其他官邸。
$ 監管該官邸的貴族，其「管理」能力會影響底下職員視察建築帶來的產能加成。
$ 官邸每日需消耗 <hint=hint_resource_paper>{paper_cost}</hint> 才能運作。"
hint_bld_alchemistry,"煉金實驗室
製造下列物品：
$ <hint=hint_resource_nectar>蜜露</hint>
$ <hint=hint_resource_med>治療藥膏</hint>"
hint_bld_workshop,"工作坊
製造下列物品：
$ <hint=hint_resource_instruments>工具</hint>
$ <hint=hint_resource_knife>匕首</hint>
$ <hint=hint_resource_bow>弓</hint>
$ <hint=hint_resource_crossbow>弩</hint>"
hint_bld_woodcutter,"伐木場
從附近森林砍伐<hint=hint_resource_wood>木材</hint>的建築。

最好將伐木場建造在樹的附近，但伐木場之間不要太近。"
hint_bld_armorsmith,"防具鍛造廠
製造下列物品：
$ <hint=hint_resource_shield>盾</hint>
$ <hint=hint_resource_light_armor>輕盔甲</hint>
$ <hint=hint_resource_heavy_armor>重盔甲</hint>"
hint_bld_brewery,"釀酒廠
釀造<hint=hint_alcohol>酒</hint>的場所。"
hint_bld_paper_factory,"造紙坊
壓製<hint=hint_resource_paper>紙</hint>的場所。"
hint_bld_forge,"武器鍛造廠
製造下列物品：
$ <hint=hint_resource_wooden_hammer>鎚</hint>
$ <hint=hint_resource_wooden_spear>矛</hint>
$ <hint=hint_resource_battle_axe>斧</hint>
$ <hint=hint_resource_sword>劍</hint>"
hint_bld_coal_furnace,"製炭爐
燒製<hint=hint_resource_coal>煤炭</hint>的場所。"
hint_bld_mine,"礦場
挖掘<hint=hint_resource_iron>鐵</hint>的場所。
僅能建於鐵礦點。"
hint_bld_coal_mine,"製炭爐
燒製<hint=hint_resource_coal>煤炭</hint>的場所。"
hint_bld_steel_furnace,"冶煉爐
鎔鑄<hint=hint_resource_steel>鋼</hint>的場所。"
hint_field_fert,"~
每 3 天收成一次；但若長時間未降雨，作物便可能枯死。

每隔 {fert_days} 天需焚燒<hint=hint_resource_wood>{fert_number}</hint>來施肥。"
hint_bld_farm,"麥田
種植<hint=hint_resource_rye>麥子</hint>的場所。

[hint_field_fert]"
hint_bld_hop,"啤酒花田
種植<hint=hint_resource_hop>啤酒花</hint>的場所。

[hint_field_fert]"
hint_bld_rutabaga,"洋蕪菁田
種植<hint=hint_resource_rutabaga>洋蕪菁</hint>的場所。

每天收成。

每隔 {fert_days} 天需焚燒<hint=hint_resource_wood>{fert_number}</hint>來施肥。"
hint_bld_mill,"磨坊
生產<hint=hint_resource_food>麵粉</hint>的場所。"
hint_bld_pigfarm,"養豬場
養豬生產<hint=hint_resource_meat>肉品</hint>的場所。

每隔 6 天屠宰一次。

每個繁殖週期初始時，需要提供 <hint=hint_resource_rutabaga>50</hint> 作為豬飼料。"
hint_bld_forester,"採藥場
採藥人會到附近的森林採集<hint=hint_resource_herb>藥草</hint>。"
hint_bld_bridge,"橋樑
用來跨越到另一頭。"
hint_bld_bush,"灌木叢
單純裝飾用。"
hint_bld_decor_evil,"怵目驚心的裝飾品
會讓某些人心生<hint=hint_terror>恐怖</hint>的裝飾品。"
