Key,Deutsch
hint_unavailable_low_loyalty,"Geringe Loyalität
Der Akteur hat eine sehr niedrige <hint=hint_loyalty>Loyalität</hint>. Damit eine Zuweisung zu dieser Aufgabe erfolgen kann, muss die Loyalität mindestens {loyalty_threshold} betragen, der aktuelle Wert ist jedoch lediglich {loyalty}."
hint_loyal_conflict,"~
Wenn die <hint=hint_loyalty>Loyalität</hint> einer Person unter 25 fällt, kommt es zum Konflikt zwischen Lord und König.

$ Wenn es sich um Erben handelt und diese dem König gegenüber nicht freundlich gesonnen sind, können sie eine <hint=hint_nt_heir_rebellion>Rebellion</hint> anzetteln.
$ Wenn es sich um regulären Lord oder einen dem König gegenüber freundlich gesonnenen Erben handelt, ziehen diese einen Umzug in eine Nachbarprovinz vor, wodurch sich die Beziehungen zwischen den Königen zwar verschlechtern, aber keine Rebellion auslösen.

<b>In der Folge</b> <b>verschlechtern</b> sich Bevölkerung, Wirtschaft und daher auch die Armee dieses Königs."
hint_unavailable_trade_moving,"Nicht bereit
Der Karawanenhändler wird handelsbereit sein, sobald er das Zentrum der Siedlung erreicht hat."
hint_unavailable_madness,"Wahnsinnig
Dieser Lord kann sich damit gerade nicht auseinandersetzen."
hint_unavailable_to_madness,"Wahnsinnig
Diese Interaktion kann momentan nicht zugewiesen werden."
hint_go_home,"Rückkehr nach Hause
Der Lord kehrt in seine Stadt zurück."
action_is_unavaible_by_captive,"Geisel
Diese Person kann die Aktion nicht ausführen, da sie momentan inhaftiert ist."
hint_action_task_confession,"Beichte
Lege beim Bischof gegen eine kleine Opfergabe eine Beichte ab.

<b>Kosten:</b> <hint=hint_resource_rune>{conf_price}</hint>

Die folgenden <hint=hint_sin>Sünden</hint> werden vergeben:
{sins}"
hint_action_task_confession_unavailable,"Beichte ist nicht verfügbar.
Der Lord hat in jüngster Vergangenheit keine Sünden begangen."
hint_action_task_canonization,"Segen
Die Kirche gewährt deinem Machthaber {days} Tage lang Vergebung für alle Sünden.

$ Dein Machthaber hat keine Nachteile, wenn er Sünden begeht.
$<hint=hint_persons_fanatic>Fanatiker</hint> unter deinen Bauern sind geneigt, sich deiner Armee anzuschließen.
$ Die Beziehungen all deiner Lords zu ihrem Machthaber wird sich deutlich verbessern und die Untertanen sind zufriedener.

<b>Kosten:</b> <hint=hint_resource_gold>{price}</hint>"
hint_action_task_canonization_unavailable_by_opinion,"Schlechte Beziehungen
Wenn du den <hint=hint_saint>Segen</hint> erhalten möchtest, musst die <hint=hint_relations_matriarch>Meinung der Matriarchin</hint> von deinem Machthaber größer sein als <green>{threshold}</green>."
hint_canonized_already,"Nicht verfügbar
Diese Person hat bereits einen Segen erhalten."
hint_action_task_divorce,"Scheidung
Annulliere die Ehe zwischen {soul_uuid_target} und {soul_uuid_spouce}.

In der Folge können diese Personen neue Ehen schließen.

<b>Kosten:</b> <hint=hint_resource_rune>{price}</hint>"
hint_consolation,"Trost
Der Bischof spricht jemandem mit gut gewählten Worten Trost zu, der den Verlust einer geliebten Person zu betrauern hat – und lindert damit den Schmerz.

Konsequenz: Die Gedanken zum Verlust einer geliebten Person werden deutlich weniger."
hint_action_task_begging,"Um Vergebung bitten
Voll der Gnade der Mutter Sophia wird sich der Bischof die Übertretungen der Person anhören und sie anschließend vergeben ... wenn diese ihre Aufrichtigkeit durch ein Opfer beweist.

In der Folge verbessert sich die Einstellung des Bischofs gegenüber {soul_uuid_target} um <green>{rel_plus}</green>.

<b>Kosten:</b> <hint=hint_resource_rune>{price}</hint>"
hint_action_task_begging_unavailable_no_need,"Nicht verfügbar
Der Bischof hält {soul_uuid_target} nicht für einen Feind, {soul_uuid_target} muss also nicht um Vergebung bitten."
hint_action_task_consolation_unavailable_by_cynic,"Nicht verfügbar
Eine Person mit der Eigenschaft „Zynisch“ kann nicht getröstet werden."
hint_action_task_consolation_unavailable_dont_need,"Nicht verfügbar
Diese Person muss momentan nicht getröstet werden."
hint_action_task_consolation_unavailable_already_dont_need,"Nicht verfügbar
Diese Person wurde bereits getröstet."
hint_action_task_consolation_unavailable_by_opinion,"Nicht verfügbar
Die Beziehungen zwischen Bischof und dieser Person sind nicht gut genug, die Aktion wird nicht durchgeführt."
hint_action_task_unavailable_bad_opinion,"Nicht verfügbar
{soul_uuid_1} hat keine sehr guten Beziehungen zu {soul_uuid_2}. Die Beziehung zwischen den beiden beträgt aktuell {current_opinion}, mindestens erforderlich sind jedoch {required_opinion}."
hint_action_task_unavailable_no_titles,"Nicht verfügbar
Für den Lord sind keine <hint=hint_title>Titel</hint> verfügbar."
hint_forced_sex_slave,
hint_forced_sex_slave_context,
hint_forced_sex_captive,"Nötigung zum Sex
$ Die genötigte Person könnte ein <hint=hint_persons_bastard>Bastardkind</hint> empfangen.
$ Der König des Adelsgeschlechts, dem die gefangene Person angehört, wird dies als einen Akt der Folter ansehen.
$ Diese Handlung gilt als <hint=hint_sin>Sünde</hint>."
hint_forced_sex_captive_context,"Nötigung zum Sex
$ {soul_uuid_1} wird damit {number} % der <hint=hint_need_sex>sexuellen Bedürfnisse</hint> decken.
$ {soul_uuid_1} wird einen negativen Gedanken („Scham wegen Sünden“) haben <red>{number1}</red>.
$ {soul_uuid_2} wird einen negativen Gedanken („Benutzt“) haben <red>{number2}</red>.
$ Die Beziehungen zwischen {soul_uuid_3} und deinem König werden sich um <red>{number3}</red> verschlechtern."
hint_buy_sex,"Für Sex bezahlen
$ Der Lord übergibt einem Mitglied des Bauernstandes <hint=hint_resource_rune>{runes}</hint>, worauf dieses diesem persönlichen Gesuch bereitwillig nachkommen wird.
$ Eine Bäuerin könnte daraufhin einen <hint=hint_persons_bastard>Bastard</hint> gebären.
$ Diese Handlung gilt als <hint=hint_sin>Sünde</hint>."
hint_buy_sex_context,"Für Sex bezahlen
$ {soul_uuid_1} erfüllt die sexuellen Bedürfnisse. 
$ {soul_uuid_1} erhält eine <hint=hint_sin>Sünde</hint> im Ausmaß von <red>{number2}</red>. 
$ {soul_uuid_2} erhält einen negativen Gedanken <red>{number3}</red>."
hint_not_enought_rings,"Nicht genügend Ringe
Diese Aktion erfordert <hint=hint_resource_rune>{count}</hint>."
hint_not_enought_gold,"Nicht genügend Gold
Diese Aktion erfordert <hint=hint_resource_gold>{count}</hint>."
hint_set_free_captive,"Geiseln freilassen
Der König erklärt sich voller Barmherzigkeit, die Geisel freizulassen.

<b>Konsequenzen:</b>
$ Die Geisel kehrt nach Hause zurück und ihr König {soul_uuid_king} wird dir für deine Gnade dankbar sein."
hint_set_join_captive,"Freilassen und in die Familie aufnehmen
Die Geisel wird freigelassen und schließt sich deiner Lord-Familie an. Ihre Anfangsloyalität wird auf {loyalty} festgelegt.

König {soul_uuid_king} wird deine Wilderei unter seinen Lords nicht gerade gut aufnehmen."
hint_set_join_captive_unavailable_by_title,"Nicht verfügbar
Es gibt keine weiteren verfügbaren Titel in deiner Familie."
hint_set_free,"Gefangenen freilassen
Dieser Person wird die Freiheit geschenkt, sie kann nun zu einem <hint=hint_persons_peasant>Bauern</hint> oder einem Krieger werden. Alternativ könnte sie sich dazu entschließen, deine Provinz zu verlassen.

Nach der Freilassung erhält die Person einen positiven Gedanken im Ausmaß ihrer Sehnsucht nach Freiheit.

<b>Tipp:</b> Du kannst Gefangene schneller freilassen, wenn du auf die kleine rote Schaltfläche in ihren Porträts im Menü des Kerkermeisters klickst."
hint_punish,"Bestrafung
$ Reguläre <hint=hint_crimer>Verbrecher</hint> werden von <hint=hint_persons_executer>Scharfrichtern</hint> bestraft, während Lords manuell durch Zuweisung einer Aufgabe an den <hint=hint_persons_king>Machthaber</hint> bestraft werden.
$ Wenn Unschuldige bestraft werden, wird dies von anderen Personen als <hint=hint_terror>Terror</hint> wahrgenommen.

Für Bestrafungen ist ein <hint=hint_bld_scafod>Schafott</hint> erforderlich."
hint_punish_unavailable_no_gallows,"Bau eines Schafotts
Für den Vollzug von Bestrafungen muss ein <hint=hint_bld_scafod>Schafott</hint> errichtet werden."
hint_punish_unavailable_no_king,"Kein König
Für den Vollzug von Bestrafungen braucht es einen König, es ist jedoch keiner verfügbar."
hint_punishment_mask_of_shame,"Schandmaske
$ Die Person trägt einen Tag lang die Schandmaske und kann von jeder anderen Person mit schlechter Laune ohne Konsequenzen geschlagen werden.
$ Wenn ein Verbrecher bestraft wird, ist dieser nach Ablauf der Bestrafungsdauer wieder ein gewöhnlicher Bauer.

Diese <hint=hint_punish>Bestrafung</hint> verschafft Zusehern im Einflussbereich des <hint=hint_bld_scafod>Schafotts</hint> einen <b>geringfügigen</b> <green>positiven Gedanken</green>."
hint_punishment_exile,"Verbannung
Diese Person wird aus der Stadt verbannt. Es ist ungewiss, ob sie zurückkehren, sich einer anderen Adelsfamilie anschließen oder für immer verschwinden wird.

Wenn ein einfacher <hint=hint_persons_criminal>Vagabund</hint> bestraft wird, schließt er sich nach der Verbannung den <hint=hint_persons_forest_bandits>Waldbanditen</hint> an.

[hint_punish]"
hint_punishment_execution,"Hinrichtung
$ Die Person wird geköpft. Das ist in der Regel tödlich.
$ Einige dabei zusehende <hint=hint_persons_criminal>Vagabunden</hint> könnten sich dadurch entschließen, <hint=hint_persons_cuthroat>Handlanger</hint> zu werden.

Diese <hint=hint_punish>Bestrafung</hint> verschafft Zusehern im Einflussbereich des <hint=hint_bld_scafod>Schafotts</hint> den <b>größtmöglichen</b> <green>positiven Gedanken</green>."
hint_punishment_blindness,"Blenden
$ Die Person wird geblendet und ist danach <hint=hint_blindness>blind</hint>.

Diese <hint=hint_punish>Bestrafung</hint> verschafft Zusehern im Einflussbereich des <hint=hint_bld_scafod>Schafotts</hint> einen <b>mittelmäßigen</b> <green>positiven Gedanken</green>."
hint_punishment_enslave,"Kerker
Diese Person wird in den Kerker geworfen und ist fortan ein <hint=hint_persons_slave>Sklave</hint>.

Die beim Vollzug anwesenden <hint=hint_persons_criminal>Vagabunden</hint> könnten sich möglicherweise dazu entschließen, <hint=hint_persons_cuthroat>Handlanger</hint> zu werden.

[hint_punish]"
hint_inspection,"Anweisungen
In Norland wissen Arbeiter nichts von deinen Plänen und müssen Anweisungen von ihren Lords erhalten. 

<img=hint_inspection></img>

Weise der Halle einen Lord-Verwalter zu, damit er den Dienern jeden Morgen Anweisungen erteilen kann und sie auf die entsprechenden Produktionsgebäude aufteilt.

$ Die Leistung eines Gebäudes hängt von der <hint=hint_skill_management>Verwaltungsfähigkeit</hint> des zugewiesenen Lords ab.
$ Die Anweisungen reichen für <b>drei Tage</b>, danach werden die Arbeiter faul und deutlich weniger produktiv.
$ Irgendwann können die Lords ihren Aufgaben nicht mehr nachkommen. Dann musst du eine <hint=hint_bld_chancellery>Kanzlei</hint> errichten."
hint_inspection_order,"Anweisungen
Am Arbeitstag übergibt die ausgewählte Person Anweisungen an die Arbeiter im Gebäude, woraufhin sich diese ihrer Tätigkeit widmen. Die Anweisungen bleiben drei Tage lang aufrecht, danach beginnen die Arbeiter nachlässig zu werden, wodurch sich ihre Produktivität reduziert.

In einem Gebäude werden auf der Basis der <hint=hint_skill_management>Verwaltung</hint>-Fähigkeit des zugewiesenen Lords zusätzliche Produkte hergestellt. Dieser Bonus wird mit der Anzahl der Arbeiter im Gebäude sowie der Gebäudestufe multipliziert.

Die Aktion wird täglich in den Arbeitszeiten zwischen 9 Uhr und 18 Uhr durchgeführt – entweder, solange sie möglich ist, oder bis du sie abbrichst."
hint_inspection_context,"Anweisungen
Tägliche Zuweisung von Anweisungen an die Diener der Halle, damit diese wiederum den Arbeitern entsprechende Aufträge erteilen können.

{skill_name}-Stufe {skill_level}

Bonus für Produktion: <green>{production_bonus} %</green>"
hint_inspection_chancery_context,"Anweisungen für Beamte
Die Beamten der <hint=hint_bld_chancellery>Kanzlei</hint> erhalten Anweisungen. Beamte begeben sich zu den ihnen zugewiesenen Gebäuden und übergeben die Anweisungen an die Arbeiter.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ Der Produktionsbonus beträgt <green>{production_bonus} %</green> ({skill_name} Stufe {skill_level}).
$ Jede Zuteilung von Anweisungen kostet <hint=hint_resource_paper>1</hint>."
hint_inspection_chancery_context_has_trait,"~
$ Dieser Lord besitzt die Fähigkeit <hint=hint_trait_precise_language>Deutliche Sprache</hint>, weshalb der Produktionsbonus <green>{production_bonus} %</green> beträgt ({skill_name} St. {skill_level})."
hint_control,"Direktsteuerung

Verwalte des Gebäude direkt, um es betriebsfähig zu machen.

<b>Nebeneffekt</b>:
Bedürfnis nach <hint=hint_need_fun>Ruhe</hint>.

Die Aktion dauert den gesamten Arbeitstag."
hint_control_context,"Direktsteuerung

Die Person wird das Gebäude direkt verwalten, was nur bei ihrer Anwesenheit möglich ist.

Die Aktion wird täglich während der Arbeitszeit zwischen 09:00 Uhr und 18:00 Uhr durchgeführt – entweder, solange sie möglich ist, oder bis du sie abbrichst.

Diese Aktion erzeugt ein Bedürfnis nach <hint=hint_need_fun>Ruhe</hint>."
hint_train_combat,"Kriegerausbildung
Während der Arbeitszeiten bildet die ausgewählte Person Krieger aus und verbessert deren <hint=hint_skill_combat>Kampf</hint>fähigkeit.

Die Effektivität der Ausbildung hängt von der <hint=hint_skill_teaching>Lehren</hint>-Fähigkeit des Lords ab.

Die Aktion wird täglich während der Arbeitszeit zwischen 09:00 Uhr und 18:00 Uhr durchgeführt – entweder, solange sie möglich ist, oder bis du sie abbrichst.

Diese Aktion erzeugt ein Bedürfnis nach <hint=hint_need_fun>Ruhe</hint>."
hint_learning,"Lehren
Ein Lord bildet einen anderen Lord in einer ausgewählten <hint=hint_skills>Fähigkeit</hint> aus.

$ Während der Fähigkeitsausbildung sammeln die Schüler Erfahrungspunkte und erlangen die nächste Fähigkeitsstufe, sobald ein bestimmter Schwellenwert erreicht ist. Für jede neue Stufe braucht es weitere Erfahrungspunkte.
$ Die Menge an erlangten Erfahrungspunkten hängt von der <hint=hint_skill_teaching>Lehren</hint>-Fähigkeit des Ausbilders ab und ist für Kinder und junge Erwachsene bis 21 Jahre alt höher.
$ Die maximal erreichbare Stufe einer Fähigkeit ist durch die Fähigkeitsstufe des Ausbilders in dieser Fähigkeit festgelegt.
$ Die Aktion wird täglich durchgeführt – entweder, solange sie möglich ist, oder bis du sie abbrichst.
$ Diese Aktion erzeugt ein Bedürfnis an <hint=hint_need_fun>Ruhe</hint>."
hint_learning_context,"Selbststudium
Die Person erlangt <green>{exp}</green> Erfahrungspunkte (<green>{exp_talent}</green> falls ein Talent vorliegt).

Erfahrungspunkte bis zur nächsten Stufe: <b>{exp_now} / {exp_lvl_up}</b>.

<b>Nebeneffekt</b>:
Bedürfnis nach <hint=hint_need_fun>Ruhe</hint>."
hint_gallows_inspection_context,"Schafott-Verwaltung
Damit das Schafott einsatzfähig ist, muss der zugewiesene Lord dem Scharfrichter jeden Abend Anweisungen erteilen."
hint_sermon,"Predigt
Lords können in <hint=hint_bld_temple>Tempeln</hint> Predigten halten. Mit ihrer Hilfe kannst du die gesamte <hint=hint_mood>Laune</hint> bessern und die Zahl der <hint=hint_persons_fanatic>Fanatiker</hint> bzw. die der <hint=hint_persons_agnostic>Agnostiker</hint> unter den Gemeindemitgliedern beeinflussen.

$ Weise zum Halten einer Predigt einen Lord im Menü des <hint=hint_bld_temple>Tempels</hint> zu.
$ Dies kostet dich einige <hint=hint_resource_rune>Heilige Ringe</hint>, die direkt in die Tasche des Bischofs wandern.
$ Die Effektivität von Predigten hängt von der <hint=hint_skill_speech>Redekunst-Fähigkeit</hint> ab."
hint_sermon_agnostic,"Predigt des Zweifels
$ Wird vom zugewiesenen Lord um 20:00 Uhr abends im <hint=hint_bld_temple>Tempel</hint> vollzogen.
$ Erhöht die Wahrscheinlichkeit für das Auftreten von <hint=hint_persons_agnostic>Agnostikern</hint> und reduziert die Anzahl der religiösen <hint=hint_persons_fanatic>Fanatiker</hint>.
$ Die Effektivität hängt von der Fähigkeitsstufe der <hint=hint_skill_speech>Redekunst</hint> ab.
$ Der Bischof wird über die Frömmigkeit des zugewiesenen Lords nicht erfreut sein, weshalb sich die Beziehungen zu ihm um <red>{rel_im}</red> verschlechtern.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Predigt des Zweifels
{skill_name} Stufe {skill_level}

Chance, dass ein <hint=hint_persons_fanatic>Fanatiker</hint> zu einem normalen Gläubigen und ein Gläubiger zu einem <hint=hint_persons_agnostic>Agnostiker</hint> wird: <green>{chance_teach} %</green>"
hint_sermon_faith,"Predigt des Glaubens
$ Wird vom zugewiesenen Lord um 20:00 Uhr abends im <hint=hint_bld_temple>Tempel</hint> vollzogen.
$ Erhöht die Wahrscheinlichkeit für das Auftreten von religiösen <hint=hint_persons_fanatic>Fanatikern</hint> und reduziert die Anzahl der <hint=hint_persons_agnostic>Agnostiker</hint>.
$ Die Effektivität hängt von der Fähigkeitsstufe der <hint=hint_skill_speech>Redekunst</hint> ab.
$ Der Bischof wird über die Frömmigkeit des zugewiesenen Lords erfreut sein, weshalb sich seine Meinung über ihn um <green>{rel_im}</green> verbessert.
{optional_preach_cost}"
