Key,PortugueseBrazilian
hint_forced_sex_captive_context,"Coagir por sexo
$ {soul_uuid_1} terá {number}% de suas <hint=hint_need_sex>Necessidades Sexuais</hint> atendidas.
$ {soul_uuid_1} terá o pensamento negativo ""vergonha dos pecados"" <red>{number1}</red>.
$ {soul_uuid_2} terá o pensamento negativo ""usaram-me"" <red>{number2}</red>.
$ {soul_uuid_3} terá a relação com seu rei deteriorada em <red>{number3}</red>."
hint_buy_sex,"Subornar por sexo
$ O nobre dará <hint=hint_resource_rune>{runes}</hint> à plebeia, que ficará contente em atender o pedido.
$ A plebeia pode dar a luz a uma <hint=hint_persons_bastard>Criança Bastarda</hint>.
$ Esta ação é considerada um <hint=hint_sin>Pecado</hint>."
hint_buy_sex_context,"Subornar por sexo
$ {soul_uuid_1} irá aplacar sua necessidade sexual.
$ {soul_uuid_1} terá um <hint=hint_sin>Pecado</hint> com valor de <red>{number2}</red>.
$ {soul_uuid_2} receberá um pensamento negativo de <red>{number3}</red>."
hint_not_enought_rings,"Anéis insuficientes
Esta ação requere <hint=hint_resource_rune>{count}</hint>."
hint_not_enought_gold,"Ouro insuficiente
Esta ação requere <hint=hint_resource_gold>{count}</hint>."
hint_set_free_captive,"Soltura de refém
O rei, por sua misericórdia, concede a liberdade ao refém.

<b>Consequências:</b>
$ O refém retornará para casa e seu respectivo rei, {soul_uuid_king}, ficará grato pela misericórdia."
hint_set_join_captive,"Soltar e aceitar na família
O refém será libertado e se juntará à sua família de nobres. A lealdade inicial do nobre será de {loyalty}.

O rei {soul_uuid_king} não ficará contente por você ter levado um dos nobres dele."
hint_set_join_captive_unavailable_by_title,"Indisponível
Não há mais títulos disponíveis em sua família."
hint_set_free,"Soltura de prisioneiro
O personagem ganha a liberdade e se torna um <hint=hint_persons_peasant>Camponês</hint> ou um guerreiro. O personagem pode decidir deixar a sua província.

Ao ser solto, o personagem recebe um pensamento positivo proporcional a seu desejo por liberdade.

<b>DICA:</b> você pode libertar prisioneiros mais rápido ao clicar no pequeno botão vermelho nas imagens deles no menu do guarda da prisão."
hint_punish,"Punição
$ Os <hint=hint_crimer>Criminosos</hint> normais são punidos pelos <hint=hint_persons_executer>Executores</hint>, enquanto que os nobres recebem punições com uma tarefa atribuída ao <hint=hint_persons_king>Rei</hint>.
$ Punir inocentes será interpretado pelos outros personagens como um ato de <hint=hint_terror>Terror</hint>.

É necessário ter um <hint=hint_bld_scafod>Patíbulo</hint> para realizar punições."
hint_punish_unavailable_no_gallows,"Construir um patíbulo
Para realizar punições, é necessário construir um <hint=hint_bld_scafod>Patíbulo</hint>."
hint_punish_unavailable_no_king,"Sem rei
Para realizar punições, é necessário haver um rei, mas não há nenhum disponível."
hint_punishment_mask_of_shame,"Máscara da Vergonha
$ O personagem usará a Máscara da Vergonha por um dia, e outro personagem que esteja de mau humor poderá bater nele sem consequências.
$ Se um criminoso for punido desta forma, ele voltará a ser um camponês normal ao fim da punição.

Esta <hint=hint_punish>Punição</hint> dá um leve <green>pensamento positivo</green> aos espectadores dentro do raio de influência do <hint=hint_bld_scafod>Patíbulo</hint>."
hint_punishment_exile,"Exilar
O personagem é banido da cidade. Não se sabe se ele irá voltar, se juntar a outra família ou desaparecer para sempre.

Se é um simples <hint=hint_persons_criminal>Vadio</hint> sendo punido, ele se juntará aos <hint=hint_persons_forest_bandits>Bandidos da Floresta</hint> após ser exilado.

[hint_punish]"
hint_punishment_execution,"Execução
$ O personagem tem sua cabeça cortada.
$Alguns dos <hint=hint_persons_criminal>Vadios</hint> observando podem decidir se tornar <hint=hint_persons_cuthroat>Facínoras</hint>.

Esta é a <hint=hint_punish>Punição</hint> que dá o melhor <green>pensamento positivo</green> aos espectadores dentro do raio de influência do <hint=hint_bld_scafod>Patíbulo</hint>."
hint_punishment_blindness,"Cegar
$ O personagem ficará <hint=hint_blindness>Cego</hint>.

Esta <hint=hint_punish>Punição</hint> dá um <green>pensamento positivo</green> moderado aos espectadores dentro do raio de influência do <hint=hint_bld_scafod>Patíbulo</hint>."
hint_punishment_enslave,"Aprisionar
O personagem se tornará um <hint=hint_persons_slave>Prisioneiro</hint>.

Alguns dos <hint=hint_persons_criminal>Vadios</hint> observando podem decidir se tornar <hint=hint_persons_cuthroat>Facínoras</hint>.

[hint_punish]"
hint_inspection,"Instruções
Os trabalhadores não sabem quais são os seus planos e precisam receber instruções dos nobres.

<img=hint_inspection></img>

Atribua um nobre para administrar o salão e ele dará instruções aos servos todas as manhãs que, por sua vez, as distribuirão aos edifícios de produção.

$ A performance do edifício depende da habilidade de <hint=hint_skill_management>Administração</hint> do membro da nobreza responsável.
$ As instruções duram <b>3 dias</b>. Passado esse prazo, os trabalhadores perderão o moral e a produtividade cairá bastante.
$ Chegará o momento em que os nobres não terão como acompanhar todos os edifícios e você terá que construir uma <hint=hint_bld_chancellery>Chancelaria</hint>."
hint_inspection_order,"Instruções
Durante o dia de trabalho, o personagem selecionado dará instruções aos trabalhadores do edifício e eles começarão a trabalhar. As instruções duram por 3 dias, passado esse prazo os trabalhadores pararão o que estão fazendo e aguardarão novas ordens.

Produtos adicionais serão produzidos no edifício com base na habilidade de <hint=hint_skill_management>Administração</hint> do nobre atribuído. Este bônus é ampliado pela quantidade de trabalhadores no edifício e o nível do edifício.

A ação será realizada diariamente durante as horas de trabalho entre às 9 am às 6 pm, enquanto seja possível ou você a cancele."
hint_inspection_context,"Instruções
As instruções são passadas diariamente aos servos do salão para que eles as distribuam para os demais trabalhadores.
Habilidade de {skill_name} nv. {skill_level}

Bônus de produção: <green>{production_bonus}%</green>"
hint_inspection_chancery_context,"Instruções aos funcionários
Distribuição de instruções aos funcionários na <hint=hint_bld_chancellery>Chancelaria</hint>. Os funcionários irão aos edifícios aos quais eles estão atribuídos para passar as instruções aos trabalhadores.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ O bônus de produção será de <green>{production_bonus}%</green> (habilidade de {skill_name} nv. {skill_level}).
$ Cada distribuição de instrução custará <hint=hint_resource_paper>{paper_cost}</hint>."
hint_inspection_chancery_context_has_trait,"~
$ Este nobre possui a característica <hint=hint_trait_precise_language>Linguagem Precisa</hint>, então o bônus de produção será de <green>{production_bonus}%</green> (habilidade de {skill_name} nv. {skill_level})."
hint_control,"Administração direta

Gerenciar o edifício pessoalmente para deixá-lo operacional.

<b>Consequências</b>:
Necessidade de <hint=hint_need_fun>Descanso</hint>.

Esta ação ocupará todo o dia de trabalho."
hint_control_context,"Administração direta

O personagem irá gerenciar o edifício em pessoa e o local só funcionará com a presença dele.

A ação será realizada diariamente durante as horas de trabalho, das 9 am às 6 pm, enquanto seja possível ou você a cancele.

Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>."
hint_train_combat,"Treinamento de guerreiros
Durante o dia de trabalho, o personagem selecionado irá realizar o treinamento dos guerreiros para melhorar a habilidade de <hint=hint_skill_combat>Combate</hint> deles.

A eficácia do treinamento depende da habilidade de <hint=hint_skill_teaching>Ensinar</hint> do nobre.

A ação será realizada diariamente durante as horas de trabalho entre às 9 am às 6 pm, enquanto seja possível ou você a cancele.

Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>."
hint_learning,"Ensinar
Um nobre treina outro nobre em uma <hint=hint_skills>Habilidade</hint> selecionada.

$ Durante o treinamento de habilidade, o estudante ganhará pontos de experiência e, ao preencher a barra, ganhará um novo nível naquela habilidade. Cada novo nível exige mais pontos de experiência.
$ A quantidade de experiência ganha depende da habilidade de <hint=hint_skill_teaching>Ensinar</hint> do instrutor e será mais alta para crianças e jovens de até 21 anos.
$ O nível máximo que pode ser alcançado na habilidade treinada é definido pelo nível do instrutor naquela habilidade.
$ A ação será realizada diariamente enquanto possível ou até que você a cancele.
$ Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>."
hint_learning_context,"Estudar só
O personagem ganhará <green>{exp}</green> pontos de experiência (<green>{exp_talent}</green>, se tiver um talento).

Pontos de experiência até o próximo nível: <b>{exp_now} / {exp_lvl_up}</b>.

<b>Consequências</b>:
Necessidade de <hint=hint_need_fun>Descanso</hint>."
hint_gallows_inspection_context,"Administração do patíbulo
Para que o patíbulo possa funcionar, o nobre responsável pela administração dará instruções ao carrasco todas as noites."
hint_sermon,"Sermã
Os nobres podem realizar sermões nos <hint=hint_bld_temple>Templos</hint>. Eles podem ser usados para melhorar a média de <hint=hint_mood>Humor</hint> e para influenciar a quantidade de <hint=hint_persons_fanatic>Fanáticos</hint> e de <hint=hint_persons_agnostic>Agnósticos</hint> entre os paroquianos.

$ Para realizar um sermão, atribua um nobre no menu do <hint=hint_bld_temple>Templo</hint>.
$ A ação custará alguns <hint=hint_resource_rune>Anéis Sagrados</hint>, que serão recebidos pelo bispo.
$ A eficiência do sermão depende da habilidade de <hint=hint_skill_speech>Persuasão</hint>."
hint_sermon_agnostic,"Sermão de dúvida
$ Realizado às 20h pelo nobre atribuído no <hint=hint_bld_temple>Templo</hint>.
$ Aumenta a probabilidade do surgimento de <hint=hint_persons_agnostic>Agnósticos</hint> e reduz a quantidade de <hint=hint_persons_fanatic>Fanáticos</hint> religiosos.
$ A eficiência depende do nível da habilidade de <hint=hint_skill_speech>Persuasão</hint>.
$ O bispo ficará desapontado com a falta de piedade do nobre escolhido e a relação entre eles irá piorar em <red>{rel_im}</red>.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Sermão de dúvida
Habilidade de {skill_name} nv. {skill_level}

Chance de um <hint=hint_persons_fanatic>Fanático</hint> se tornar um fiel normal e um fiel se tornar um <hint=hint_persons_agnostic>Agnóstico</hint>: <green>{chance_teach}%</green>"
hint_sermon_faith,"Sermão de fé
$ Realizado às 20h pelo nobre atribuído no <hint=hint_bld_temple>Templo</hint>.
$ Aumenta a probabilidade do surgimento de <hint=hint_persons_fanatic>Fanáticos</hint> religiosos e reduz a quantidade de <hint=hint_persons_agnostic>Agnósticos</hint>.
$ A eficiência depende do nível da habilidade de <hint=hint_skill_speech>Persuasão</hint>.
$ O bispo ficará contente com a piedade do nobre escolhido e a relação entre eles irá melhorar<green>{rel_im}</green>.
{optional_preach_cost}"
hint_sermon_faith_context,"Sermão de fé
Habilidade de {skill_name}: nv. {skill_level}

Chance de um fiel normal se tornar um <hint=hint_persons_fanatic>Fanático</hint> e um <hint=hint_persons_agnostic>Agnóstico</hint> se tornar um fiel: <green>{chance_teach}%</green>"
hint_sermon_dogma,"Sermão de dogma
Pregar uma nova <hint=hint_dogma>Doutrina</hint>.

A probabilidade dos moradores aceitarem-na depende da habilidade de <hint=hint_skill_speech>Persuasão</hint>.

A ação será realizada diariamente durante a <hint=hint_morning_pray>Missa Matutina</hint> enquanto for possível ou até que você cancele a ação.

Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>."
hint_book_learn,"Estudar um livro
Estudar um livro para adquirir <hint=hint_idea>Conhecimento</hint>.

Quanto mais alto for o nível de <hint=hint_skill_knowledge>Inteligência</hint> do nobre, mais rápido o conhecimento será adquirido.

Após estudar o livro, o personagem será capaz de criar uma cópia dele usando <hint=hint_resource_paper>Papel</hint>.

A ação será realizada diariamente enquanto for possível ou até que você cancele a ação.

Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>.
{optional_learn_time}"
hint_book_rewrite,"Reescrever um livro
Um nobre transcreverá um livro para criar uma nova cópia dele. No processo, o nobre adquirirá <hint=hint_idea>Conhecimento</hint>.

Quanto mais alto for o nível de <hint=hint_skill_knowledge>Inteligência</hint> do nobre, mais rápido o livro será transcrito.

Exige de <hint=hint_resource_paper>{paper_number_min}</hint> a <hint=hint_resource_paper>{paper_number_max}</hint> a depender do nível de conhecimento.

A ação será realizada diariamente durante as horas de trabalho, das 9h às 18h, enquanto for possível ou até que você cancele a ação.

Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>.
{optional_learn_time}"
hint_book_write,"Escrever um livro
Um nobre cria um <hint=hint_book>Livro</hint> com base em <hint=hint_idea>Conhecimento</hint>.

$ Quanto mais alto for o nível de <hint=hint_skill_knowledge>Inteligência</hint> do nobre, mais rápido o livro será escrito.
$ Como o personagem já tem familiaridade com o conhecimento, o livro será escrito bem mais rápido.

Exige de <hint=hint_resource_paper>{paper_number_min}</hint> a <hint=hint_resource_paper>{paper_number_max}</hint> a depender do nível de conhecimento.

A ação será realizada diariamente durante as horas de trabalho, das 9h às 18h, enquanto for possível ou até que você cancele a ação.

Esta ação gera a necessidade de <hint=hint_need_fun>Descanso</hint>.
{optional_learn_time}"
