Key,Japanese
hint_set_join_captive,"解放して一族に迎え入れる
人質を解放して、領主の一族へと迎え入れます。元人質たちの忠誠心は {loyalty} に設定されます。

{soul_uuid_king}王は自分の領主が引き抜かれていくことに激しく反対するでしょう。"
hint_set_join_captive_unavailable_by_title,"利用できません
あなたの一族には与えられる爵位がありません。"
hint_set_free,"囚人の解放
キャラクターには自由が与えられて、<hint=hint_persons_peasant>農民</hint>または戦士になります。キャラクターは王国を去る選択をするかもしれません。

解放時に、キャラクターは抱いている自由への憧れに応じて、ポジティブな思考を受け取ります。

<b>ヒント：</b>刑務所メニューの囚人のアイコンにある小さな赤いボタンをクリックすると、素早く囚人を解放できます。"
hint_punish,"処罰
$一般的な<hint=hint_crimer>犯罪者</hint>が<hint=hint_persons_executer>死刑執行人</hint>に罰せられるのに対して、領主は<hint=hint_persons_king>王</hint>に任務を割り当てることで処罰されます。
$無実の者を罰すると、他のキャラクターは<hint=hint_terror>恐怖</hint>を植え付けられます。

処罰を行うには<hint=hint_bld_scafod>処刑台</hint>が必要です。"
hint_punish_unavailable_no_gallows,"処刑台を作る
処罰を実施するには、<hint=hint_bld_scafod>処刑台</hint>を建設する必要があります。"
hint_punish_unavailable_no_king,"王の不在
処罰を実施するには、王がいなければいけませんが、今は誰もいません。"
hint_punishment_mask_of_shame,"羞恥の仮面
$キャラクターが1日の間羞恥の仮面をつけると、ムードの悪い他のキャラクターが仮面のキャラクターを自由に殴ることができます。
$犯罪者が処罰され、処罰の期間が過ぎると、通常の農民へと戻ります。

この<hint=hint_punish>処罰</hint>により、<hint=hint_bld_scafod>処刑台</hint>の影響範囲内にいる見物人に<b>わずか</b>に<green>ポジティブな思考</green>を与えます。"
hint_punishment_exile,"追放
そのキャラクターは街から追放されます。戻ってくるのか、他の貴族の家に入るのか、それとも永遠に姿を消すのかはわかりません。

処罰を受けるのが単なる<hint=hint_persons_criminal>放浪人</hint>であれば、追放されると<hint=hint_persons_forest_bandits>森の盗賊</hint>に加わります。

[hint_punish]"
hint_punishment_execution,"処刑
$キャラクターは頭をはねられます。これは通常、致命的です。
$見物している<hint=hint_persons_criminal>放浪人</hint>の中には<hint=hint_persons_cuthroat>殺し屋</hint>になろうと決心する者もいます。

この<hint=hint_punish>処罰</hint>は<hint=hint_bld_scafod>処刑台</hint>の影響範囲内にいる見物人に<b>最大</b>の<green>ポジティブな思考</green>を与えます。"
hint_punishment_blindness,"盲目
$キャラクターは<hint=hint_blindness>盲目</hint>になります。

この<hint=hint_punish>処罰</hint>は<hint=hint_bld_scafod>処刑台</hint>の影響範囲内にいる見物人に<b>中程度</b>の<green>ポジティブな思考</green>を与えます。"
hint_punishment_enslave,"投獄
キャラクターは<hint=hint_persons_slave>囚人</hint>となります。

見物している<hint=hint_persons_criminal>放浪人</hint>の中には、<hint=hint_persons_cuthroat>殺し屋</hint>になろうと決心する者もいます。

[hint_punish]"
hint_inspection,"指示
ノアランドでは、労働者はあなたの計画を理解しておらず、領主からの指示がなければ働きません。

<img=hint_inspection></img>

屋敷に領主である管理者を配置し、毎朝召使いに指示を与え、召使いはそれを生産の建物に伝えます。

$建物の生産性は、割り当てた領主の<hint=hint_skill_management>管理</hint>スキルに左右されます。
$指示を与えると、<b>3日間</b>有効となり、その後労働者は怠け始め、生産性が大幅に下がります。
$ある時点で領主たちはついてこなくなります。その場合は<hint=hint_bld_chancellery>官庁</hint>を建設する必要が生じます。"
hint_inspection_order,"指示
労働日に、選ばれたキャラクターがこの建物の労働者に指示を出し、彼らは働き始めます。一度指示を与えると、3日間は有効で、その後労働者はだらけ始めて、生産性が大幅に下がります。

指示を割り当てた領主の<hint=hint_skill_management>管理</hint>スキルに基づいて、建物では追加の生産が行われます。このボーナスは、建物の労働者の数および建物のレベルで増えます。

アクションは毎日午前9時から午後6時までの労働時間内に、可能な限り、またはあなたが労働をキャンセルするまで実行されます。"
hint_inspection_context,"指示
指示
屋敷の召使いに指示を毎日出すと、召使いがすべての労働者にその指示を伝えます。

{skill_name}{skill_level}レベル

生産ボーナス：<green>{production_bonus}%</green>"
hint_inspection_chancery_context,"官吏への指示
<hint=hint_bld_chancellery>官庁</hint>の官吏に指示を出します。官吏が自分の割り当てられた建物へと行き、労働者に指示を伝えます。

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ 生産ボーナスは <green>{production_bonus}%</green>です ({skill_name} レベル {skill_level})。
$ 指示を出すには、それぞれ <hint=hint_resource_paper>1</hint> の費用が掛かります。"
hint_inspection_chancery_context_has_trait,"~
$ この領主は<hint=hint_trait_precise_language>正確な言葉</hint>の特徴があるため、生産ボーナスは <green>{production_bonus}%</green>になります ({skill_name} レベル {skill_level})。"
hint_control,"直接管理

建物を運用するための直接管理です。

<b>副作用</b>：
<hint=hint_need_fun>休息</hint>が必要になります。

労働日を一日すべて使うアクションになります。"
hint_control_context,"直接管理

キャラクターが直接建物を管理し、彼らがいるときだけ建物は機能します。

アクションは毎日午前9時から午後6時までの労働時間内に、可能な限り、またはあなたがキャンセルするまで実行されます。

このアクションを実行することで、<hint=hint_need_fun>休息</hint>が必要になります。"
hint_train_combat,"戦士の訓練
労働日に、選択したキャラクターが戦士の訓練を行い、<hint=hint_skill_combat>戦闘</hint>スキルを向上させまｓ。

訓練の効果は領主の<hint=hint_skill_teaching>教育</hint>スキルによって決まります。

アクションは毎日午前9時から午後6時までの労働時間内に、可能な限り、またはあなたがキャンセルするまで実行されます。

このアクションを実行することで、<hint=hint_need_fun>休息</hint>が必要になります。"
hint_learning,"教育
ある領主が別の領主を選択した<hint=hint_skills>スキル</hint>に関して訓練します。

$ スキル訓練中に、生徒は経験値ポイントを獲得して、一定の値に達するとそのスキルの新しいレベルを獲得します。次のレベルに到達するには、さらに多くの経験値ポイントが必要になります。
$ 獲得する経験値ポイントの量は、教える側の慮うりゅの<hint=hint_skill_teaching>教育</hint>スキルによって決まり、子供や21歳までの若者の場合、より多くのポイントを獲得します。
$ 教えている領主のスキルレベルが、訓練により到達できる最高レベルとなります。
$ このアクションは、可能であれば、毎日実施され、もしくはキャンセルするまで続きます。
$ このアクションを実行することで、<hint=hint_need_fun>休息</hint>が必要になります。"
hint_learning_context,"独学
キャラクターは <green>{exp}</green> 経験値ポイントを獲得します (タレントがある場合、<green>{exp_talent}</green>)。

次のレベルに必要な経験ポイント： <b>{exp_now} / {exp_lvl_up}</b>。

<b>副作用</b>：
<hint=hint_need_fun>休息</hint>が必要になります。"
hint_gallows_inspection_context,"処刑台管理
処刑台が機能するために、割り当てられた領主が毎晩、死刑執行人に指示を出します。"
hint_sermon,"説教
領主は<hint=hint_bld_temple>礼拝堂</hint>で説教を行うことができます。説教を行うことで全体的な<hint=hint_mood>ムード</hint>を改善し、教会信者の中の<hint=hint_persons_fanatic>狂信者</hint>、<hint=hint_persons_agnostic>無神論者</hint>の数に影響を及ぼします。

$説教を行うには、<hint=hint_bld_temple>礼拝堂</hint>メニューで領主を割り当てます。
$これにはいくつかの<hint=hint_resource_rune>神聖なリング</hint>を消費し、その神聖なリングは司教の懐へと入ります。
$説教の効果は<hint=hint_skill_speech>説得</hint>スキルに応じて変動します。"
