Key,Russian
hint_wish_friend,"Желание дружбы
Персонаж чувствует себя одиноко, и хочет завести друга.

[hint_MORAL_DEBUFF]

Чтобы помочь ему, выберите подходящую цель, с высоким взаимным <hint=hint_interest>интерес</hint>, и предложите им провести время вместе или сходить на охоту.

[hint_its_a_dream]"
hint_wish_population50,"Желание крупного поселения
Персонаж желает править более крупным поселением, чем сейчас. 

[hint_MORAL_DEBUFF]

Достигните уровня населения хотя бы в 20 человек.

[hint_its_a_dream]"
hint_wish_happiness50,"Желание счастья подданым
Персонаж желает счастья своим подданым. 

[hint_MORAL_DEBUFF]

Достигните среднего уровня счастья населения хотя бы в 50.

[hint_its_a_dream]"
hint_wish_victory,"Желание побеждать
Персонаж страстно желает победить в настоящем сражении. 

Поставьте его во главе армии и одержите победу!

[hint_its_a_dream]"
hint_wish_make_gift,"Желание наградить
Персонаж хочет порадовать кого-нибудь из подданых подарком.

[hint_MORAL_DEBUFF]

Попробуйте наградить кого-нибудь от его лица.

[hint_its_a_dream]"
hint_wish_execute,"Желание казнить
Персонаж одержим идеей кого-то казнить.

[hint_MORAL_DEBUFF]

Назначьте его, чтобы <hint=hint_punishment_execution>отрубить кому-нибудь голову</hint>.

[hint_its_a_dream]"
hint_wish_write_book,"Желание написать книгу
Персонаж мечтает <hint=hint_book_write>написать</hint> книгу

[hint_MORAL_DEBUFF]

Сделать это можно в <hint=hint_knowledge_menu>меню Знаний</hint>.

[hint_its_a_dream]"
hint_wish_know5,"Желание увеличить познания
Персонаж мечтает расшить свои горизонты изучив хотя бы два <hint=hint_idea>знания</hint>

[hint_MORAL_DEBUFF]

Чтобы помочь ему в этом, покупайте <hint=hint_book>книги</hint> у <hint=hint_holy_caravan>Святого Каравана</hint>, и изучайте их в <hint=hint_knowledge_menu>меню Знаний</hint>.

[hint_its_a_obsession]"
hint_wish_learn_tech,"Желание изучить знание
Персонаж мечтает узнать что-то новое и изучить свое первое <hint=hint_idea>знание</hint>

[hint_MORAL_DEBUFF]

Чтобы помочь ему в этом, покупайте <hint=hint_book>книги</hint> у <hint=hint_holy_caravan>Святого Каравана</hint>, и изучайте их в <hint=hint_knowledge_menu>меню Знаний</hint>.

[hint_its_a_obsession]"
hint_wish_meat,"Желание съесть мяса
Персонаж давно не ел свинины и хочет вспомнить каково оно на вкус. 

[hint_MORAL_DEBUFF]

Проследите, чтобы у вас на складе было <hint=hint_resource_meat>Мясо</hint>.

[hint_its_a_dream]"
hint_wish_get_gift,"Желание награды
Персонаж чувствует, что его недооценивают и мечтает о награде из рук короля

[hint_MORAL_DEBUFF]

Попросите короля наградить его.

[hint_its_a_obsession]"
