Key,Italiana
hint_action_task_consolation_unavailable_dont_need,"Non disponibile
Questo personaggio non ha bisogno di essere confortato."
hint_action_task_consolation_unavailable_already_dont_need,"Non disponibile
Questo personaggio ha già ricevuto conforto."
hint_action_task_consolation_unavailable_by_opinion,"Non disponibile
Il vescovo non ha un rapporto sufficientemente buono con questo personaggio e non eseguirà questa azione."
hint_action_task_unavailable_bad_opinion,"Non disponibile
{soul_uuid_1} non ha un rapporto sufficientemente buono con {soul_uuid_2}. Al momento, il rapporto tra i due è {current_opinion} ed è necessario almeno {required_opinion}."
hint_action_task_unavailable_no_titles,"Non disponibile
Non ci sono <hint=hint_title>titoli</hint> disponibili per il nobile."
hint_forced_sex_slave,
hint_forced_sex_slave_context,
hint_forced_sex_captive,"Coercizione al sesso
$ Il personaggio costretto può concepire un <hint=hint_persons_bastard>figlio illegittimo</hint>.
$ Il monarca della famiglia nobiliare a cui appartiene la prigioniera lo considererà una tortura.
$ Questa azione è considerata un <hint=hint_sin>peccato</hint>."
hint_forced_sex_captive_context,"Coercizione al sesso
$ {soul_uuid_1} avrà un {number}% dei suoi <hint=hint_need_sex>bisogni sessuali</hint> soddisfatti.
$ {soul_uuid_1} avrà un pensiero negativo ""Vergogna per i peccati"" <red>{number1}</red>.
$ {soul_uuid_2} avrà un pensiero negativo ""Mi hanno usato"" <red>{number2}</red>.
$ Il rapporto di {soul_uuid_3} con il tuo monarca peggiorerà di <red>{number3}</red>."
hint_buy_sex,"Corruzione per sesso
$ Il nobile darà alla popolana <hint=hint_resource_rune>{runes}</hint>, e la popolana sarà contenta di esaudire la sua richiesta personale.
$ La popolana potrebbe dare alla luce un figlio che sarà <hint=hint_persons_bastard>illegittimo</hint>.
$ Questa azione è considerata un <hint=hint_sin>peccato</hint>."
hint_buy_sex_context,"Corruzione per sesso
$ {soul_uuid_1} soddisferà i suoi bisogni sessuali.
$ {soul_uuid_1} riceverà un <hint=hint_sin>peccato</hint> con una forza pari a <red>{number2}</red>.
$ {soul_uuid_2} riceverà un pensiero negativo <red>{number3}</red>."
hint_not_enought_rings,"Anelli insufficienti
Questa azione richiede <hint=hint_resource_rune>{count}</hint>."
hint_not_enought_gold,"Oro insufficiente
Questa azione richiede <hint=hint_resource_gold>{count}</hint>."
hint_set_free_captive,"Rilascia un ostaggio
Il monarca, nella sua misericordia, concede la libertà all'ostaggio.

<b>Conseguenze:</b>
$ L'ostaggio tornerà a casa e il suo monarca {soul_uuid_king} ti sarà riconoscente per la tua misericordia."
hint_set_join_captive,"Rilascia e accetta in famiglia
L'ostaggio verrà rilasciato e si unirà alla tua famiglia nobiliare. La sua lealtà iniziale sarà impostata a {loyalty}.

Il monarca {soul_uuid_king} disapproverà fortemente il fatto che tu abbia sfruttato i suoi nobili."
hint_set_join_captive_unavailable_by_title,"Non disponibile
Non ci sono più titoli disponibili nella tua famiglia."
hint_set_free,"Rilascia un prigioniero
Il personaggio ottiene la libertà e diventa <hint=hint_persons_peasant>popolano</hint> o guerriero. Il personaggio può scegliere di lasciare la tua provincia.

Al momento del rilascio, il personaggio riceve un pensiero positivo proporzionale al suo desiderio di libertà.

<b>Suggerimento:</b> puoi rilasciare i prigionieri più rapidamente facendo clic piccolo pulsante rosso sul loro ritratto nel menu della prigione."
hint_punish,"Punizione
$ I <hint=hint_crimer>criminali</hint> normali vengono puniti dai <hint=hint_persons_executer>boia</hint>, mentre i nobili vengono puniti manualmente assegnando un compito al <hint=hint_persons_king>monarca</hint>.
$ Punire l'innocente sarà percepito dagli altri personaggi sotto forma di <hint=hint_terror>terrore</hint>.

Le punizioni richiedono il <hint=hint_bld_scafod>patibolo</hint>."
hint_punish_unavailable_no_gallows,"Costruisci un patibolo
Per eseguire le punizioni, è necessario costruire un <hint=hint_bld_scafod>patibolo</hint>."
hint_punish_unavailable_no_king,"Nessun monarca
Per eseguire le punizioni è necessario un monarca, ma non è disponibile."
hint_punishment_mask_of_shame,"Maschera d'infamia
$ Il personaggio indossa la Maschera d'infamia per un giorno e un altro personaggio con morale basso può picchiarlo senza conseguenze.
$ Se a essere punito è un criminale, tornerà a essere un normale popolano una volta che il periodo di punizione sarà terminato.

Questa <hint=hint_punish>punizione</hint> fornisce un <b>piccolo</b> <green>pensiero positivo</green> agli spettatori all'interno del raggio d'influenza del <hint=hint_bld_scafod>patibolo</hint>."
hint_punishment_exile,"Esilio
Il personaggio viene bandito dalla città. Non si sa se tornerà, se si unirà a un'altra famiglia nobiliare o se scomparirà per sempre.

Se viene punito un semplice <hint=hint_persons_criminal>vagabondo</hint>, dopo l'esilio si unirà ai <hint=hint_persons_forest_bandits>fuorilegge delle foreste</hint>.

[hint_punish]"
hint_punishment_execution,"Esecuzione
$ Al personaggio viene tagliata la testa. Di solito, questa punizione è fatale.
$ Alcuni <hint=hint_persons_criminal>vagabondi</hint> che osservano potrebbero decidere di diventare <hint=hint_persons_cuthroat>malviventi</hint>.

Questa <hint=hint_punish>punizione</hint> fornisce il <green>pensiero positivo</green> <b>più grande</b> agli spettatori all'interno del raggio d'influenza del <hint=hint_bld_scafod>patibolo</hint>."
hint_punishment_blindness,"Accecamento
$ Il personaggio diventerà <hint=hint_blindness>cieco</hint>.

Questa <hint=hint_punish>punizione</hint> fornisce un <green>pensiero positivo</green> <b>moderato</b> agli spettatori all'interno del raggio d'influenza del <hint=hint_bld_scafod>patibolo</hint>."
hint_punishment_enslave,"Reclusione
Il personaggio diventa un <hint=hint_persons_slave>prigioniero</hint>.

Alcuni dei <hint=hint_persons_criminal>vagabondi</hint> in attesa potrebbero decidere di diventare <hint=hint_persons_cuthroat>malviventi</hint>.

[hint_punish]"
hint_inspection,"Ordini
In Norland, i lavoratori non conoscono i tuoi piani e devono ricevere ordini dai tuoi nobili.

<img=hint_inspection></img>

Assegna un nobile amministratore al salone e ogni mattina darà ordini ai servitori, i quali li impartiscono agli edifici di produzione.

$ Nell'edificio si produrranno prodotti aggiuntivi in base all'abilità <hint=hint_skill_management>Amministrazione</hint> del nobile assegnato.
$ Gli ordini avranno una validità di <b>tre giorni</b>, dopodiché i lavoratori inizieranno a battere la fiacca e ridurranno la loro produttività in modo significativo.
$ A un certo punto, i nobili non riusciranno a gestire tutto, e quindi dovrai costruire una <hint=hint_bld_chancellery>cancelleria</hint>."
hint_inspection_order,"Ordini
Durante la giornata lavorativa, il personaggio selezionato darà ordini ai lavoratori dell'edificio, che inizieranno a lavorare. Gli ordini avranno una validità di 3 giorni, dopodiché i lavoratori inizieranno a battere la fiacca e ridurranno la loro produttività in modo significativo.

Nell'edificio si produrranno prodotti aggiuntivi in base all'abilità <hint=hint_skill_management>Amministrazione</hint> del nobile assegnato. Questo bonus è amplificato dal numero di lavoratori presenti nell'edificio e dal livello dell'edificio stesso.

L'azione sarà eseguita ogni giorno durante l'orario di lavoro dalle 9 alle 18 finché sarà possibile o finché non la annullerai."
hint_inspection_context,"Ordini
Impartisce quotidianamente ordini ai servitori del salone, affinché possano trasmetterli a tutti i lavoratori.

{skill_name} liv. {skill_level}

Bonus alla produzione: <green>{production_bonus}%</green>"
hint_inspection_chancery_context,"Ordini ai funzionari
Impartisce ordini ai funzionari della <hint=hint_bld_chancellery>cancelleria</hint>. I funzionari si recheranno negli edifici in cui sono stati assegnati e trasmetteranno gli ordini ai lavoratori.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ Il bonus di produzione sarà <green>{production_bonus}%</green> ({skill_name} livello {skill_level}).
$ Ogni distribuzione di ordini costerà <hint=hint_resource_paper>1</hint>."
hint_inspection_chancery_context_has_trait,"~
$ Questo nobile possiede il tratto <hint=hint_trait_precise_language>Lingua affilata</hint>, quindi il bonus di produzione sarà <green>{production_bonus}%</green> ({skill_name} livello {skill_level})."
hint_control,"Controllo diretto

Gestisci direttamente l'edificio per renderlo operativo.

<b>Effetto collaterale</b>:
Bisogno di <hint=hint_need_fun>riposo</hint>.

L'azione richiede l'intera giornata lavorativa."
hint_control_context,"Controllo diretto

Il personaggio gestirà direttamente l'edificio, che funzionerà solo in sua presenza.

L'azione sarà eseguita ogni giorno durante l'orario di lavoro dalle 9 alle 18 finché sarà possibile o finché non la annullerai.

Questa azione genera il bisogno di <hint=hint_need_fun>riposo</hint>."
hint_train_combat,"Addestramento dei guerrieri
Durante la giornata lavorativa, il personaggio selezionato condurrà l'addestramento dei guerrieri, migliorando la loro abilità <hint=hint_skill_combat>Combattimento</hint>.

L'efficacia dell'addestramento dipende dall'abilità <hint=hint_skill_teaching>Insegnamento</hint> del nobile.

L'azione sarà eseguita ogni giorno durante l'orario di lavoro dalle 9 alle 18 finché sarà possibile o finché non la annullerai.

Questa azione genera il bisogno di <hint=hint_need_fun>riposo</hint>."
hint_learning,"Insegnamento
Un nobile addestra un altro nobile in un'<hint=hint_skills>abilità</hint> selezionata.

$ Durante l'addestramento dell'abilità, l'allievo otterrà punti esperienza e, una volta raggiunta una soglia, otterrà un nuovo livello in quell'abilità. Ogni nuovo livello richiede più punti esperienza.
$ La quantità di esperienza ottenuta dipende dall'abilità <hint=hint_skill_teaching>Insegnamento</hint> dell'istruttore e sarà maggiore per i minori e i giovani fino a 21 anni.
$ Il livello massimo raggiungibile nell'abilità allenata è stabilito dal livello dell'istruttore in quell'abilità.
$ L'azione sarà eseguita quotidianamente finché sarà possibile o finché non la annullerai.
$ Questa azione genera il bisogno di <hint=hint_need_fun>riposo</hint>."
hint_learning_context,"Autoapprendimento
Il personaggio otterrà <green>{exp}</green> punti esperienza (<green>{exp_talent}</green> se ha un talento).

Punti esperienza per il livello successivo: <b>{exp_now}/{exp_lvl_up}</b>.

<b>Effetto collaterale</b>:
Bisogno di <hint=hint_need_fun>riposo</hint>."
hint_gallows_inspection_context,"Gestione del patibolo
Affinché il patibolo sia operativo, il nobile assegnato darà ordini al boia ogni sera."
hint_sermon,"Sermone
I nobili possono tenere sermoni nei <hint=hint_bld_temple>templi</hint>. Questi possono essere usati per migliorare il <hint=hint_mood>morale</hint> complessivo e influenzare il numero di <hint=hint_persons_fanatic>fanatici</hint> e <hint=hint_persons_agnostic>agnostici</hint> tra i parrocchiani.

$ Per tenere un sermone, assegna un nobile tramite il menu del <hint=hint_bld_temple>tempio</hint>.
$ Ciò avrà un costo in <hint=hint_resource_rune>anelli sacri</hint>, che finiranno nelle tasche del vescovo.
$ L'efficacia dei sermoni dipende dall'abilità <hint=hint_skill_speech>Persuasione</hint>."
hint_sermon_agnostic,"Sermone miscredente
$ Condotto dal nobile assegnato nel <hint=hint_bld_temple>tempio</hint> alle 20.
$ Aumenta la probabilità di comparsa di <hint=hint_persons_agnostic>agnostici</hint> e riduce il numero di <hint=hint_persons_fanatic>fanatici</hint> religiosi.
$ L'efficacia dipende dal livello dell'abilità <hint=hint_skill_speech>Persuasione</hint>.
$ Il vescovo sarà insoddisfatto per la devozione del nobile designato e il rapporto con lui peggiorerà di <red>{rel_im}</red>.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Sermone miscredente
{skill_name} livello {skill_level}

Probabilità che un <hint=hint_persons_fanatic>fanatico</hint> diventi un credente regolare e che un credente diventi un <hint=hint_persons_agnostic>agnostico</hint>: <green>{chance_teach}%</green>"
hint_sermon_faith,"Sermone devoto
$ Condotto dal nobile assegnato nel <hint=hint_bld_temple>tempio</hint> alle 20.
$ Aumenta la probabilità di comparsa di <hint=hint_persons_fanatic>fanatici</hint> religiosi e riduce il numero di <hint=hint_persons_agnostic>agnostici</hint>.
$ L'efficacia dipende dal livello dell'abilità <hint=hint_skill_speech>Persuasione</hint>.
$ Il vescovo sarà contento per la devozione del nobile designato e il suo rapporto con lui aumenterà di <green>{rel_im}</green>.
{optional_preach_cost}"
hint_sermon_faith_context,"Sermone devoto
{skill_name}: {skill_level}

Probabilità che un credente regolare diventi un <hint=hint_persons_fanatic>fanatico</hint> e che un <hint=hint_persons_agnostic>agnostico</hint> diventi un credente regolare: <green>{chance_teach}%</green>."
hint_sermon_dogma,"Sermone dogmatico
Predica una nuova <hint=hint_dogma>dottrina</hint>.

La probabilità che gli abitanti la accettino dipende dall'abilità <hint=hint_skill_speech>Persuasione</hint>.

L'azione verrà eseguita ogni giorno durante la <hint=hint_morning_pray>preghiera del mattino</hint> finché sarà possibile o finché non la annullerai.

Questa azione genera il bisogno di <hint=hint_need_fun>riposo</hint>."
hint_book_learn,"Studio di un libro
Studia un libro con l'obiettivo di acquisire <hint=hint_idea>conoscenze</hint>.

Più alto è il livello di <hint=hint_skill_knowledge>Intelligenza</hint> del nobile, più veloce è l'acquisizione delle conoscenze.

Dopo aver studiato il libro, il personaggio sarà in grado di crearne una copia utilizzando <hint=hint_resource_paper>carta</hint>.

L'azione sarà eseguita quotidianamente finché sarà possibile o finché non la annullerai."
hint_book_rewrite,"Riscrittura di un libro
Un nobile trascrive un libro per crearne una nuova copia. Nel processo, il nobile acquisisce <hint=hint_idea>conoscenze</hint>.

Più alto è il livello di <hint=hint_skill_knowledge>Intelligenza</hint> del nobile, più veloce sarà la trascrizione del libro.

Richiede da <hint=hint_resource_paper>{paper_number_min}</hint> a <hint=hint_resource_paper>{paper_number_max}</hint> a seconda del livello di conoscenza.

L'azione sarà eseguita quotidianamente finché sarà possibile o finché non la annullerai.
{optional_learn_time}"
hint_book_write,"Scrivi un libro
Un nobile redige un <hint=hint_book>libro</hint> in base alle <hint=hint_idea>conoscenze</hint>.

$ Più alto è il livello di <hint=hint_skill_knowledge>Intelligenza</hint> del nobile, più veloce è la stesura del libro.
$ Poiché il personaggio ha già familiarità con queste conoscenze, il libro viene scritto in modo sensibilmente più veloce.

Richiede da <hint=hint_resource_paper>{paper_number_min}</hint> a <hint=hint_resource_paper>{paper_number_max}</hint> a seconda del livello di conoscenza.

L'azione sarà eseguita ogni giorno durante l'orario di lavoro dalle 9 alle 18 finché sarà possibile o finché non la annullerai.

Questa azione attiva il bisogno di <hint=hint_need_fun>riposo</hint>.
{optional_learn_time}"
