Key,Turkish
hint_action_task_confession_unavailable,"Günah çıkarma mümkün değil.
Asilzaden yakın zamanda günah işlemedi."
hint_action_task_canonization,"Kutsama
Kilise {days} gün boyunca hükümdarının tüm günahlarını affeder.

$ Hükümdarın günah işlerken olumsuz etkilenmez.
$ Köylülerin arasındaki <hint=hint_persons_fanatic>fanatikler</hint> orduna katılmaya daha hevesli olur.
$ Asilzadelerin ve hükümdarların arasındaki ilişki iyileşir ve tebaa daha mutlu olur.

<b>Bedel:</b> <hint=hint_resource_gold>{price}</hint>"
hint_action_task_canonization_unavailable_by_opinion,"Kötü ilişkiler
<hint=hint_saint>Kutsanmak</hint> için hükümdarın ile <hint=hint_relations_matriarch>Maderşah'ın ilişkisi</hint> en az <green>{threshold}</green> olmalıdır."
hint_canonized_already,"Gerçekleştirilemez
Bu karakter zaten kutsanmış."
hint_action_task_divorce,"Boşanma
{soul_uuid_target} ve {soul_uuid_spouce} arasındaki evliliği feshet.

Bu işlemin ardından karakterlerin yeni evliliklere yelken açabilir.

<b>Bedel:</b> <hint=hint_resource_rune>{price}</hint>"
hint_consolation,"Teselli Etme
Piskopos, doğru kelimeleri seçerek sevdiği birinin ölümünün yasını tutan karakteri teselli eder ve acısını hafifletir.

Sonuç: Karakter, sevdiğinin ölümünü daha az düşünmeye başlar."
hint_action_task_begging,"Af Dile
Sophia Ana'nın izni ile piskopos bu karakteri dinleyip günahlarını affeder... Tabii, önce karakterin bir kurban ile samimi olduğunu kanıtlaması gerekir.

Bu işlem sonunda piskoposun {soul_uuid_target} karşısındaki tavrı <green>{rel_plus}</green> kadar iyileşir.

<b>Bedel</b>: <hint=hint_resource_rune>{price}</hint>"
hint_action_task_begging_unavailable_no_need,"Gerçekleştirilemez
Piskopos, {soul_uuid_target} adlı karakteri bir düşman olarak görmediğinden {soul_uuid_target} affa ihtiyaç duymuyor."
hint_action_task_consolation_unavailable_by_cynic,"Gerçekleştirilemez
Alaycı özelliğe sahip bir karakter teselli edilemez."
hint_action_task_consolation_unavailable_dont_need,"Gerçekleştirilemez
Bu karakterin şu an teselli edilmesi gerekmiyor."
hint_action_task_consolation_unavailable_already_dont_need,"Gerçekleştirilemez
Bu karakter zaten teselli edilmiş."
hint_action_task_consolation_unavailable_by_opinion,"Gerçekleştirilemez
Piskopos'un bu karakter ile ilişkisi yeterince iyi değil ve bu eylemi gerçekleştirmez."
hint_action_task_unavailable_bad_opinion,"Gerçekleştirilemez
{soul_uuid_1} ile {soul_uuid_2} arasındaki ilişki yeterince iyi değil. Şu an aralarındaki ilişki {current_opinion} ve en az {required_opinion} olması gerekir."
hint_action_task_unavailable_no_titles,"Gerçekleştirilemez
Asilzade için müsait bir <hint=hint_title>ünvan</hint> bulunmuyor."
hint_forced_sex_slave,
hint_forced_sex_slave_context,
hint_forced_sex_captive,"Sekse Zorlama
$ Zorlanan karakter bir <hint=hint_persons_bastard>piçe</hint> hamile kalabilir.
$ Esirin mensup olduğu soylu aileden gelen hükümdar bunu işkence olarak görür.
$ Bu eylem <hint=hint_sin>günah</hint> olarak görülür."
hint_forced_sex_captive_context,"Sekse Zorlama
$ {soul_uuid_1}, <hint=hint_need_sex>cinsel ihtiyacının</hint> %{number} kadarını giderir.
$ {soul_uuid_1}, olumsuz <red>{number1}</red> ""Günahların utancı"" düşüncesine sahip olur.
$ {soul_uuid_2}, olumsuz <red>{number2}</red> ""Kullanılmış"" düşüncesine sahip olur.
$ {soul_uuid_3}, hükümdarla olan ilişkisini <red>{number3}</red> oranında kötüleştirir."
hint_buy_sex,"Rüşvetle Seks
$ Asilzade, köylüye <hint=hint_resource_rune>{runes}</hint> verir ve köylü bu kişisel isteği gerçekleştirmeye gönüllü olur.
$ Köylü <hint=hint_persons_bastard>piç</hint> bir çocuk doğurabilir.
$ Bu eylem <hint=hint_sin>günah</hint> olarak görülür."
hint_buy_sex_context,"Rüşvetle seks
$ {soul_uuid_1} cinsel ihtiyaçlarını giderir. 
$ {soul_uuid_1}, <red>{number2}</red> gücünde bir <hint=hint_sin>günah</hint> işlemiş olur. 
$ {soul_uuid_2}, <red>{number3}</red> gücünde bir olumsuz düşünce kazanır."
hint_not_enought_rings,"Yetersiz Kutsal Yüzük
Bu eylem <hint=hint_resource_rune>{count}</hint> gerektirir."
hint_not_enought_gold,"Yetersiz Altın
Bu eylem <hint=hint_resource_gold>{count}</hint> gerektirir."
hint_set_free_captive,"Esirleri Serbest Bırak
İnsaflı hükümdar esire özgürlüğünü bahşeder.

<b>Sonuçlar:</b>
$ Esir eve döner ve hükümdarları {soul_uuid_king} insafına müteşekkir olur."
hint_set_join_captive,"Serbest Bırak ve Aileye Kabul Et
Esir serbest bırakılarak asilzade ailene katılır. Sadakati başlangıçta {loyalty} olarak ayarlanır.

Hükümdar {soul_uuid_king}, asilzadelerini çalmanı uygun görmez."
hint_set_join_captive_unavailable_by_title,"Mevcut değil
Ailende daha fazla mevcut ünvan yok."
hint_set_free,"Mahkûmları Serbest Bırak
Karakter özgür kalır ve bir <hint=hint_persons_peasant>köylü</hint> veya savaşçı olur. Karakter vilayetinden ayrılmayı da seçebilir.

Serbest kaldıktan sonra karakter özgürlük arzusu üzerine olumlu bir düşünceye sahip olur.

<b>İpucu:</b> Mahkûmları ""Hapishane Koğuşu"" menüsünden resimlerindeki kırmızı çarpıya tıklayarak daha hızlı serbest bırakabilirsin."
hint_punish,"Ceza
$ Sıradan <hint=hint_crimer>suçlular</hint>, <hint=hint_persons_executer>cellatlar</hint> tarafından cezalandırılırken asilzadeler, <hint=hint_persons_king>hükümdara</hint> görev ataması yapılarak manuel olarak cezalandırılır.
$ Masumları cezalandırmak diğer karakterler tarafından <hint=hint_terror>dehşet</hint> olarak değerlendirilir.

Cezalandırma için <hint=hint_bld_scafod>Darağacı</hint> gerekir."
hint_punish_unavailable_no_gallows,"Darağacı Kur
Cezalandırmalar için <hint=hint_bld_scafod>Darağacı</hint> kurulmalıdır."
hint_punish_unavailable_no_king,"Hükümdar Yok
Cezalandırmak için hükümdar gerekli ancak hiç hükümdar yok."
hint_punishment_mask_of_shame,"Utanç Maskesi
$ Karakter bir gün boyunca Utanç Maskesi takar ve kötü ruh hâline sahip karakterler ceza almaksızın onu dövebilirler.
$ Cezalandırılan kişi bir suçluysa cezası bittikten sonra tekrar sıradan bir vatandaş olur.

Bu <hint=hint_punish>ceza</hint>, <hint=hint_bld_scafod>Darağacı</hint>'nın etki alanındaki seyircilere <b>küçük</b> bir <green>olumlu düşünce</green> kazandırır."
hint_punishment_exile,"Sürgün
Karakter şehrinden sürülür. Ne zaman döneceği, başka bir asil aileye katılıp katılmayacağı veya sonsuza kadar ortadan kaybolup kaybolmayacağı bilinmez.

Cezalandırılan kişi bir <hint=hint_persons_criminal>avareyse</hint> sürgün edildikten sonra <hint=hint_persons_forest_bandits>orman haydutlarına</hint> katılır.

[hint_punish]"
hint_punishment_execution,"İnfaz
$ Karakterin başı kesilir. Bu genellikle ölümcüldür.
$ Bazı gözlemci <hint=hint_persons_criminal>avareler</hint>, <hint=hint_persons_cuthroat>eşkıya</hint> olmaya karar verebilir.

Bu <hint=hint_punish>ceza</hint>, <hint=hint_bld_scafod>Darağacı</hint>'nın etki alanındaki seyircilere <b>en büyük</b> <green>olumlu düşünceyi</green> kazandırır."
hint_punishment_blindness,"Kör etme
$ Karakter <hint=hint_blindness>kör olur</hint>.

Bu <hint=hint_punish>ceza</hint>, <hint=hint_bld_scafod>Darağacı</hint>'nın etki alanındaki seyircilere <b>orta derecede</b> bir <green>olumlu düşünce</green> kazandırır."
hint_punishment_enslave,"Hapis
Karakter <hint=hint_persons_slave>mahkûm</hint> olur.

Bu duruma tanık olan bazı <hint=hint_persons_criminal>avareler</hint> <hint=hint_persons_cuthroat>eşkıya</hint> olmaya karar verebilir.

[hint_punish]"
hint_inspection,"Talimatlar
Norland'da işçiler planlarını bilmez ve asilzadelerden talimat almaları gerekir.

<img=hint_inspection></img>

Salon'a yönetici bir asilzade atadığında her sabah hizmetçilere talimatlar verir ve onlar da talimatları üretim binalarına dağıtır.

$ Binanın performansı, binaya atanan asilzadenin <hint=hint_skill_management>Yönetim</hint> becerisine bağlıdır.
$ Talimatlar <b>üç gün</b> boyunca geçerli olur, sonrasında işçiler kaytarmaya başlar ve verimlilikleri ciddi şekilde azalır.
$ Bir noktada asilzadeler taleplere yetişememeye başlar ve o zaman bir <hint=hint_bld_chancellery>Şansölyelik</hint> inşa etmen gerekir."
hint_inspection_order,"Talimatlar
İş günlerinde seçili karakter, bina işçilerine talimat verir ve işçiler çalışmaya başlar. Talimatlar üç gün boyunca geçerli olur. Sonrasında işçiler kaytarmaya başlar ve verimlilikleri ciddi biçimde azalır.

Binada üretilecek ek ürünler binaya atanan asilzadenin <hint=hint_skill_management>Yönetim</hint> becerisine bağlıdır. Binanın seviyesi ne kadar yüksekse o kadar fazla işçi çalışabilir ve becerinin etkisi de o kadar artar.

Eylem, mümkün oldukça ve sen iptal etmedikçe günlük olarak sabah 9 ila akşam 6 arasındaki iş saatleri süresince tekrarlanır."
hint_inspection_context,"Talimatlar
Talimatlar
Tüm işçilere iletebilmeleri için talimatların Salon hizmetçilerine günlük olarak dağıtılması.

 {skill_level}. seviye {skill_name}.

Üretim bonusu: <green>%{production_bonus}</green>"
hint_inspection_chancery_context,"Kâtiplere Talimat Verme
<hint=hint_bld_chancellery>Şansölyelik</hint>'te kâtiplere talimat verilir. Kâtipler atandıkları binalara giderek verilen talimatları işçilere iletirler.

{add_info}"
hint_inspection_chancery_context_no_trait,"~
$ Üretim bonusu <green>%{production_bonus}</green> olur ({skill_level}. seviye {skill_name}).
$ Her talimatın maliyeti <hint=hint_resource_paper>1</hint> kâğıttır."
hint_inspection_chancery_context_has_trait,"~
$ Bu asilzade, <hint=hint_trait_precise_language>Sivri dilli</hint> özelliğini taşıdığı için üretim bonusu <green>%{production_bonus}</green> olur ({skill_level}. seviye {skill_name})."
hint_control,"Doğrudan Kontrol

Binaları işlevsel hâle getirebilmek için doğrudan kontrol etmek anlamına gelir.

<b>Yan etkisi</b>:
<hint=hint_need_fun>Dinlenme</hint> ihtiyacı.

Bu eylem bütün bir iş günü boyunca sürer."
hint_control_context,"Doğrudan Kontrol

Karakter bir binayı doğrudan yönetir ve bina yalnızca karakter orada olduğunda çalışır.

Eylem, mümkün oldukça ve sen iptal etmedikçe günlük olarak sabah 9 ila akşam 6 arasındaki iş saatleri süresince tekrarlanır.

Bu eylem <hint=hint_need_fun>dinlenme</hint> ihtiyacını tetikler."
hint_train_combat,"Savaşçı Eğitimi
Seçili karakter iş saatlerinde savaşçılara eğitim vererek onların <hint=hint_skill_combat>Dövüş</hint> becerilerini geliştirir.

Eğitimin etkisi asilzadenin <hint=hint_skill_teaching>Öğretme</hint> becerisine bağlıdır.

Eylem, mümkün oldukça ve sen iptal etmedikçe günlük olarak sabah 9 ila akşam 6 arasındaki iş saatleri süresince tekrarlanır.

Bu eylem <hint=hint_need_fun>dinlenme</hint> ihtiyacını tetikler."
hint_learning,"Öğretme
Bir asilzade, başka bir asilzadeyi seçili <hint=hint_skills>beceride</hint> eğitir.

$ Beceri eğitimi sırasında öğrenci tecrübe puanı kazanır ve belirli bir sınıra ulaştığında o beceride sahip olduğu seviye yükselir. Her yeni seviye daha fazla tecrübe puanı gerektirir.
$ Kazanılan tecrübe miktarı, öğretmenin <hint=hint_skill_teaching>Öğretme</hint> becerisine bağlıdır ve kazanımlar çocuklar ile 21 yaşın altındaki bireyler için daha yüksek olur.
$ Eğitim alınan beceride ulaşılacak maksimum seviye, eğitmenin o becerideki seviyesine göre ayarlanır.
$ Bu eylem mümkün oldukça ve sen iptal etmedikçe günlük olarak tekrarlanır.
$ Bu eylem <hint=hint_need_fun>dinlenme</hint> ihtiyacını tetikler."
hint_learning_context,"Bireysel Çalışma
Karakter <green>{exp}</green>, bir yeteneğe sahip olduğunda ise <green>{exp_talent}</green> tecrübe puanı kazanır.

Bir sonraki seviye için gereken tecrübe puanı: <b>{exp_now}/{exp_lvl_up}</b>.

<b>Yan etkisi</b>:
<hint=hint_need_fun>Dinlenme</hint> ihtiyacı."
hint_gallows_inspection_context,"Darağacı Yönetimi
Darağacı'nın kullanılması için atanan asilzade her akşam cellada talimat verir."
hint_sermon,"Vaaz
Asilzadeler <hint=hint_bld_temple>Tapınaklarda</hint> vaaz verebilirler. Vaazlar, genel<hint=hint_mood>ruh hâlini</hint> iyileştirmek, cemaat arasındaki <hint=hint_persons_fanatic>fanatiklerin</hint> ve <hint=hint_persons_agnostic>agnostiklerin</hint> sayısını etkilemek için kullanılabilir.

$ Vaaz vermek için <hint=hint_bld_temple>Tapınak</hint> menüsünden bir asilzade ata. 
$ Vaaz vermek birkaç<hint=hint_resource_rune>Kutsal Yüzüğe</hint> mal olur ve parası Piskopos'a gider.
$ Vaazların etkinliği <hint=hint_skill_speech>İkna</hint> becerisine bağlıdır."
hint_sermon_agnostic,"Şüphe Vaazı
$ Atanan asilzade tarafından akşam saat 8'de <hint=hint_bld_temple>Tapınak</hint>'ta verilir.
$ <hint=hint_persons_agnostic>Agnostiklerin</hint> ortaya çıkma olasılığını artırır ve dinî <hint=hint_persons_fanatic>fanatiklerin</hint> sayısını azaltır.
$ Etkisi <hint=hint_skill_speech>İkna</hint> becerisinin seviyesine bağlıdır.
$ Piskopos, atanan asilzadenin dindarlık seviyesinden hoşnut olmaz ve asilzadeyle ilişkisi <red>{rel_im}</red> kötüleşir.
{optional_preach_cost}"
hint_sermon_agnostic_context,"Şüphe Vaazı
{skill_name}. seviye {skill_level}

Bir <hint=hint_persons_fanatic>fanatiğin</hint> sıradan bir inanan olma olasılığı ve inanan birinin <hint=hint_persons_agnostic>agnostik</hint> olma olasılığı: <green>%{chance_teach}</green>"
hint_sermon_faith,"İnanç Vaazı
$ Atanan asilzade tarafından akşam 8'de <hint=hint_bld_temple>Tapınak</hint>'ta verilir.
$ Dinî <hint=hint_persons_fanatic>fanatiklerin</hint> ortaya çıkma olasılığını artırır ve <hint=hint_persons_agnostic>agnostiklerin</hint> sayısını azaltır.
$ Etkisi <hint=hint_skill_speech>İkna</hint> becerisinin seviyesine bağlıdır.
$ Piskopos, atanan asilzadenin dindarlık seviyesinden hoşnut olur ve asilzadeyle ilişkisi <green>{rel_im}</green> iyileşir.
{optional_preach_cost}"
hint_sermon_faith_context,"İnanç Vaazı
{skill_name}: {skill_level}

Bir <hint=hint_persons_fanatic>inananın</hint> fanatik olma olasılığı ve bir <hint=hint_persons_agnostic>agnostiğin</hint> inanan biri olma olasılığı: <green>%{chance_teach}</green>."
hint_sermon_dogma,"Dogma Vaazı
Yeni bir <hint=hint_dogma>öğretiye</hint> dair vaaz verilir.

Öğretinin sakinler tarafından kabul edilme olasılığı asilzadenin <hint=hint_skill_speech>İkna</hint> becerisine bağlıdır.

Bu eylem, mümkün oldukça ve sen iptal etmedikçe <hint=hint_morning_pray>sabah ayini</hint> sırasında günlük olarak tekrarlanır.

 Bu eylem <hint=hint_need_fun>dinlenme</hint> ihtiyacını tetikler."
hint_book_learn,"Kitap Okuma
<hint=hint_idea>İrfan</hint> edinme amacıyla kitap okuma eylemidir.

Asilzadenin <hint=hint_skill_knowledge>Zekâ</hint> seviyesi ne kadar yüksekse irfan da o kadar hızlı edinilir.

Kitap okunduktan sonra karakter <hint=hint_resource_paper>kâğıt</hint> kullanarak kitabın bir kopyasını oluşturabilir.

Bu eylem, mümkün oldukça ve sen iptal etmedikçe günlük olarak tekrarlanır."
hint_book_rewrite,"Kitabı Yeniden Yazma
Bir asilzade, yazarak kitabın bir kopyasını çıkarır. Bu süreçte asilzade <hint=hint_idea>irfan</hint> kazanır.

Asilzadenin <hint=hint_skill_knowledge>Zekâ</hint> seviyesi ne kadar yüksekse kitap da o kadar hızlı yazılır.

İrfan seviyesine bağlı olarak <hint=hint_resource_paper>{paper_number_min}</hint> ila <hint=hint_resource_paper>{paper_number_max}</hint> gerekir.

Bu eylem, mümkün oldukça ve sen iptal etmedikçe günlük olarak tekrarlanır.
{optional_learn_time}"
hint_book_write,"Kitap Yazma
Bir asilzade, sahip olduğu <hint=hint_idea>irfanlarla</hint> bir <hint=hint_book>kitap</hint> yazar.

$ Asilzadenin <hint=hint_skill_knowledge>Zekâ</hint> seviyesi ne kadar yüksekse kitap da o kadar hızlı yazılır.
$ Karakter zaten bu konuda bilgi sahibi olduğundan kitap görece daha hızlı yazılır.

İrfan seviyesine bağlı olarak <hint=hint_resource_paper>{paper_number_min}</hint> ila <hint=hint_resource_paper>{paper_number_max}</hint> gerekir.

Bu eylem, mümkün oldukça ve sen iptal etmedikçe günlük olarak saat sabah 9 ile akşam saat 6 arasında tekrarlanır.

Bu eylem <hint=hint_need_fun>dinlenme</hint> ihtiyacını tetikler.
{optional_learn_time}"
hint_bld_castle,"Salon
Şehirdeki <hint=hint_persons_lords>asilzadelerin</hint> vakit geçirdiği ana binadır.

<hint=hint_resource_gold>Altın</hint> kasası olarak da işler.

<hint=hint_persons_builder>İnşaatçı</hint> ve <hint=hint_persons_servant>hizmetçi</hint> işe almanı sağlar."
hint_bld_slaves_barrack,"Hapishane Koğuşu
<hint=hint_persons_slave>Mahkûmlar</hint> için yaşam alanıdır. {number_of_residents} kişiye ev sahipliği yapabilir.

İnşaatı için <b>Mahkûmları Hapsetme</b> bilgisi gereklidir.

Gardiyana ihtiyaç duyar."
hint_bld_house,"Köylü Evi
İki <hint=hint_persons_peasant>köylü</hint> için yaşam alanıdır.

Ayrı yaşam alanına sahip olmak köylüler için son derece olumlu bir düşünceyi tetikler ve <hint=hint_loyalist>rejim destekçisi</hint> olma ihtimallerini artırır.

Konut kıtlığı durumunda evsiz köylüler yerde veya <hint=hint_bld_temple>Tapınak</hint> zemininde uyur ve bu durum <hint=hint_mood>ruh hâllerini</hint> önemli ölçüde kötüleştirir."
hint_bld_hostel,"Yurt
On <hint=hint_persons_peasant>köylü</hint> için yaşam alanıdır.

Konut kıtlığı durumunda evsiz köylüler yerde veya <hint=hint_bld_temple>Tapınak</hint> zemininde uyur ve bu durum <hint=hint_mood>ruh hâllerini</hint> önemli ölçüde kötüleştirir."
hint_bld_noble_house,"Asilzade Evi
Bir <hint=hint_persons_lords>asilzadenin</hint> yaşam alanıdır.

Evsiz bir asilzade <hint=hint_bld_castle>Salon</hint>'da uyumak zorunda kalır ve bu durum <hint=hint_mood>ruh hâlini</hint> önemli ölçüde kötüleştirir.

Yatıya gelen veya uzun süre kalacak <hint=hint_persons_guest>misafirler</hint> tarafından da kullanılır."
