Key,Indonesia
display_event.knowledge_too_hard_again,{name} tidak bisa lagi mempelajari: {knowledge}
display_event.not_enough_resources,Sumber daya tidak cukup.
display_event.building_breakdown,Bangunan rusak.
display_event.farm_depleted,Tanah pertanian telah terkuras.
display_event.farm_soon_depleted,Tanah pertanian akan segera terkuras.
display_event.not_enough_workers,Pekerja tidak cukup.
display_event.wheat_destroyed,Tanaman mati karena kekeringan.
display_event.building_needs_direct_contol,Bangunan memerlukan kontrol langsung untuk beroperasi.
display_event.building_without_inspector,Bangunan membutuhkan manajer.
display_event.order_complete,{value} {resource}: Pesanan selesai!
display_event.building_without_instruction,Pekerja belum menerima instruksi hari ini.
display_event.resources_stolen,Sumber daya dicuri! {value} {resource}
display_event.thugs_appear,pembunuh berantai muncul di kota.
display_event.wolf_attack,Serangan Serigala Daging!
display_event.no_meds,Salep Medis telah selesai!
display_event.quest_result,Hasil: {quest_name}
display_event.battle_result,Hasil Pertempuran
display_event.battle_start,Pertempuran baru!
display_event.new_quest,{name}
display_event.new_book,Salinan baru buku dibuat: {knowledge}
display_event.new_knowledge,Pengetahuan dipelajari: {knowledge}
display_event.slave_escape,Seorang tahanan mencoba melarikan diri.
display_event.unhappy_lord,Bangsawan Anda tidak senang.
display_event.actor_dont_work,"Karena suasana hati yang buruk, {name} menolak menyelesaikan tugas Anda."
display_event.reg_riot_soon,Kaum fanatik menuntut darah: {target_name}!
display_event.reg_riot_cancel,Kaum fanatik puas dengan eksekusi {target_name}. Tidak akan ada pemberontakan.
display_event.holy_family_become_enemy,Anda kehilangan kepercayaan dari Matriark!
display_event.reg_riot_against_king,Kaum fanatik percaya bahwa {target_name} harus mati.
display_event.reg_riot_in_hour,Pemberontakan akan dimulai dalam beberapa jam!
display_event.low_loyaled,Bangsawan meninggalkan provinsi.
display_event.bulglary_storage,Para gelandangan merampok gudang Aula.
display_event.hall_robbed,Para gelandangan menyusup ke Aula dan mencuri Emas.
display_event.library_robbed,Para gelandangan menyusup ke Perpustakaan dan mencuri Buku.
display_event.lord_kidnapped,Para gelandangan telah menculik Bangsawan Anda!
display_event.lord_killed,Penutup jalanan yang disuap telah membunuh Bangsawan Anda!
display_event.army_returned_from_global_map,Pasukan telah kembali.
display_event.hirde_bandits_returned_from_global_map,Penutup jalanan bayaran kembali dengan rampasan.
display_event.kid_now_can_read,{name} telah dewasa dan menjadi remaja.
display_event.bishop_arrived,Uskup telah tiba di pemukiman Anda.
display_event.bishop_leave_province,Uskup meninggalkan pemukiman Anda.
display_event.faction_become_enemy,Fraksi {faction_name} telah menjadi musuh kita.
display_event.faction_soon_become_enemy,Fraksi {faction_name} akan segera menjadi musuh kita.
display_event.economy_statistics,Laporan ekonomi
display_event.dayly_statistic,Statistik harian
display_event.daily_stat_main_pronlems,Pikiran negatif yang sering muncul
display_event.daily_stat_no_problems,Tidak ada masalah
display_event.world_summary,Ringkasan Dunia
display_event.world_summary_trade,Perdagangan
display_event.world_summary_marriage,Pernikahan
display_event.world_summary_other,Lainnya
display_event.world_summary_politic,Kebijakan
display_event.religious_rebellion_start,Pemberontakan agama telah dimulai!
display_event.slaves_rebellion,Pemberontakan tahanan telah dimulai!
display_event.soldier_rebellion,Pemberontakan prajurit telah dimulai!
display_event.loyalist_rage,Para loyalis memulai pembantaian!
display_event.loyalist_rage_over,Para loyalis telah mengakhiri pembantaian
display_event.soldier_rebellion_finished,Pemberontakan prajurit telah berakhir
display_event.soldier_rebellion_crushed,Pemberontakan prajurit telah berhasil ditekan!
display_event.religion_rebellion_crushed,Pemberontakan agama telah berhasil ditekan!
display_event.religion_rebellion_finished,Pemberontakan agama telah berakhir.
display_event.slaves_rebellion_finished,Pemberontakan tahanan telah berakhir.
display_event.slaves_rebellion_crushed,Pemberontakan tahanan telah berhasil ditekan!
display_event.culture_rage_today,{name}: kemungkinan akan memberontak melawan {name_2}
display_event.culture_rage,{name}: Mereka memulai kerusuhan.
display_event.culture_rage_over,Kerusuhan telah berakhir.
display_event.no_new_events,Tidak ada peristiwa.
display_event.player_became_vassal,Anda telah menjadi vassal dari {sir_faction}.
display_event.player_stopped_being_vassal,Anda tidak lagi menjadi vassal dari {ex_sir_faction}.
display_event.enemy_go_to_attack_town_soon,Sepertinya {faction} akan menyerang kota Anda!
display_event.enemy_go_to_attack_village,{faction} telah mengirim pasukan untuk menjarah desa Anda!
display_event.enemy_go_to_attack_town,{faction} telah mengirim pasukan untuk menghancurkan kota Anda!
display_event.bandits_go_to_attack_village,Perampok hutan bergerak menuju desa Anda!
display_event.bandits_go_to_attack_town,Perampok hutan menuju untuk menyerang kota Anda!
display_event.bandits_looted_village,Perampok hutan telah menjarah desa Anda!
display_event.enemy_looted_village,{faction} telah menjarah desa Anda!
display_event.heir_rebellion,Pewaris bangkit dalam pemberontakan!
display_event.new_heir,Pewaris baru mahkota adalah {name}
display_event.free_lord_was_hired,Bangsawan Bebas {name} telah dipekerjakan selama {duration} hari
display_event.lord_captured,{name} dari {faction_name} telah ditangkap oleh {faction_name_2}
display_event.captive_terror,{king_name} telah mengetahui interaksi Anda dengan {captive_name}. Sikapnya terhadap Anda memburuk.
display_event.looted_books,Buku yang dicuri:
display_event.character_part_of_nature_add,{name} telah mendapatkan sifat kepribadian {trait_name}
display_event.character_part_of_nature_delete,{name} telah kehilangan sifat kepribadian {trait_name}
display_event.character_revail_skill_trait,{name} telah mencapai kesempurnaan dalam keterampilan {skill_name} dan membuka sifat keterampilan {trait_name}
display_event.dark_order,Penutup jalanan Anda telah disuap
display_event.student_as_teacher,{student} telah mencapai tingkat {teacher} dalam keterampilan {skill}
display_event.student_as_teacher_general,{student} mencapai tingkat {teacher} di semua keterampilan
display_event.murder_intention_add,{name} sedang merencanakan pembunuhan
display_event.bishop_is_king_enemy,Raja telah menjadi musuh uskup
display_event.kid_need_lesson,{name}: tidak belajar
display_event.lord_dead_in_travell,{name}: meninggal dalam perjalanan
display_event.other_faction_king_dead,Penguasa {faction} telah meninggal
display_event.soldier_for_rises,Ada prajurit yang bisa dipromosikan
display_event.persons_forest_bandits,Perampok hutan di wilayah Anda
display_event.religious_punishment_soon,Inkuisisi akan segera tiba
display_event.ceremony_start,Upacara dimulai: {name}
display_event.ceremony_today,"Hari ini, upacara {name} akan berlangsung."
display_event.guest_duel,{name}: Menantang {lord} untuk duel
display_event.lord_seduced,{name} telah dirayu. Kesetiaannya terancam.
display_event.lord_bribed,{name} telah disuap. Kesetiaannya terancam.
display_event.adopted_child_lord,{mother} meninggal saat melahirkan dan {king} memutuskan untuk mengadopsi anak tersebut ke dalam keluarga
display_event.drunk_fight_start,{name}: memulai perkelahian mabuk
display_event.nectar_rage_begin,{name}: dalam amukan nektar!
display_event.new_matriarch,Matriark Baru
display_event.synod_relations_begin,Awal hubungan dengan Keluarga Penuh Kasih
display_event.discovered_talent,{name}: Menemukan bakat baru selama pelatihan!
display_event.inspired_today,{names}: Inspirasi!
display_event.terror_culture,Rakyat {name} menderita karena teror budaya.
display_event.culture_migration_increase,{name}: Akibat Perang
display_event.character_assimilated,{name}: mengubah budayanya di bawah pengaruh.
display_event.death_is_near,{name}: Sekarat
display_event.death_is_near_king,{name}: Raja sedang sekarat
display_event.death_is_near_king_heirs_power_struggle,{name}: Raja sedang sekarat. Perebutan tahta di antara para pewaris telah dimulai!
family.brother_sister_f,Saudari
family.brother_sister_m,Saudara
family.child_f,Putri
family.child_m,Putra
family.ex_paramour_f,Mantan Kekasih
family.ex_paramour_m,Mantan Kekasih
family.ex_spouce_f,Mantan Pasangan
family.ex_spouce_m,Mantan Pasangan
family.nephew_niece_f,Keponakan Perempuan
family.nephew_niece_m,Keponakan Laki-laki
family.paramour_f,Kekasih
family.paramour_m,Kekasih
family.parent_f,Ibu
family.parent_m,Ayah
family.spouce_f,Pasangan
family.spouce_m,Pasangan
family.uncle_aunt_f,Bibi
family.uncle_aunt_m,Paman
menu.appoint.inspection,Pemeriksaan
menu.appoint.preaching,Khotbah
menu.appoint.soldiers_training,Pelatihan Prajurit
menu.appoint.training,Pelatihan
appoint.clerk_additional,Dari Kanselir
menu.army,Tentara
menu.army.commander,KOMANDAN
menu.army.create_army,Buat
menu.army.group.exp_mercenaries,TENTARA BAYARAN BERPENGALAMAN
menu.army.group.mercenaries,KESATRIA ({count})
menu.army.group.militia,DARI PETANI KECIL ({count})
menu.army.group.slave,BEBASKAN TAHANAN ({count})
menu.army.group.rise,ANGKAT
menu.army.hire,Rekrut
menu.army.hire_soldier.caption,Perekrutan Pasukan
menu.army.lords,KOMANDAN
menu.army.new_army_button,Tentara
menu.army.new_army.caption,Tentara Baru
menu.army.new_army.create,Buat
menu.army.new_army.auto,Otomatis
menu.army.new_army.warriors,PRAJURIT ({count})
menu.army.new_army.warehouse,DI GUDANG
menu.army.new_army.squad_equip,DI PASUKAN
menu.army.new_army.weapon,Senjata
menu.army.new_army.armor,Baju Zirah
menu.army.new_army.shield,Perisai
menu.army.patrol,Patroli Kota
menu.army.soldiers,PRAJURIT
menu.army.without_equip,Tanpa Peralatan
menu.construction.category.army,Tentara
menu.construction.category.housing,Perumahan
menu.construction.category.production,Produksi
menu.construction.category.resources,Sumber Daya
menu.construction.category.service,Pelayanan
menu.construction.category.decor,Dekorasi
menu.construction.hint.produce,Menghasilkan:
menu.economy,Ekonomi
menu.economy.do_up_to,Lakukan hingga
menu.economy.do_up_to_x,Lakukan hingga X
menu.economy.in_construction,Sedang Dibangun
menu.economy.make,Buat
menu.economy.make_x,Buat X
menu.economy.order_complete,Sasaran Telah Tercapai
menu.economy.required,Diperlukan
menu.economy.resources,Sumber Daya
menu.economy.sell,Jumlah
menu.economy.sold,Terjual
menu.economy.used,Digunakan
menu.economy.workshops,Bengkel
menu.finance.by_price,Harga per Unit
menu.finance.caption,Keuangan
menu.finance.daily,Biaya Harian
menu.finance.daily_jobless,Pengangguran ({count})
menu.finance.daily_services,Pelayanan ({count})
menu.finance.daily_soldiers,Prajurit ({count})
menu.finance.daily_workers,Petani Kecil ({count})
menu.finance.dayly_sales,Penjualan Harian
menu.finance.food,Makanan
menu.finance.food_for_slaves,Tahanan ({count})
menu.finance.market,Pasar Lokal
menu.finance.money,Uang
menu.finance.salary,Gaji
menu.finance.sell,Jumlah
menu.finance.slaves,Tahanan
menu.finance.taverns,Kedai Minum
menu.finance.total,Total
menu.finance.goods_availability.title,Ketersediaan Barang
menu.finance.goods_availability.population,Penduduk:
menu.finance.goods_availability.slaves,Tahanan:
menu.finance.goods_availability.peasants,Penduduk
menu.finance.goods_availability.soldiers,Prajurit
menu.finance.goods_availability.food_for_sale,<hint=hint_food>Makanan</hint> untuk dijual:
menu.finance.goods_availability.drinks_for_sale,<hint=hint_alcohol>Alkohol</hint> untuk dijual:
menu.finance.goods_availability.food_for_slaves,<hint=hint_food>Makanan</hint> didistribusikan:
menu.finance.goods_availability.drinks_for_slaves,<hint=hint_alcohol>Alkohol</hint> didistribusikan:
menu.finance.goods_availability.savings,Rata-rata <hint=hint_wealth>kekayaan:</hint>
menu.finance.goods_availability.sale_yesterday,<b>Total terjual kemarin:</b>
menu.appoint.victory_chance,Peluang Kemenangan:
menu.production,Produksi
menu.tools.hint.army,Tentara
menu.tools.hint.clan,Dinasti
menu.tools.hint.construction,Konstruksi
menu.tools.hint.finance,Keuangan
menu.tools.hint.statistics,Statistik
menu.tools.hint.knowledge,Pengetahuan
menu.tools.hint.production,Produksi
menu.tools.hint.world,Dunia
menu.trade,Perdagangan
menu.trade.deal,Perdagangan
menu.trade.price_change_reason,{bonus_penalty_side} karena perbedaan dalam keterampilan {skill_name}
menu.trade.price_change_global_map,Harga beberapa barang telah naik karena peristiwa di peta global
menu.trade.price_change_reason.bonus,menguntungkan Anda
menu.trade.price_change_reason.penalty,menguntungkan pedagang
menu.family.restrictions,Pembatasan
menu.family.tree,Pohon Keluarga
menu.family.сhronicles,Kronik
menu.family.dogmas,Dogma
menu.battle_squad.is_allow_shoot,Izinkan menembak
menu.battle_squad.stats.on_legs,Berjalan:
menu.battle_squad.stats.moral,Suasana Hati:
menu.battle_squad.stats.equipment,Peralatan:
menu.battle_squad.stats.skill,Keterampilan Bertarung:
menu.battle_squad.hostage,Menangkap sandera
menu.battle_squad.surrender,Menyerah
menu.battle_squad.disband,Bubarkan
menu.battle_squad.header,PASUKAN PERTEMPURAN
menu.battle_squad.loot,LOOT
menu.battle_squad.order,PERINTAH
menu.battle_squad.is_protect_archers,Lindungi pemanah
menu.battle_squad.is_commander_stay_in_back,Tetap di belakang
name.trader,Pedagang
notification.miscarriage,{name} mengalami keguguran.
notification.actor_use_medicine,{name} menggunakan Salep Medis.
notification.character_get_robbed,{name} diserang oleh perampok.
notification_character.immobilized,{name} tidak dapat bergerak.
notification.character_close_dead,{name_initiator} -> {name_target}: berduka tanpa henti atas kehilangan
notification.character_crime,{name} dituduh melakukan kejahatan!
notification.character_date,{name_initiator} dan {name_target} akan berkencan hari ini
notification.character_dead,{name} telah meninggal dunia
notification.character_disease_hard,{name} sakit parah
notification.character_gift,{name_initiator} -> {name_target}: memberikan hadiah
notification.character_intrigue_full,{name_initiator} -> {name_target}: hubungan dengan {name_third_person} memburuk akibat intrik.
notification.character_intrigue,{name_target} -> {name_third_person}: hubungan memburuk karena intrik
notification.character_join_to_player,{name} bergabung dengan keluarga bangsawan Anda
notification.character_love,{name_initiator} -> {name_target}: telah jatuh cinta
notification.character_low_loyalty,{name}: Loyalitas rendah
notification.character_praise,{name_target} -> {name_third_person}: hubungan membaik karena pujian.
notification.character_skill_new_level,{name} telah naik level! {skill}: {level}
notification.character_slander,{name_target} -> {name_third_person}: hubungan memburuk karena fitnah
notification.character_unconscious,{name} tidak sadarkan diri
notification.character_under_attack,{name} telah memasuki pertempuran!
notification.character_go_insight,{name} telah mendapatkan pencerahan: {knowledge_name}
notification.characters_start_fight,{name_initiator} dan {name_target} memulai perkelahian!
notification.characters_start_duel,{name_initiator} dan {name_target} memulai duel!
notification.date_denied,{name_initiator} -> {name_target}: menolak ajakan kencan.
notification.enemy_commander_dead,Komandan pasukan musuh telah terbunuh!
notification.enemy_commander_surrender,Komandan musuh telah menyerah!
notification.enemy_commander_retreat,Komandan pasukan musuh melarikan diri!
notification.enemy_commander_unconscious,Komandan pasukan musuh tidak sadarkan diri!
notification.guest_bribe_fail,{name}: tamu menolak menerima hadiah dari raja Anda
notification.guest_bribe_success,{name}: tamu menerima hadiah dari raja Anda
notification.guest_attempted_bribe_succes,{name}: menerima hadiah dari {iniciator}. Loyalitas menurun
notification.guest_attempted_bribe_fail,{name}: tidak menerima hadiah dari {iniciator}. Loyalitas tetap sama
notification.character_start_action_task,{name} mulai menjalankan tugas: {action_task}
notification.guest_leaving,{name}: tamu meninggalkan pemukiman
