Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Indonesia
m_name.makha.1100,Ранубхор,Ranubkhor,,Ranubkhor,,,,,,,,,,,,Ранубхор,
m_name.makha.1101,Амонхотеп,Amonkhotep,,Amonkhotep,,,,,,,,,,,,Амонхотеп,
m_name.makha.1102,Сетрахор,Setrakhor,,Setrakhor,,,,,,,,,,,,Сетрахор,
m_name.makha.1103,Мернубис,Mernubis,,Mernubis,,,,,,,,,,,,Мернубіс,
m_name.makha.1104,Тутрамон,Tutramon,,Tutramon,,,,,,,,,,,,Тутрамон,
m_name.makha.1105,Хепамон,Hepamon,,Hepamon,,,,,,,,,,,,Хепамон,
m_name.makha.1106,Небмес,Nebmes,,Nebmes,,,,,,,,,,,,Небмес,
m_name.makha.1107,Атенхор,Atenkhor,,Atenkhor,,,,,,,,,,,,Атенхор,
m_name.makha.1108,Птахрамс,Ptahrams,,Ptahrams,,,,,,,,,,,,Птарамс,
m_name.makha.1109,Рамсосир,Ramsosir,,Ramsosir,,,,,,,,,,,,Рамзосір,
m_name.makha.1110,Неферра,Neferra,,Neferra,,,,,,,,,,,,Нефера,
m_name.makha.1111,Менамон,Menamon,,Menamon,,,,,,,,,,,,Менамон,
m_name.makha.1112,Тутсети,Tutseti,,Tutseti,,,,,,,,,,,,Тутсеті,
m_name.makha.1113,Сетиамон,Setiamon,,Setiamon,,,,,,,,,,,,Сетімон,
m_name.makha.1114,Рахептах,Rakheptakh,,Rakheptakh,,,,,,,,,,,,Рахептах,
m_name.makha.1115,Осирмаат,Osirmaat,,Osirmaat,,,,,,,,,,,,Озірмат,
m_name.makha.1116,Хорраш,Khorrash,,Khorrash,,,,,,,,,,,,Хорраш,
m_name.makha.1117,Меренра,Merenra,,Merenra,,,,,,,,,,,,Меренра,
m_name.makha.1118,Птахамон,Ptahamon,,Ptahamon,,,,,,,,,,,,Птахамон,
m_name.makha.1119,Рахортеп,Rakhortep,,Rakhortep,,,,,,,,,,,,Рахортеп,
m_name.makha.1120,Сенраш,Senrash,,Senrash,,,,,,,,,,,,Сенраш,
m_name.makha.1121,Нефертут,Nefertut,,Nefertut,,,,,,,,,,,,Нефертут,
m_name.makha.1122,Осирхеп,Osirkhep,,Osirkhep,,,,,,,,,,,,Озірхеп,
m_name.makha.1123,Амонрет,Amonret,,Amonret,,,,,,,,,,,,Амонрет,
m_name.makha.1124,Рамсмаат,Ramsmaat,,Ramsmaat,,,,,,,,,,,,Рамсмаат,
m_name.makha.1125,Таураш,Taurash,,Taurash,,,,,,,,,,,,Таураш,
m_name.makha.1126,Хепора,Hephora,,Hephora,,,,,,,,,,,,Гефора,
m_name.makha.1127,Менптах,Menptakh,,Menptakh,,,,,,,,,,,,Менптах,
m_name.makha.1128,Сетамонра,Setamonra,,Setamonra,,,,,,,,,,,,Сетамонра,
m_name.makha.1129,Тутхеп,Tutkhep,,Tutkhep,,,,,,,,,,,,Тутхеп,
m_name.makha.1130,Осирра,Osirra,,Osirra,,,,,,,,,,,,Озірра,
m_name.makha.1131,Ранубра,Ranubra,,Ranubra,,,,,,,,,,,,Ранубра,
m_name.makha.1132,Хортеп,Khortep,,Khortep,,,,,,,,,,,,Хортеп,
m_name.makha.1133,Атенхеп,Atenkhep,,Atenkhep,,,,,,,,,,,,Атенхеп,
m_name.makha.1134,Мерамон,Meramon,,Meramon,,,,,,,,,,,,Мерамон,
m_name.makha.1135,Сенрахор,Senrakhor,,Senrakhor,,,,,,,,,,,,Сенрахор,
m_name.makha.1136,Рамсетра,Ramsetra,,Ramsetra,,,,,,,,,,,,Рамсетра,
m_name.makha.1137,Неферам,Neferam,,Neferam,,,,,,,,,,,,Неферам,
m_name.makha.1138,Осирнуб,Osirnub,,Osirnub,,,,,,,,,,,,Озірнуб,
m_name.makha.1139,Птахтут,Ptahut,,Ptahut,,,,,,,,,,,,Птахут,
m_name.makha.1140,Хепатон,Hepaton,,Hepaton,,,,,,,,,,,,Гепатон,
m_name.makha.1141,Амоносир,Amonosir,,Amonosir,,,,,,,,,,,,Амоносір,
m_name.makha.1142,Рамосет,Ramoset,,Ramoset,,,,,,,,,,,,Рамосет,
m_name.makha.1143,Тутосир,Tutosir,,Tutosir,,,,,,,,,,,,Тутозір,
m_name.makha.1144,Мерптах,Merptakh,,Merptakh,,,,,,,,,,,,Мерптах,
m_name.makha.1145,Сетосир,Setosir,,Setosir,,,,,,,,,,,,Сетозір,
m_name.makha.1146,Рахмаат,Rakhmaat,,Rakhmaat,,,,,,,,,,,,Рахмаат,
m_name.makha.1147,Осиратон,Osiraton,,Osiraton,,,,,,,,,,,,Озіратон,
m_name.makha.1148,Хорнеб,Khorneb,,Khorneb,,,,,,,,,,,,Хорнеб,
m_name.makha.1149,Таурет,Tauret,,Tauret,,,,,,,,,,,,Таурет,
m_name.makha.1150,Атенра,Atenra,,Atenra,,,,,,,,,,,,Атенра,
m_name.makha.1151,Ранебос,Ranebos,,Ranebos,,,,,,,,,,,,Ранебос,
m_name.makha.1152,Небхеп,Nebkhep,,Nebkhep,,,,,,,,,,,,Небхеп,
m_name.makha.1153,Мертут,Mertut,,Mertut,,,,,,,,,,,,Мертут,
m_name.makha.1154,Птахра,Ptahra,,Ptahra,,,,,,,,,,,,Птахра,
m_name.makha.1155,Тутрах,Tutrakh,,Tutrakh,,,,,,,,,,,,Татрух,
m_name.makha.1156,Осиртон,Osirton,,Osirton,,,,,,,,,,,,Озіртон,
m_name.makha.1157,Нефернуб,Nefernub,,Nefernub,,,,,,,,,,,,Нефернуб,
m_name.makha.1158,Рамра,Ramra,,Ramra,,,,,,,,,,,,Рамра,
m_name.makha.1159,Хорамон,Khormon,,Khormon,,,,,,,,,,,,Хормон,
m_name.makha.1160,Менраш,Menrash,,Menrash,,,,,,,,,,,,Менраш,
m_name.makha.1161,Сетнеб,Setneb,,Setneb,,,,,,,,,,,,Сетнеб,
m_name.makha.1162,Атенам,Atenam,,Atenam,,,,,,,,,,,,Атенам,
m_name.makha.1163,Птахтон,Ptakhton,,Ptakhton,,,,,,,,,,,,Птахтон,
m_name.makha.1164,Тутосе,Tutoshe,,Tutoshe,,,,,,,,,,,,Тутош,
m_name.makha.1165,Амтенра,Amtenra,,Amtenra,,,,,,,,,,,,Амтенра,
m_name.makha.1166,Сефмонет,Sefmonet,,Sefmonet,,,,,,,,,,,,Сефмонет,
m_name.makha.1167,Хепраптах,Hepaphtakh,,Hepaphtakh,,,,,,,,,,,,Гепаптах,
m_name.makha.1168,Ратумсен,Ratumsen,,Ratumsen,,,,,,,,,,,,Ратумсен,
m_name.makha.1169,Нефертум,Nefertum,,Nefertum,,,,,,,,,,,,Нефертум,
m_name.makha.1170,Осирмон,Osirmon,,Osirmon,,,,,,,,,,,,Озірмон,
m_name.makha.1171,Птахсен,Ptakhsen,,Ptakhsen,,,,,,,,,,,,Птахсен,
m_name.makha.1172,Тутхепра,Tutkhepra,,Tutkhepra,,,,,,,,,,,,Тутхепра,
m_name.makha.1173,Сетраптах,Setaphtakh,,Setaphtakh,,,,,,,,,,,,Сетаптах,
m_name.makha.1174,Хорнебра,Khornebra,,Khornebra,,,,,,,,,,,,Хорнебра,
m_name.makha.1175,Мертумра,Mertumra,,Mertumra,,,,,,,,,,,,Мертумра,
m_name.makha.1176,Расефра,Rasefra,,Rasefra,,,,,,,,,,,,Расефра,
m_name.makha.1177,Хепсенра,Hepsenra,,Hepsenra,,,,,,,,,,,,Гепсенра,
m_name.makha.1178,Оснептах,Osnephtakh,,Osnephtakh,,,,,,,,,,,,Ознептах,
m_name.makha.1179,Небортеп,Nebortep,,Nebortep,,,,,,,,,,,,Небортеп,
m_name.makha.1180,Рамутнуб,Ramutnub,,Ramutnub,,,,,,,,,,,,Рамутнуб,
m_name.makha.1181,Птахтумра,Ptakhtumra,,Ptakhtumra,,,,,,,,,,,,Птахтумра,
m_name.makha.1182,Сетптанеб,Setptaneb,,Setptaneb,,,,,,,,,,,,Септанеб,
m_name.makha.1183,Амумсеп,Amumsep,,Amumsep,,,,,,,,,,,,Амумсеп,
m_name.makha.1184,Тутсефра,Tutsefra,,Tutsefra,,,,,,,,,,,,Тутсефра,
m_name.makha.1185,Осирхор,Osirkhor,,Osirkhor,,,,,,,,,,,,Озірхор,
m_name.makha.1186,Хорнетум,Khornetum,,Khornetum,,,,,,,,,,,,Хорнетум,
m_name.makha.1187,Небрамон,Nebramon,,Nebramon,,,,,,,,,,,,Небрамон,
m_name.makha.1188,Ратумсеп,Ratums,,Ratums,,,,,,,,,,,,Ратумс,
m_name.makha.1189,Хепорнеб,Heborn,,Heborn,,,,,,,,,,,,Геборн,
m_name.makha.1190,Амтепсен,Amtepsen,,Amtepsen,,,,,,,,,,,,Амтепсен,
m_name.makha.1191,Сетумра,Setumra,,Setumra,,,,,,,,,,,,Сетумра,
m_name.makha.1192,Птахорсен,Ptakhorsen,,Ptakhorsen,,,,,,,,,,,,Птахорсен,
m_name.makha.1193,Хоррамон,Khormon,,Khormon,,,,,,,,,,,,Хормон,
m_name.makha.1194,Оснепра,Osnepra,,Osnepra,,,,,,,,,,,,Ознепра,
m_name.makha.1195,Ранубтеп,Ranubtep,,Ranubtep,,,,,,,,,,,,Ранубтеп,
m_name.makha.1196,Хепсетра,Hepsetra,,Hepsetra,,,,,,,,,,,,Хепсетра,
m_name.makha.1197,Амраор,Amraor,,Amraor,,,,,,,,,,,,Амраор,
m_name.makha.1198,Тутраосир,Tutraosir,,Tutraosir,,,,,,,,,,,,Тутраозір,
m_name.makha.1199,Сеторхеп,Setorkhep,,Setorkhep,,,,,,,,,,,,Сеторхеп,
m_name.makha.1200,Птахсенра,Ptakhsenra,,Ptakhsenra,,,,,,,,,,,,Птахсенра,
m_name.makha.1201,Небтеум,Nebteum,,Nebteum,,,,,,,,,,,,Небтум,
m_name.makha.1202,Раамтум,Raamtum,,Raamtum,,,,,,,,,,,,Раамтум,
m_name.makha.1203,Хорсепра,Khorsepra,,Khorsepra,,,,,,,,,,,,Хорсепра,
m_name.makha.1204,Осиртепра,Osirtep,,Osirtep,,,,,,,,,,,,Озіртеп,
m_name.makha.1205,Амптахсен,Amptakhsen,,Amptakhsen,,,,,,,,,,,,Амптахсен,
m_name.makha.1206,Туторнеб,Tutorneb,,Tutorneb,,,,,,,,,,,,Туторнеб,
m_name.makha.1207,Сетраор,Setraor,,Setraor,,,,,,,,,,,,Сетраор,
m_name.makha.1208,Хепамтен,Hepamten,,Hepamten,,,,,,,,,,,,Гепамтен,
m_name.makha.1209,Ранетум,Ranetum,,Ranetum,,,,,,,,,,,,Ранетум,
m_name.makha.1210,Птахортеп,Ptakhortep,,Ptakhortep,,,,,,,,,,,,Птахортеп,
m_name.makha.1211,Оснепра,Osnep,,Osnep,,,,,,,,,,,,Ознеп,
m_name.makha.1212,Тутнебра,Tutnebra,,Tutnebra,,,,,,,,,,,,Тутнебра,
m_name.makha.1213,Небрасен,Nebrase,,Nebrase,,,,,,,,,,,,Небразе,
m_name.makha.1214,Хортумнеп,Khortum,,Khortum,,,,,,,,,,,,Хортум,
m_name.makha.1215,Амраор,Amraor,,Amraor,,,,,,,,,,,,Амрор,
m_name.makha.1216,Сетнубра,Setnubra,,Setnubra,,,,,,,,,,,,Сетнубра,
m_name.makha.1217,Ратепсен,Ratepsen,,Ratepsen,,,,,,,,,,,,Ратепсен,
m_name.makha.1218,Хепсетум,Hepsetum,,Hepsetum,,,,,,,,,,,,Гепсетум,
m_name.makha.1219,Осортеп,Osortep,,Osortep,,,,,,,,,,,,Озортеп,
m_name.makha.1220,Птахсеннеб,Ptakhsen,,Ptakhsen,,,,,,,,,,,,Птахсен,
m_name.makha.1221,Тутрамон,Tutramon,,Tutramon,,,,,,,,,,,,Тутрамон,
m_name.makha.1222,Хоррасен,Khorr,,Khorr,,,,,,,,,,,,Кхорр,
m_name.makha.1223,Ратумнеб,Ratumn,,Ratumn,,,,,,,,,,,,Ратумн,
m_name.makha.1224,Сетптахор,Setptakhor,,Setptakhor,,,,,,,,,,,,Септахор,
m_name.makha.1225,Осиртум,Osirtum,,Osirtum,,,,,,,,,,,,Озіртум,
m_name.makha.1226,Амнепра,Amnepra,,Amnepra,,,,,,,,,,,,Амнепра,
m_name.makha.1227,Хепрануб,Hepranub,,Hepranub,,,,,,,,,,,,Гепрануб,
m_name.makha.1228,Раортеп,Raortep,,Raortep,,,,,,,,,,,,Раортеп,
m_name.makha.1229,Тутхепра,Tutkhepra,,Tutkhepra,,,,,,,,,,,,Тутхепра,
m_name.makha.1230,Птахраор,Ptakhraor,,Ptakhraor,,,,,,,,,,,,Птахрор,
m_name.makha.1231,Сетптахсен,Setptaksen,,Setptaksen,,,,,,,,,,,,Сетптахсен,
m_name.makha.1232,Хортумра,Khortumra,,Khortumra,,,,,,,,,,,,Хортумра,
m_name.makha.1233,Оснубра,Osnubra,,Osnubra,,,,,,,,,,,,Ознубра,
m_name.makha.1234,Расенра,Rase,,Rase,,,,,,,,,,,,Разе,
m_name.makha.1235,Небраам,Nebram,,Nebram,,,,,,,,,,,,Небрам,
m_name.makha.1236,Хепортум,Hepor,,Hepor,,,,,,,,,,,,Гепор,
m_name.makha.1237,Тутрахор,Tutrakhor,,Tutrakhor,,,,,,,,,,,,Тутрахор,
m_name.makha.1238,Аморнеп,Amornep,,Amornep,,,,,,,,,,,,Аморнеп,
m_name.makha.1239,Сеторра,Setorra,,Setorra,,,,,,,,,,,,Сетора,
m_name.makha.1240,Ратепнуб,Ratepnub,,Ratepnub,,,,,,,,,,,,Ратепнуб,
m_name.makha.1241,Птахсенра,Ptakhsenra,,Ptakhsenra,,,,,,,,,,,,Птахсенра,
m_name.makha.1242,Осиртеп,Osirtep,,Osirtep,,,,,,,,,,,,Озіртеп,
m_name.makha.1243,Хортумра,Khortumra,,Khortumra,,,,,,,,,,,,Хортумра,
m_name.makha.1244,Небрасеп,Nebrasep,,Nebrasep,,,,,,,,,,,,Небрасеп,
m_name.makha.1245,Раортеп,Raortep,,Raortep,,,,,,,,,,,,Раортеп,
m_name.makha.1246,Амтумсен,Amtumsen,,Amtumsen,,,,,,,,,,,,Амтумсен,
m_name.makha.1247,Сетраор,Setraor,,Setraor,,,,,,,,,,,,Сетраор,
m_name.makha.1248,Птахнебра,Ptakhneb,,Ptakhneb,,,,,,,,,,,,Птахнеб,
m_name.makha.1249,Осирнеп,Osirnep,,Osirnep,,,,,,,,,,,,Озірнеп,
m_name.makha.1250,Хепрасен,Heprasen,,Heprasen,,,,,,,,,,,,Гепрасен,
m_name.makha.1251,Тутрамон,Tutramon,,Tutramon,,,,,,,,,,,,Тутрамон,
m_name.makha.1252,Ратумра,Ratumra,,Ratumra,,,,,,,,,,,,Ратумра,
m_name.makha.1253,Сетптах,Setptakh,,Setptakh,,,,,,,,,,,,Септах,
m_name.makha.1254,Хоррасеп,Khorr,,Khorr,,,,,,,,,,,,Кхорр,
m_name.makha.1255,Оснепра,Osnep,,Osnep,,,,,,,,,,,,Ознеп,
m_name.makha.1256,Амтумор,Amtumor,,Amtumor,,,,,,,,,,,,Амтумор,
m_name.makha.1257,Небрасен,Nebrase,,Nebrase,,,,,,,,,,,,Небразе,
m_name.makha.1258,Расенра,Rase,,Rase,,,,,,,,,,,,Разе,
m_name.makha.1259,Сетрахор,Setrakhor,,Setrakhor,,,,,,,,,,,,Сетрахор,
m_name.makha.1260,Птахсепра,Ptakhsep,,Ptakhsep,,,,,,,,,,,,Птахсеп,
m_name.makha.1261,Тутнебра,Tutnebra,,Tutnebra,,,,,,,,,,,,Тутнебра,
m_name.makha.1262,Хепратум,Hepratum,,Hepratum,,,,,,,,,,,,Гепратум,
m_name.makha.1263,Осортеп,Osor,,Osor,,,,,,,,,,,,Озор,
m_name.makha.1264,Амтепсен,Amtepsen,,Amtepsen,,,,,,,,,,,,Амтепен,
