Key,Russian,English,Comments,Timestamp,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian
main_menu.new_game.province.neighbours.city_size,Начальный размер города,Starting city size,,,Starting city size,Počáteční velikost města,Tamanho inicial da cidade,Tamaño inicial de la ciudad,Początkowy rozmiar miasta,起始城市规模,起始城鎮規模,開始時の都市サイズ,시작 도시 규모,Stadtgröße beim Start,Taille de la cité de départ,Dimensioni della città iniziale,Başlangıç şehir boyutu,Kezdő város mérete,Початковий розмір міста
main_menu.new_game.province.neighbours.army_power,Сила армии,Army Strength,,,Army Strength,Síla vojska,Força do exército,Fuerza del ejército,Siła armii,军事实力,軍事實力,軍隊の強さ,군대 전투력,Armeekampfkraft,Puissance militaire,Potenza dell'esercito,Ordu gücü,Hadsereg ereje,Сила війська
main_menu.new_game.province.neighbours.enemy,Неприязнь,Dislike,,,Dislike,Nelibost,Desgosto,Desprecio,Wrogość,不喜欢,反感,嫌悪,반감,Abneigung,Animosité,Avversione,Antipati,Ellenszenv,Не любить
main_menu.new_game.province.neighbours.friend,Симпатия,Sympathy,,,Sympathy,Sympatie,Simpatia,Simpatía,Sympatia,同情,志同道合,共感,공감,Sympathie,Sympathie,Solidarietà,Sempati,Rokonszenv,Симпатизує
main_menu.new_game.province.neighbours.neutral,Нейтрален,Neutral,,,Neutral,Neutrální,Neutro,Neutral,Neutralny,中立,中立,中立,중립,Neutral,Neutre,Neutrale,Nötr,Semleges,Нейтральний
main_menu.new_game.province.kingdom.culture.gwelts,Кайден,Kaiden,,,Kaiden,Kaiden,Kaiden,Kaiden,Kaiden,凯登,凱登語,カイデン,카이덴,Kaiden,Kaiden,Kaiden,Kaiden,Kaiden,Кейден
main_menu.new_game.province.kingdom.culture.tanaya,Танайя,Tanaya,,,Tanaya,Tanaya,Tanaya,Tanaya,Tanaya,塔纳亚,塔納雅語,タナヤ,타나야,Tanaya,Tanaya,Tanaya,Tanaya,Tanaya,Таная
main_menu.new_game.province.kingdom.culture.makha,Макха,Makha,,,Makha,Makha,Makha,Makha,Makha,马哈,瑪哈語,マーカ,마카,Makha,Makha,Makha,Makha,Makha,Маха
main_menu.new_game.province.kingdom.culture.voruns,Варны,Varn,,,Varn,Varn,Varn,Varn,Varn,瓦恩,瓦恩語,ヴァーン,반,Varn,Varn,Varn,Varn,Varn,Варн
main_menu.new_game.province.neighbours.abandoned_town,Заброшенный город,Abandoned town,,,Abandoned town,Opuštěné město,Cidade abandonada,Ciudad abandonada,Opuszczone miasto,废弃城镇,廢棄城鎮,廃墟の町,버려진 마을,Verlassene Stadt,Ville abandonnée,Città abbandonata,Terk edilmiş kasaba,Elhagyatott város,Покинуте поселення
main_menu.new_game.province.neighbours.empty,Выберите соседа,Choose Neighbor,,,Choose Neighbor,Vyber si souseda,Escolha um vizinho,Elige vecino,Wybierz sąsiada,选择邻邦,選擇鄰近勢力,隣人を選ぶ,이웃 선택,Nachbar wählen,Sélection de la province voisine,Scegli vicino,Komşu Seç,Szomszéd kiválasztása,Виберіть сусіда
main_menu.new_game.family.banner.sign_color,Цвет знака,Sign Color,,,Sign Color,Barva znaku,Cor do símbolo,Color del emblema,Kolor symbolu,标志颜色,家徽顏色,紋章色,기호 색상,Zeichenfarbe,Couleur de l'emblème,Colore emblema,Nişan Rengi,Szimbólum színe,Колір знака
main_menu.new_game.family.banner.pattern,Детали,Pattern,,,Pattern,Vzor,Padrão,Patrón,Wzór,图案,樣式,パターン,패턴,Muster,Motif,Motivo,Desen,Minta,Візерунок
main_menu.new_game.family.banner.sign,Знак,Sign,,,Sign,Znak,Símbolo,Emblema,Symbol,标志,立碑,紋章,기호,Zeichen,Emblème,Emblema,Nişan,Szimbólum,Знак
main_menu.new_game.family.look.body,Тело,Body,,,Body,Tělo,Corpo,Cuerpo,Korpus,身体,體型,体型,몸,Körper,Corps,Corporatura,Vücut,Test,Тіло
main_menu.new_game.family.look.skin_color,Цвет кожи,Skin Color,,,Skin Color,Barva pleti,Tom de pele,Color de la piel,Kolor skóry,皮肤颜色,膚色,肌の色,피부색,Hautfarbe,Couleur de peau,Colore pelle,Ten Rengi,Bőrszín,Колір шкіри
main_menu.new_game.family.look.hair_color,Цвет волос,Hair Color,,,Hair Color,Barva vlasů,Cor de cabelo,Color del pelo,Kolor włosów,头发颜色,髮色,髪の色,머리색,Haarfarbe,Couleur des cheveux,Colore capelli,Saç Rengi,Hajszín,Колір волосся
main_menu.new_game.family.look.beard,Борода,Beard,,,Beard,Fousy,Barba,Barba,Broda,胡子,鬍鬚,ひげ,수염,Bart,Barbe,Barba,Sakal,Szakáll,Борода
main_menu.new_game.family.look.haircut,Прическа,Hairstyle,,,Hairstyle,Účes,Penteado,Peinado,Fryzura,发型,髮型,ヘアスタイル,머리 모양,Frisur,Coupe de cheveux,Capelli,Saç,Frizura,Волосся
main_menu.new_game.family.look.head,Голова,Head,,,Head,Hlava,Cabeça,Cabeza,Głowa,头部,頭型,頭,머리,Kopf,Tête,Testa,Kafa,Fej,Голова
main_menu.new_game.family.look.sex,Пол,Gender,,,Gender,Pohlaví,Gênero,Género,Płeć,性别,性別,性別,성별,Geschlecht,Genre,Genere,Cinsiyet,Nem,Стать
main_menu.new_game.family.look.random,Случайная внешность,Random look,,,Random look,Náhodný vzhled,Estilo aleatório,Aspecto al azar,Losowe,随机外观,隨機外貌,ランダムな見た目,무작위 외형,Zufälliges Aussehen,Apparence aléatoire,Aspetto casuale,Rastgele görünüm,Random kinézet,Випадкова зовнішність
main_menu.new_game.family.character_traits,ЧЕРТЫ ХАРАКТЕРА,CHARACTER TRAITS,,,CHARACTER TRAITS,VLASTNOSTI POSTAVY,CARACTERÍSTICAS DO PERSONAGEM,RASGOS DE PERSONAJE,CECHY POSTACI,角色特质,人物特質,キャラクターの特徴,캐릭터 특성,CHARAKTEREIGENSCHAFTEN,TRAITS DE PERSONNAGE,TRATTI PERSONAGGIO,KARAKTER ÖZELLİKLERİ,KARAKTER JELLEMVONÁSAI,РИСИ ПЕРСОНАЖА
main_menu.new_game.family.skills,НАВЫКИ,SKILLS,,,SKILLS,SCHOPNOSTI,HABILIDADES,HABILIDADES,UMIEJĘTNOŚCI,技能,能力,スキル,스킬,FÄHIGKEITEN,COMPÉTENCES,ABILITÀ,BECERİLER,KÉPESSÉGEK,НАВИЧКИ
main_menu.new_game.family.overall_skills,Суммарные навыки семьи,Overall Skills,,,Overall Skills,Celkové schopnosti,Habilidades gerais,Habilidades generales,Suma umiejętności,综合技能,總體能力,全体スキル,전체 스킬,Gesamtfähigkeiten,Compétences générales,Abilità complessive,Genel Beceriler,Általános képességek,Загальні навички
main_menu.new_game.soft_onboarding,Легкий старт,Easy Start,,,Easy Start,Snadný začátek,Início fácil,Comienzo fácil,Łatwy początek,以简单难度开始,輕鬆起步,簡易スタート,쉬운 시작,Einfacher Beginn,Démarrage facile,Inizio semplificato,Kolay Başlangıç,Könnyű indulás,Легкий початок
main_menu.new_game.family.members,Состав семьи,Family Members,,,Family Members,Rozvržení rodiny,Membros da família,Miembros de la familia,Skład rodziny,家庭成员,王室成員,家族構成,가문 구성원,Familienmitglieder,Famille,Membri della famiglia,Aile Fertleri,Családtagok,Склад родини
main_menu.new_game.family.members.husband_wife_child,"Муж, жена, ребенок","Husband, wife, child",,,"Husband, wife, child","Manželka, žena, dítě","Marido, esposa, criança","Marido, mujer, infante","Mąż, żona, dziecko",丈夫、妻子、孩子,夫妻與一個孩子,夫、妻、子供,"남편, 아내, 자녀","Ehemann, Ehefrau, Kind","Époux, épouse, enfant","Marito, moglie, minore","Koca, karı, çocuk","Férj, feleség, gyermek","Чоловік, дружина, дитина"
main_menu.new_game.family.members.two_sis_and_son,Две сестры и сын,Two sisters and a son,,,Two sisters and a son,Dvě sestry a syn,Duas irmãs e um filho,Dos hermanas y un hijo,Dwie siostry i syn,两个姐妹和一个儿子,兩姊妹與一個兒子,二人姉妹と息子１人,두 자매와 아들,"2 Schwestern, 1 Sohn",Deux sœurs et un fils,Due sorelle e un figlio,İki kız kardeş ve bir erkek çocuk,Két lány és egy fiú,Дві сестри й син
main_menu.new_game.family.members.two_bro,Два брата,Two brothers,,,Two brothers,Dva bratři,Dois irmãos,Dos hermanos,Dwaj bracia,两个兄弟,兩兄弟,二人兄弟,두 형제,Zwei Brüder,Deux frères,Due fratelli,İki erkek kardeş,Két fiú,Два брати
main_menu.new_game.family.members.three_sisters,Три сестры,Three sisters,,,Three sisters,Tři sestry,Três irmãs,Tres hermanas,Trzy siostry,三个姐妹,三姊妹,三人姉妹,세 자매,Drei Schwestern,Trois sœurs,Tre sorelle,Üç kız kardeş,Három lány,Три сестри
main_menu.new_game.family.members.father_three_doughters,Отец и дочери,Father and daughters,,,Father and daughters,Otec a dcery,Pai e filhas,Padre e hijas,Ojciec i córki,父亲和女儿,父親與女兒們,父親と娘,아버지와 딸,Vater und Töchter,Père et filles,Padre e figlie,Baba ve kızları,Apa és lányai,Батько й дочки
main_menu.new_game.family_settings,Настройки семьи,Family Settings,,,Family Settings,Nastavení rodiny,Configurações da família,Configuración de familia,Ustawienia rodziny,家庭设置,王室設定,家族設定,가문 설정,Familieneinstellungen,Paramètres de la famille,Impostazioni famiglia,Aile Ayarları,Családi beállítások,Налаштування родини
main_menu.ng_world_should_generate,Генерировать мир,Generate World,,,Generate World,Generovat svět,Gerar mundo,Generar mundo,Generuj świat,生成世界,生成世界,ワールドを生成,세계 생성,Welt erzeugen,Générer le monde,Genera mondo,Dünya Oluştur,Generált világ,Генерування світу
main_menu.ng_select_map,Выберите карту,Select Map,,,Select Map,Vyber si mapu,Selecionar mapa,Seleccionar mapa,Wybierz mapę,选择地图,選擇地圖,マップの選択,지도 선택,Karte auswählen,Sélectionner la carte,Seleziona mappa,Harita Seç,Térkép kiválasztása,Вибрати мапу
main_menu.ng_save_name,Введите имя файла сохранения,Enter save file name,,,Enter save file name,Zadej název úložné pozice,Inserir nome do arquivo salvo,Introducir nombre de partida guardada,Wprowadź nazwę zapisu gry,输入存档名,請輸入存檔名稱,セーブファイル名の入力,저장 파일명 입력,Spielstand benennen,Saisir un nom de fichier,Inserisci nome salvataggio,Kayıt dosyası ismini gir,Add meg a játékmentés nevét,Введіть назву збереження
main_menu.save_load.delete,Удалить,Delete,,,Delete,Smazat,Apagar,Borrar,Usuń,删除,刪除,削除,삭제,Löschen,Supprimer,Elimina,Sil,Törlés,Видалити
main_menu.save_load.deleted,УДАЛЕНО,DELETED,,,DELETED,SMAZÁNO,APAGADO,BORRADO,USUNIĘTO,已删除,已刪除,削除しました,삭제 완료,GELÖSCHT,SUPPRIMÉ,ELIMINATO,SİLİNDİ,TÖRÖLVE,ВИДАЛЕНО
main_menu.save_load.save_as.desc2,"Можно оставить пустым, чтобы сохранить под текущим именем файла карты",Leave blank to save under the current map file name,,,Leave blank to save under the current map file name,"Když necháš políčko prázdné, hra se bude ukládat pod aktuálním názvem souboru mapy",Deixe em branco para salvar com o nome do arquivo de mapa atual,Dejar vacío para guardar con el mismo nombre de partida guardada del mapa actual,"Zostaw puste pole, aby zapisać grę pod nazwą mapy.",留空以使用当前地图文件名保存,留空將以現有地圖作為存檔名稱,現在のマップファイル名のまま保存するには、空白のままにします,현재 지도 파일명으로 저장하려면 비워두세요,Nicht benennen und unter dem aktuellen Kartennamen speichern,Laisser le champ vide pour utiliser le nom de la carte comme nom de fichier.,Non inserire nulla per salvare con il nome della mappa attuale,Güncel harita dosyası ismi altında kaydetmek için boş bırak,"Hagyd üresen, ha az aktuális térkép fájlneve alatt akarod menteni",Порожню назву буде замінено на назву обраної мапи
main_menu.save_load.save_as.desc,Имя файла нового сохранения,New save file name,,,New save file name,Nový název úložné pozice,Novo nome de arquivo de salvamento,Nuevo nombre de partida guardada,Nowy plik zapisu gry,新的存档名,新存檔名稱,新しいセーブファイル名,새 저장 파일명,Name des neuen Spielstands,Nom du nouveau fichier de sauvegarde,Nome nuovo salvataggio,Yeni kayıt dosyası ismi,Új játékmentés neve,Назва нового збереження
main_menu.save_load.save_as,Новое сохранение,New save,,,New save,Nová pozice,Novo salvamento,Nuevo guardado,Nowy zapis,新存档,新存檔,新規セーブ,새로 저장,Neuer Spielstand,Nouvelle sauvegarde,Nuovo salvataggio,Yeni kayıt,Új mentés,Нове збереження
main_menu.save_load.rewrite,Перезаписать,Overwrite,,,Overwrite,Přepsat,Sobrescrever,Sobrescribir,Nadpisz,覆盖,覆蓋,上書き,덮어쓰기,Überschreiben,Écraser,Sovrascrivi,Üzerine yaz,Felülírás,Перезаписати
main_menu.save_load.save,Сохранить,Save,,,Save,Uložit,Salvar,Guardar,Zapisz,保存,存檔,セーブ,저장,Speichern,Sauvegarder,Salva,Kaydet,Mentés,Зберегти
main_menu.save_load.load,Загрузить,Load,,,Load,Načíst,Carregar,Cargar,Wczytaj,加载,讀檔,ロード,불러오기,Laden,Charger,Carica,Yükle,Betöltés,Завантажити
main_menu.save_load.autosave_morning,Утро,Morning,,,Morning,Ráno,Manhã,Mañana,Poranek,上午,早晨,朝,아침,Morgen,Matin,Mattina,Gündüz,Reggel,Ранок
main_menu.save_load.autosave_evening,Вечер,Evening,,,Evening,Večer,Noite,Tarde,Popołudnie,晚间,傍晚,夕,저녁,Abend,Soirée,Sera,Akşam,Este,Вечір
main_menu.mods,Модификации,Mods,,,Mods,Mody,Mods,Mods,Modyfikacje,模组,模組,MOD,모드,Mods,Mods,Mod,Modlar,Modok,Моди
main_menu.credits,Создатели,Credits,,,Credits,Autoři,Créditos,Créditos,Autorzy,制作人员,開發者名單,クレジット,크레딧,Mitwirkende,Crédits,Riconoscimenti,Emeği Geçenler,Stáblista,Титри
main_menu.discord,Discord,Discord,,,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord,Discord
main_menu.leave_feedback,Отзыв,Feedback,,,Feedback,Zpětná vazba,Feedback,Comentarios,Opinia,反馈,意見回饋,フィードバック,의견,Feedback,Avis,Feedback,Ver,Visszajelzés,Відгуки
main_menu.feedback.send,Оставить,Provide,,,Provide,Zaslat,Fornecer,Proporcionar,Wyślij,发送,提供,送信,전송,Übermitteln,Donner son avis,Invia,Geri Bildirim,Küldés,Відправити
main_menu.exit,Выход,Exit,,,Exit,Konec,Sair,Salir,Wyjdź,退出,退出,終了,종료,Beenden,Quitter,Esci,Çıkış,Kilépés,Вийти
main_menu.settings,Настройки,Settings,,,Settings,Nastavení,Configurações,Ajustes,Ustawienia,设置,設定,設定,설정,Einstellungen,Paramètres,Impostazioni,Ayarlar,Beállítások,Настройки
main_menu.load_game,Загрузить игру,Load Game,,,Load Game,Načíst hru,Carregar jogo,Cargar partida,Wczytaj grę,加载游戏,讀取遊戲,ロード,게임 불러오기,Spiel laden,Charger une partie,Carica partita,Oyunu Yükle,Játék betöltése,Завантажити гру
main_menu.start_tutorial,Обучение,Tutorial,,,Tutorial,Výuka,Tutorial,Tutorial,Samouczek,教程,教學,チュートリアル,튜토리얼,Tutorial,Didacticiel,Tutorial,Eğitici,Oktatójáték,Навчання
main_menu.start_new_game,Новая игра,New Game,,,New Game,Nová hra,Novo jogo,Nueva partida,Nowa gra,新游戏,新遊戲,新規ゲーム,새 게임,Neues Spiel,Nouvelle partie,Nuova partita,Yeni Oyun,Új játék,Нова гра
main_menu.continue_last_game,Продолжить,Continue,,,Continue,Pokračovat,Continuar,Continuar,Kontynuuj,继续,繼續,続ける,계속하기,Fortsetzen,Continuer,Continua,Devam Et,Tovább,Продовжити
main_menu.save_and_exit,Сохранить и Выйти,Save & Exit,,,Save & Exit,Uložit a ukončit,Salvar e sair,Guardar y salir,Zapisz i wyjdź,保存并退出,存檔並退出,セーブして終了,저장 및 종료,Speichern & beenden,Sauvegarder et quitter,Salva ed esci,Kaydet ve Çık,Mentés és kilépés,Зберегти й вийти
main_menu.start,Начать,Start,,,Start,Začít,Iniciar,Empezar,Rozpocznij,开始,開始,開始,시작,Start,Commencer,Avvia,Başlat,Indítás,Почати
main_menu.back,Назад,Back,,,Back,Zpět,Voltar,Atrás,Wróć,返回,返回,戻る,뒤로,Zurück,Retour,Indietro,Geri,Vissza,Назад
menu.problems,Проблемы,Problems,,,Problems,Problémy,Problemas,Problemas,Problemy,问题,問題,問題,문제,Probleme,Problèmes,Problemi,Sorunlar,Problémák,Проблеми
adv_tutorial.obj_build_sawmill_place_text,Постройте здесь Лесопилку,Build the Lumbermill here,,,Build the Lumbermill here,Tady postav pilu.,Construa a serraria aqui,Construye la serrería aquí,Zbuduj tartak tutaj.,在此处建造伐木场,請把伐木場建在這裡,ここに製材所を建設する,여기에 제재소를 건설,Errichte das Holzfällerlager hier,Construisez la scierie ici,Costruisci la segheria qui,Kereste Fabrikası'nı buraya inşa et.,Itt építsd fel a fűrészmalmot,Збудуйте лісопильню тут
